😀	cara, cara moi riseira, sorriso
🤷🏽‍♂	dúbida, home, home facendo xesto de “nin idea”, home facendo xesto de “nin idea”: ton de pel medio, ignorancia, ton de pel medio, xesto
🤷🏾‍♂	dúbida, home, home facendo xesto de “nin idea”, home facendo xesto de “nin idea”: ton de pel escuro, ignorancia, ton de pel escuro, xesto
🤷🏿‍♂	dúbida, home, home facendo xesto de “nin idea”, home facendo xesto de “nin idea”: ton de pel moi escuro, ignorancia, ton de pel moi escuro, xesto
🤷‍♀	dúbida, ignorancia, muller, muller facendo xesto de “nin idea”, xesto
🤷🏻‍♀	dúbida, ignorancia, muller, muller facendo xesto de “nin idea”, muller facendo xesto de “nin idea”: ton de pel moi claro, ton de pel moi claro, xesto
🤷🏼‍♀	dúbida, ignorancia, muller, muller facendo xesto de “nin idea”, muller facendo xesto de “nin idea”: ton de pel claro, ton de pel claro, xesto
🤷🏽‍♀	dúbida, ignorancia, muller, muller facendo xesto de “nin idea”, muller facendo xesto de “nin idea”: ton de pel medio, ton de pel medio, xesto
🤷🏾‍♀	dúbida, ignorancia, muller, muller facendo xesto de “nin idea”, muller facendo xesto de “nin idea”: ton de pel escuro, ton de pel escuro, xesto
🤷🏿‍♀	dúbida, ignorancia, muller, muller facendo xesto de “nin idea”, muller facendo xesto de “nin idea”: ton de pel moi escuro, ton de pel moi escuro, xesto
👨‍⚕	enfermeiro, home, médico, traballador sanitario
👨🏻‍⚕	enfermeiro, home, médico, ton de pel moi claro, traballador sanitario, traballador sanitario: ton de pel moi claro
👨🏼‍⚕	enfermeiro, home, médico, ton de pel claro, traballador sanitario, traballador sanitario: ton de pel claro
👨🏽‍⚕	enfermeiro, home, médico, ton de pel medio, traballador sanitario, traballador sanitario: ton de pel medio
👨🏾‍⚕	enfermeiro, home, médico, ton de pel escuro, traballador sanitario, traballador sanitario: ton de pel escuro
👨🏿‍⚕	enfermeiro, home, médico, ton de pel moi escuro, traballador sanitario, traballador sanitario: ton de pel moi escuro
👩‍⚕	enfermeira, muller, médica, traballadora sanitaria
👩🏻‍⚕	enfermeira, muller, médica, ton de pel moi claro, traballadora sanitaria, traballadora sanitaria: ton de pel moi claro
👩🏼‍⚕	enfermeira, muller, médica, ton de pel claro, traballadora sanitaria, traballadora sanitaria: ton de pel claro
👩🏽‍⚕	enfermeira, muller, médica, ton de pel medio, traballadora sanitaria, traballadora sanitaria: ton de pel medio
👩🏾‍⚕	enfermeira, muller, médica, ton de pel escuro, traballadora sanitaria, traballadora sanitaria: ton de pel escuro
👩🏿‍⚕	enfermeira, muller, médica, ton de pel moi escuro, traballadora sanitaria, traballadora sanitaria: ton de pel moi escuro
👨‍🎓	estudante, estudante de sexo masculino, graduado, home, universitario
👨🏻‍🎓	estudante, estudante de sexo masculino, estudante de sexo masculino: ton de pel moi claro, graduado, home, ton de pel moi claro, universitario
👨🏼‍🎓	estudante, estudante de sexo masculino, estudante de sexo masculino: ton de pel claro, graduado, home, ton de pel claro, universitario
👨🏽‍🎓	estudante, estudante de sexo masculino, estudante de sexo masculino: ton de pel medio, graduado, home, ton de pel medio, universitario
👨🏾‍🎓	estudante, estudante de sexo masculino, estudante de sexo masculino: ton de pel escuro, graduado, home, ton de pel escuro, universitario
👨🏿‍🎓	estudante, estudante de sexo masculino, estudante de sexo masculino: ton de pel moi escuro, graduado, home, ton de pel moi escuro, universitario
👩‍🎓	estudante, estudante de sexo feminino, graduada, muller, universitaria
👩🏻‍🎓	estudante, estudante de sexo feminino, estudante de sexo feminino: ton de pel moi claro, graduada, muller, ton de pel moi claro, universitaria
👩🏼‍🎓	estudante, estudante de sexo feminino, estudante de sexo feminino: ton de pel claro, graduada, muller, ton de pel claro, universitaria
👩🏽‍🎓	estudante, estudante de sexo feminino, estudante de sexo feminino: ton de pel medio, graduada, muller, ton de pel medio, universitaria
👩🏾‍🎓	estudante, estudante de sexo feminino, estudante de sexo feminino: ton de pel escuro, graduada, muller, ton de pel escuro, universitaria
👩🏿‍🎓	estudante, estudante de sexo feminino, estudante de sexo feminino: ton de pel moi escuro, graduada, muller, ton de pel moi escuro, universitaria
👨‍🏫	escola, home, profesor
👨🏻‍🏫	escola, home, profesor, profesor: ton de pel moi claro, ton de pel moi claro
👨🏼‍🏫	escola, home, profesor, profesor: ton de pel claro, ton de pel claro
👨🏽‍🏫	escola, home, profesor, profesor: ton de pel medio, ton de pel medio
👨🏾‍🏫	escola, home, profesor, profesor: ton de pel escuro, ton de pel escuro
👨🏿‍🏫	escola, home, profesor, profesor: ton de pel moi escuro, ton de pel moi escuro
👩‍🏫	escola, muller, profesora
👩🏻‍🏫	escola, muller, profesora, profesora: ton de pel moi claro, ton de pel moi claro
👩🏼‍🏫	escola, muller, profesora, profesora: ton de pel claro, ton de pel claro
👩🏽‍🏫	escola, muller, profesora, profesora: ton de pel medio, ton de pel medio
👩🏾‍🏫	escola, muller, profesora, profesora: ton de pel escuro, ton de pel escuro
👩🏿‍🏫	escola, muller, profesora, profesora: ton de pel moi escuro, ton de pel moi escuro
👨‍⚖	balanza, home, xustiza, xuíz
👨🏻‍⚖	balanza, home, ton de pel moi claro, xustiza, xuíz, xuíz: ton de pel moi claro
👨🏼‍⚖	balanza, home, ton de pel claro, xustiza, xuíz, xuíz: ton de pel claro
👨🏽‍⚖	balanza, home, ton de pel medio, xustiza, xuíz, xuíz: ton de pel medio
👨🏾‍⚖	balanza, home, ton de pel escuro, xustiza, xuíz, xuíz: ton de pel escuro
👨🏿‍⚖	balanza, home, ton de pel moi escuro, xustiza, xuíz, xuíz: ton de pel moi escuro
👩‍⚖	balanza, muller, xustiza, xuíza
👩🏻‍⚖	balanza, muller, ton de pel moi claro, xustiza, xuíza, xuíza: ton de pel moi claro
👩🏼‍⚖	balanza, muller, ton de pel claro, xustiza, xuíza, xuíza: ton de pel claro
👩🏽‍⚖	balanza, muller, ton de pel medio, xustiza, xuíza, xuíza: ton de pel medio
👩🏾‍⚖	balanza, muller, ton de pel escuro, xustiza, xuíza, xuíza: ton de pel escuro
👩🏿‍⚖	balanza, muller, ton de pel moi escuro, xustiza, xuíza, xuíza: ton de pel moi escuro
👨‍🌾	agricultor, cultivo, gando, granxeiro, home
👨🏻‍🌾	agricultor, agricultor: ton de pel moi claro, cultivo, gando, granxeiro, home, ton de pel moi claro
👨🏼‍🌾	agricultor, agricultor: ton de pel claro, cultivo, gando, granxeiro, home, ton de pel claro
👨🏽‍🌾	agricultor, agricultor: ton de pel medio, cultivo, gando, granxeiro, home, ton de pel medio
👨🏾‍🌾	agricultor, agricultor: ton de pel escuro, cultivo, gando, granxeiro, home, ton de pel escuro
👨🏿‍🌾	agricultor, agricultor: ton de pel moi escuro, cultivo, gando, granxeiro, home, ton de pel moi escuro
👩‍🌾	agricultora, cultivo, gando, granxeira, muller
👩🏻‍🌾	agricultora, agricultora: ton de pel moi claro, cultivo, gando, granxeira, muller, ton de pel moi claro
👩🏼‍🌾	agricultora, agricultora: ton de pel claro, cultivo, gando, granxeira, muller, ton de pel claro
👩🏽‍🌾	agricultora, agricultora: ton de pel medio, cultivo, gando, granxeira, muller, ton de pel medio
👩🏾‍🌾	agricultora, agricultora: ton de pel escuro, cultivo, gando, granxeira, muller, ton de pel escuro
👩🏿‍🌾	agricultora, agricultora: ton de pel moi escuro, cultivo, gando, granxeira, muller, ton de pel moi escuro
👨‍🍳	cociñar, cociñeiro, home, xefe de cociña
👨🏻‍🍳	cociñar, cociñeiro, cociñeiro: ton de pel moi claro, home, ton de pel moi claro, xefe de cociña
👨🏼‍🍳	cociñar, cociñeiro, cociñeiro: ton de pel claro, home, ton de pel claro, xefe de cociña
👨🏽‍🍳	cociñar, cociñeiro, cociñeiro: ton de pel medio, home, ton de pel medio, xefe de cociña
👨🏾‍🍳	cociñar, cociñeiro, cociñeiro: ton de pel escuro, home, ton de pel escuro, xefe de cociña
👨🏿‍🍳	cociñar, cociñeiro, cociñeiro: ton de pel moi escuro, home, ton de pel moi escuro, xefe de cociña
👩‍🍳	cociñar, cociñeira, muller, xefa de cociña
👩🏻‍🍳	cociñar, cociñeira, cociñeira: ton de pel moi claro, muller, ton de pel moi claro, xefa de cociña
👩🏼‍🍳	cociñar, cociñeira, cociñeira: ton de pel claro, muller, ton de pel claro, xefa de cociña
👩🏽‍🍳	cociñar, cociñeira, cociñeira: ton de pel medio, muller, ton de pel medio, xefa de cociña
👩🏾‍🍳	cociñar, cociñeira, cociñeira: ton de pel escuro, muller, ton de pel escuro, xefa de cociña
👩🏿‍🍳	cociñar, cociñeira, cociñeira: ton de pel moi escuro, muller, ton de pel moi escuro, xefa de cociña
👨‍🔧	electricista, fontaneiro, home, mecánico
👨🏻‍🔧	electricista, fontaneiro, home, mecánico, mecánico: ton de pel moi claro, ton de pel moi claro
👨🏼‍🔧	electricista, fontaneiro, home, mecánico, mecánico: ton de pel claro, ton de pel claro
👨🏽‍🔧	electricista, fontaneiro, home, mecánico, mecánico: ton de pel medio, ton de pel medio
👨🏾‍🔧	electricista, fontaneiro, home, mecánico, mecánico: ton de pel escuro, ton de pel escuro
👨🏿‍🔧	electricista, fontaneiro, home, mecánico, mecánico: ton de pel moi escuro, ton de pel moi escuro
👩‍🔧	electricista, fontaneira, mecánica, muller
👩🏻‍🔧	electricista, fontaneira, mecánica, mecánica: ton de pel moi claro, muller, ton de pel moi claro
👩🏼‍🔧	electricista, fontaneira, mecánica, mecánica: ton de pel claro, muller, ton de pel claro
👩🏽‍🔧	electricista, fontaneira, mecánica, mecánica: ton de pel medio, muller, ton de pel medio
👩🏾‍🔧	electricista, fontaneira, mecánica, mecánica: ton de pel escuro, muller, ton de pel escuro
👩🏿‍🔧	electricista, fontaneira, mecánica, mecánica: ton de pel moi escuro, muller, ton de pel moi escuro
👨‍🏭	fábrica, home, obreiro, operario, traballador
👨🏻‍🏭	fábrica, home, obreiro, operario, operario: ton de pel moi claro, ton de pel moi claro, traballador
👨🏼‍🏭	fábrica, home, obreiro, operario, operario: ton de pel claro, ton de pel claro, traballador
👨🏽‍🏭	fábrica, home, obreiro, operario, operario: ton de pel medio, ton de pel medio, traballador
👨🏾‍🏭	fábrica, home, obreiro, operario, operario: ton de pel escuro, ton de pel escuro, traballador
👨🏿‍🏭	fábrica, home, obreiro, operario, operario: ton de pel moi escuro, ton de pel moi escuro, traballador
👩‍🏭	fábrica, muller, obreira, operaria, traballadora
👩🏻‍🏭	fábrica, muller, obreira, operaria, operaria: ton de pel moi claro, ton de pel moi claro, traballadora
👩🏼‍🏭	fábrica, muller, obreira, operaria, operaria: ton de pel claro, ton de pel claro, traballadora
👩🏽‍🏭	fábrica, muller, obreira, operaria, operaria: ton de pel medio, ton de pel medio, traballadora
👩🏾‍🏭	fábrica, muller, obreira, operaria, operaria: ton de pel escuro, ton de pel escuro, traballadora
👩🏿‍🏭	fábrica, muller, obreira, operaria, operaria: ton de pel moi escuro, ton de pel moi escuro, traballadora
👨‍💼	administrativo, empregado, home, oficinista
👨🏻‍💼	administrativo, administrativo: ton de pel moi claro, empregado, home, oficinista, ton de pel moi claro
👨🏼‍💼	administrativo, administrativo: ton de pel claro, empregado, home, oficinista, ton de pel claro
👨🏽‍💼	administrativo, administrativo: ton de pel medio, empregado, home, oficinista, ton de pel medio
👨🏾‍💼	administrativo, administrativo: ton de pel escuro, empregado, home, oficinista, ton de pel escuro
👨🏿‍💼	administrativo, administrativo: ton de pel moi escuro, empregado, home, oficinista, ton de pel moi escuro
👩‍💼	administrativa, empregada, muller, oficinista
👩🏻‍💼	administrativa, administrativa: ton de pel moi claro, empregada, muller, oficinista, ton de pel moi claro
👩🏼‍💼	administrativa, administrativa: ton de pel claro, empregada, muller, oficinista, ton de pel claro
👩🏽‍💼	administrativa, administrativa: ton de pel medio, empregada, muller, oficinista, ton de pel medio
👩🏾‍💼	administrativa, administrativa: ton de pel escuro, empregada, muller, oficinista, ton de pel escuro
👩🏿‍💼	administrativa, administrativa: ton de pel moi escuro, empregada, muller, oficinista, ton de pel moi escuro
👨‍🔬	biólogo, científico, home, químico
👨🏻‍🔬	biólogo, científico, científico: ton de pel moi claro, home, químico, ton de pel moi claro
👨🏼‍🔬	biólogo, científico, científico: ton de pel claro, home, químico, ton de pel claro
👨🏽‍🔬	biólogo, científico, científico: ton de pel medio, home, químico, ton de pel medio
👨🏾‍🔬	biólogo, científico, científico: ton de pel escuro, home, químico, ton de pel escuro
👨🏿‍🔬	biólogo, científico, científico: ton de pel moi escuro, home, químico, ton de pel moi escuro
👩‍🔬	bióloga, científica, muller, química
👩🏻‍🔬	bióloga, científica, científica: ton de pel moi claro, muller, química, ton de pel moi claro
👩🏼‍🔬	bióloga, científica, científica: ton de pel claro, muller, química, ton de pel claro
👩🏽‍🔬	bióloga, científica, científica: ton de pel medio, muller, química, ton de pel medio
👩🏾‍🔬	bióloga, científica, científica: ton de pel escuro, muller, química, ton de pel escuro
👩🏿‍🔬	bióloga, científica, científica: ton de pel moi escuro, muller, química, ton de pel moi escuro
👨‍💻	home, informático, programador, software
👨🏻‍💻	home, informático, informático: ton de pel moi claro, programador, software, ton de pel moi claro
👨🏼‍💻	home, informático, informático: ton de pel claro, programador, software, ton de pel claro
👨🏽‍💻	home, informático, informático: ton de pel medio, programador, software, ton de pel medio
👨🏾‍💻	home, informático, informático: ton de pel escuro, programador, software, ton de pel escuro
👨🏿‍💻	home, informático, informático: ton de pel moi escuro, programador, software, ton de pel moi escuro
👩‍💻	informática, muller, programadora, software
👩🏻‍💻	informática, informática: ton de pel moi claro, muller, programadora, software, ton de pel moi claro
👩🏼‍💻	informática, informática: ton de pel claro, muller, programadora, software, ton de pel claro
👩🏽‍💻	informática, informática: ton de pel medio, muller, programadora, software, ton de pel medio
👩🏾‍💻	informática, informática: ton de pel escuro, muller, programadora, software, ton de pel escuro
👩🏿‍💻	informática, informática: ton de pel moi escuro, muller, programadora, software, ton de pel moi escuro
👨‍🎤	actor, cantante, cantante de sexo masculino, home, rock
👨🏻‍🎤	actor, cantante, cantante de sexo masculino, cantante de sexo masculino: ton de pel moi claro, home, rock, ton de pel moi claro
👨🏼‍🎤	actor, cantante, cantante de sexo masculino, cantante de sexo masculino: ton de pel claro, home, rock, ton de pel claro
👨🏽‍🎤	actor, cantante, cantante de sexo masculino, cantante de sexo masculino: ton de pel medio, home, rock, ton de pel medio
👨🏾‍🎤	actor, cantante, cantante de sexo masculino, cantante de sexo masculino: ton de pel escuro, home, rock, ton de pel escuro
👨🏿‍🎤	actor, cantante, cantante de sexo masculino, cantante de sexo masculino: ton de pel moi escuro, home, rock, ton de pel moi escuro
👩‍🎤	actriz, cantante, cantante de sexo feminino, muller, rock
👩🏻‍🎤	actriz, cantante, cantante de sexo feminino, cantante de sexo feminino: ton de pel moi claro, muller, rock, ton de pel moi claro
👩🏼‍🎤	actriz, cantante, cantante de sexo feminino, cantante de sexo feminino: ton de pel claro, muller, rock, ton de pel claro
👩🏽‍🎤	actriz, cantante, cantante de sexo feminino, cantante de sexo feminino: ton de pel medio, muller, rock, ton de pel medio
👩🏾‍🎤	actriz, cantante, cantante de sexo feminino, cantante de sexo feminino: ton de pel escuro, muller, rock, ton de pel escuro
👩🏿‍🎤	actriz, cantante, cantante de sexo feminino, cantante de sexo feminino: ton de pel moi escuro, muller, rock, ton de pel moi escuro
👨‍🎨	artista, home, paleta, pintor
👨🏻‍🎨	artista, home, paleta, pintor, pintor: ton de pel moi claro, ton de pel moi claro
👨🏼‍🎨	artista, home, paleta, pintor, pintor: ton de pel claro, ton de pel claro
👨🏽‍🎨	artista, home, paleta, pintor, pintor: ton de pel medio, ton de pel medio
👨🏾‍🎨	artista, home, paleta, pintor, pintor: ton de pel escuro, ton de pel escuro
👨🏿‍🎨	artista, home, paleta, pintor, pintor: ton de pel moi escuro, ton de pel moi escuro
👩‍🎨	artista, muller, paleta, pintora
👩🏻‍🎨	artista, muller, paleta, pintora, pintora: ton de pel moi claro, ton de pel moi claro
👩🏼‍🎨	artista, muller, paleta, pintora, pintora: ton de pel claro, ton de pel claro
👩🏽‍🎨	artista, muller, paleta, pintora, pintora: ton de pel medio, ton de pel medio
👩🏾‍🎨	artista, muller, paleta, pintora, pintora: ton de pel escuro, ton de pel escuro
👩🏿‍🎨	artista, muller, paleta, pintora, pintora: ton de pel moi escuro, ton de pel moi escuro
👨‍✈	avión, home, piloto, piloto de sexo masculino
👨🏻‍✈	avión, home, piloto, piloto de sexo masculino, piloto de sexo masculino: ton de pel moi claro, ton de pel moi claro
👨🏼‍✈	avión, home, piloto, piloto de sexo masculino, piloto de sexo masculino: ton de pel claro, ton de pel claro
👨🏽‍✈	avión, home, piloto, piloto de sexo masculino, piloto de sexo masculino: ton de pel medio, ton de pel medio
👨🏾‍✈	avión, home, piloto, piloto de sexo masculino, piloto de sexo masculino: ton de pel escuro, ton de pel escuro
👨🏿‍✈	avión, home, piloto, piloto de sexo masculino, piloto de sexo masculino: ton de pel moi escuro, ton de pel moi escuro
👩‍✈	avión, muller, piloto, piloto de sexo feminino
👩🏻‍✈	avión, muller, piloto, piloto de sexo feminino, piloto de sexo feminino: ton de pel moi claro, ton de pel moi claro
👩🏼‍✈	avión, muller, piloto, piloto de sexo feminino, piloto de sexo feminino: ton de pel claro, ton de pel claro
👩🏽‍✈	avión, muller, piloto, piloto de sexo feminino, piloto de sexo feminino: ton de pel medio, ton de pel medio
👩🏾‍✈	avión, muller, piloto, piloto de sexo feminino, piloto de sexo feminino: ton de pel escuro, ton de pel escuro
👩🏿‍✈	avión, muller, piloto, piloto de sexo feminino, piloto de sexo feminino: ton de pel moi escuro, ton de pel moi escuro
👨‍🚀	astronauta, astronauta de sexo masculino, espazo, foguete, home
👨🏻‍🚀	astronauta, astronauta de sexo masculino, astronauta de sexo masculino: ton de pel moi claro, espazo, foguete, home, ton de pel moi claro
👨🏼‍🚀	astronauta, astronauta de sexo masculino, astronauta de sexo masculino: ton de pel claro, espazo, foguete, home, ton de pel claro
👨🏽‍🚀	astronauta, astronauta de sexo masculino, astronauta de sexo masculino: ton de pel medio, espazo, foguete, home, ton de pel medio
👨🏾‍🚀	astronauta, astronauta de sexo masculino, astronauta de sexo masculino: ton de pel escuro, espazo, foguete, home, ton de pel escuro
👨🏿‍🚀	astronauta, astronauta de sexo masculino, astronauta de sexo masculino: ton de pel moi escuro, espazo, foguete, home, ton de pel moi escuro
👩‍🚀	astronauta, astronauta de sexo feminino, espazo, foguete, muller
👩🏻‍🚀	astronauta, astronauta de sexo feminino, astronauta de sexo feminino: ton de pel moi claro, espazo, foguete, muller, ton de pel moi claro
👩🏼‍🚀	astronauta, astronauta de sexo feminino, astronauta de sexo feminino: ton de pel claro, espazo, foguete, muller, ton de pel claro
👩🏽‍🚀	astronauta, astronauta de sexo feminino, astronauta de sexo feminino: ton de pel medio, espazo, foguete, muller, ton de pel medio
👩🏾‍🚀	astronauta, astronauta de sexo feminino, astronauta de sexo feminino: ton de pel escuro, espazo, foguete, muller, ton de pel escuro
👩🏿‍🚀	astronauta, astronauta de sexo feminino, astronauta de sexo feminino: ton de pel moi escuro, espazo, foguete, muller, ton de pel moi escuro
👨‍🚒	bombeiro, home
👨🏻‍🚒	bombeiro, bombeiro: ton de pel moi claro, home, ton de pel moi claro
👨🏼‍🚒	bombeiro, bombeiro: ton de pel claro, home, ton de pel claro
👨🏽‍🚒	bombeiro, bombeiro: ton de pel medio, home, ton de pel medio
👨🏾‍🚒	bombeiro, bombeiro: ton de pel escuro, home, ton de pel escuro
👨🏿‍🚒	bombeiro, bombeiro: ton de pel moi escuro, home, ton de pel moi escuro
👩‍🚒	bombeira, muller
👩🏻‍🚒	bombeira, bombeira: ton de pel moi claro, muller, ton de pel moi claro
👩🏼‍🚒	bombeira, bombeira: ton de pel claro, muller, ton de pel claro
👩🏽‍🚒	bombeira, bombeira: ton de pel medio, muller, ton de pel medio
👩🏾‍🚒	bombeira, bombeira: ton de pel escuro, muller, ton de pel escuro
👩🏿‍🚒	bombeira, bombeira: ton de pel moi escuro, muller, ton de pel moi escuro
👮	axente, poli, policía
👮🏻	axente, poli, policía, policía: ton de pel moi claro, ton de pel moi claro
👮🏼	axente, poli, policía, policía: ton de pel claro, ton de pel claro
👮🏽	axente, poli, policía, policía: ton de pel medio, ton de pel medio
👮🏾	axente, poli, policía, policía: ton de pel escuro, ton de pel escuro
👮🏿	axente, poli, policía, policía: ton de pel moi escuro, ton de pel moi escuro
👮‍♂	axente, home, poli, policía, policía de sexo masculino
👮🏻‍♂	axente, home, poli, policía, policía de sexo masculino, policía de sexo masculino: ton de pel moi claro, ton de pel moi claro
👮🏼‍♂	axente, home, poli, policía, policía de sexo masculino, policía de sexo masculino: ton de pel claro, ton de pel claro
👮🏽‍♂	axente, home, poli, policía, policía de sexo masculino, policía de sexo masculino: ton de pel medio, ton de pel medio
👮🏾‍♂	axente, home, poli, policía, policía de sexo masculino, policía de sexo masculino: ton de pel escuro, ton de pel escuro
👮🏿‍♂	axente, home, poli, policía, policía de sexo masculino, policía de sexo masculino: ton de pel moi escuro, ton de pel moi escuro
👮‍♀	axente, muller, poli, policía, policía de sexo feminino
👮🏻‍♀	axente, muller, poli, policía, policía de sexo feminino, policía de sexo feminino: ton de pel moi claro, ton de pel moi claro
👮🏼‍♀	axente, muller, poli, policía, policía de sexo feminino, policía de sexo feminino: ton de pel claro, ton de pel claro
👮🏽‍♀	axente, muller, poli, policía, policía de sexo feminino, policía de sexo feminino: ton de pel medio, ton de pel medio
👮🏾‍♀	axente, muller, poli, policía, policía de sexo feminino, policía de sexo feminino: ton de pel escuro, ton de pel escuro
👮🏿‍♀	axente, muller, poli, policía, policía de sexo feminino, policía de sexo feminino: ton de pel moi escuro, ton de pel moi escuro
🕵️	detective, espía, sabuxo
🕵🏻	detective, detective: ton de pel moi claro, espía, sabuxo, ton de pel moi claro
🕵🏼	detective, detective: ton de pel claro, espía, sabuxo, ton de pel claro
🕵🏽	detective, detective: ton de pel medio, espía, sabuxo, ton de pel medio
🕵🏾	detective, detective: ton de pel escuro, espía, sabuxo, ton de pel escuro
🕵🏿	detective, detective: ton de pel moi escuro, espía, sabuxo, ton de pel moi escuro
🕵‍♂	detective, detective de sexo masculino, espía, home, sabuxo
🕵🏻‍♂	detective, detective de sexo masculino, detective de sexo masculino: ton de pel moi claro, espía, home, sabuxo, ton de pel moi claro
🕵🏼‍♂	detective, detective de sexo masculino, detective de sexo masculino: ton de pel claro, espía, home, sabuxo, ton de pel claro
🕵🏽‍♂	detective, detective de sexo masculino, detective de sexo masculino: ton de pel medio, espía, home, sabuxo, ton de pel medio
🕵🏾‍♂	detective, detective de sexo masculino, detective de sexo masculino: ton de pel escuro, espía, home, sabuxo, ton de pel escuro
🕵🏿‍♂	detective, detective de sexo masculino, detective de sexo masculino: ton de pel moi escuro, espía, home, sabuxo, ton de pel moi escuro
🕵‍♀	detective, detective de sexo feminino, espía, muller, sabuxa
🕵🏻‍♀	detective, detective de sexo feminino, detective de sexo feminino: ton de pel moi claro, espía, muller, sabuxa, ton de pel moi claro
🕵🏼‍♀	detective, detective de sexo feminino, detective de sexo feminino: ton de pel claro, espía, muller, sabuxa, ton de pel claro
🕵🏽‍♀	detective, detective de sexo feminino, detective de sexo feminino: ton de pel medio, espía, muller, sabuxa, ton de pel medio
🕵🏾‍♀	detective, detective de sexo feminino, detective de sexo feminino: ton de pel escuro, espía, muller, sabuxa, ton de pel escuro
🕵🏿‍♀	detective, detective de sexo feminino, detective de sexo feminino: ton de pel moi escuro, espía, muller, sabuxa, ton de pel moi escuro
💂	garda, garda real, real
💂🏻	garda, garda real: ton de pel moi claro, real, ton de pel moi claro
💂🏼	garda, garda real: ton de pel claro, real, ton de pel claro
💂🏽	garda, garda real: ton de pel medio, real, ton de pel medio
💂🏾	garda, garda real: ton de pel escuro, real, ton de pel escuro
💂🏿	garda, garda real: ton de pel moi escuro, real, ton de pel moi escuro
💂‍♂	garda, garda real de sexo masculino, home, real
💂🏻‍♂	garda, garda real de sexo masculino, garda real de sexo masculino: ton de pel moi claro, home, real, ton de pel moi claro
💂🏼‍♂	garda, garda real de sexo masculino, garda real de sexo masculino: ton de pel claro, home, real, ton de pel claro
💂🏽‍♂	garda, garda real de sexo masculino, garda real de sexo masculino: ton de pel medio, home, real, ton de pel medio
💂🏾‍♂	garda, garda real de sexo masculino, garda real de sexo masculino: ton de pel escuro, home, real, ton de pel escuro
💂🏿‍♂	garda, garda real de sexo masculino, garda real de sexo masculino: ton de pel moi escuro, home, real, ton de pel moi escuro
💂‍♀	garda, garda real de sexo feminino, muller, real
💂🏻‍♀	garda, garda real de sexo feminino, garda real de sexo feminino: ton de pel moi claro, muller, real, ton de pel moi claro
💂🏼‍♀	garda, garda real de sexo feminino, garda real de sexo feminino: ton de pel claro, muller, real, ton de pel claro
💂🏽‍♀	garda, garda real de sexo feminino, garda real de sexo feminino: ton de pel medio, muller, real, ton de pel medio
💂🏾‍♀	garda, garda real de sexo feminino, garda real de sexo feminino: ton de pel escuro, muller, real, ton de pel escuro
💂🏿‍♀	garda, garda real de sexo feminino, garda real de sexo feminino: ton de pel moi escuro, muller, real, ton de pel moi escuro
👷	construción, obreiro, traballador, traballador da construción
👷🏻	construción, obreiro, ton de pel moi claro, traballador, traballador da construción, traballador da construción: ton de pel moi claro
👷🏼	construción, obreiro, ton de pel claro, traballador, traballador da construción, traballador da construción: ton de pel claro
👷🏽	construción, obreiro, ton de pel medio, traballador, traballador da construción, traballador da construción: ton de pel medio
👷🏾	construción, obreiro, ton de pel escuro, traballador, traballador da construción, traballador da construción: ton de pel escuro
👷🏿	construción, obreiro, ton de pel moi escuro, traballador, traballador da construción, traballador da construción: ton de pel moi escuro
👷‍♂	construción, home, obreiro, traballador
👷🏻‍♂	construción, home, obreiro, obreiro: ton de pel moi claro, ton de pel moi claro, traballador
👷🏼‍♂	construción, home, obreiro, obreiro: ton de pel claro, ton de pel claro, traballador
👷🏽‍♂	construción, home, obreiro, obreiro: ton de pel medio, ton de pel medio, traballador
👷🏾‍♂	construción, home, obreiro, obreiro: ton de pel escuro, ton de pel escuro, traballador
👷🏿‍♂	construción, home, obreiro, obreiro: ton de pel moi escuro, ton de pel moi escuro, traballador
👷‍♀	construción, muller, obreira, traballadora
👷🏻‍♀	construción, muller, obreira, obreira: ton de pel moi claro, ton de pel moi claro, traballadora
👷🏼‍♀	construción, muller, obreira, obreira: ton de pel claro, ton de pel claro, traballadora
👷🏽‍♀	construción, muller, obreira, obreira: ton de pel medio, ton de pel medio, traballadora
👷🏾‍♀	construción, muller, obreira, obreira: ton de pel escuro, ton de pel escuro, traballadora
👷🏿‍♀	construción, muller, obreira, obreira: ton de pel moi escuro, ton de pel moi escuro, traballadora
🤴	cara, príncipe
🤴🏻	cara, príncipe, príncipe: ton de pel moi claro, ton de pel moi claro
🤴🏼	cara, príncipe, príncipe: ton de pel claro, ton de pel claro
🤴🏽	cara, príncipe, príncipe: ton de pel medio, ton de pel medio
🤴🏾	cara, príncipe, príncipe: ton de pel escuro, ton de pel escuro
🤴🏿	cara, príncipe, príncipe: ton de pel moi escuro, ton de pel moi escuro
👸	conto de fadas, fantasía, princesa
👸🏻	conto de fadas, fantasía, princesa, princesa: ton de pel moi claro, ton de pel moi claro
👸🏼	conto de fadas, fantasía, princesa, princesa: ton de pel claro, ton de pel claro
👸🏽	conto de fadas, fantasía, princesa, princesa: ton de pel medio, ton de pel medio
👸🏾	conto de fadas, fantasía, princesa, princesa: ton de pel escuro, ton de pel escuro
👸🏿	conto de fadas, fantasía, princesa, princesa: ton de pel moi escuro, ton de pel moi escuro
👳	persoa con turbante, turbante
👳🏻	persoa con turbante, persoa con turbante: ton de pel moi claro, ton de pel moi claro, turbante
