😀	cara, cara moi riseira, sorriso
🚶🏼	andar, camiñar, pasear, persoa andando, persoa andando: ton de pel claro, ton de pel claro
🚶🏽	andar, camiñar, pasear, persoa andando, persoa andando: ton de pel medio, ton de pel medio
🚶🏾	andar, camiñar, pasear, persoa andando, persoa andando: ton de pel escuro, ton de pel escuro
🚶🏿	andar, camiñar, pasear, persoa andando, persoa andando: ton de pel moi escuro, ton de pel moi escuro
🚶‍♂	andar, camiñar, home, home andando, pasear
🚶🏻‍♂	andar, camiñar, home, home andando, home andando: ton de pel moi claro, pasear, ton de pel moi claro
🚶🏼‍♂	andar, camiñar, home, home andando, home andando: ton de pel claro, pasear, ton de pel claro
🚶🏽‍♂	andar, camiñar, home, home andando, home andando: ton de pel medio, pasear, ton de pel medio
🚶🏾‍♂	andar, camiñar, home, home andando, home andando: ton de pel escuro, pasear, ton de pel escuro
🚶🏿‍♂	andar, camiñar, home, home andando, home andando: ton de pel moi escuro, pasear, ton de pel moi escuro
🚶‍♀	andar, camiñar, muller, muller andando, pasear
🚶🏻‍♀	andar, camiñar, muller, muller andando, muller andando: ton de pel moi claro, pasear, ton de pel moi claro
🚶🏼‍♀	andar, camiñar, muller, muller andando, muller andando: ton de pel claro, pasear, ton de pel claro
🚶🏽‍♀	andar, camiñar, muller, muller andando, muller andando: ton de pel medio, pasear, ton de pel medio
🚶🏾‍♀	andar, camiñar, muller, muller andando, muller andando: ton de pel escuro, pasear, ton de pel escuro
🚶🏿‍♀	andar, camiñar, muller, muller andando, muller andando: ton de pel moi escuro, pasear, ton de pel moi escuro
🧍	de pé, levantada, levantado, levantarse, persoa de pé
🧍🏻	de pé, levantada, levantado, levantarse, persoa de pé, persoa de pé: ton de pel moi claro, ton de pel moi claro
🧍🏼	de pé, levantada, levantado, levantarse, persoa de pé, persoa de pé: ton de pel claro, ton de pel claro
🧍🏽	de pé, levantada, levantado, levantarse, persoa de pé, persoa de pé: ton de pel medio, ton de pel medio
🧍🏾	de pé, levantada, levantado, levantarse, persoa de pé, persoa de pé: ton de pel escuro, ton de pel escuro
🧍🏿	de pé, levantada, levantado, levantarse, persoa de pé, persoa de pé: ton de pel moi escuro, ton de pel moi escuro
🧍‍♂	de pé, home de pé, levantado, levantarse
🧍🏻‍♂	de pé, home de pé, home de pé: ton de pel moi claro, levantado, levantarse, ton de pel moi claro
🧍🏼‍♂	de pé, home de pé, home de pé: ton de pel claro, levantado, levantarse, ton de pel claro
🧍🏽‍♂	de pé, home de pé, home de pé: ton de pel medio, levantado, levantarse, ton de pel medio
🧍🏾‍♂	de pé, home de pé, home de pé: ton de pel escuro, levantado, levantarse, ton de pel escuro
🧍🏿‍♂	de pé, home de pé, home de pé: ton de pel moi escuro, levantado, levantarse, ton de pel moi escuro
🧍‍♀	de pé, levantada, levantarse, muller de pé
🧍🏻‍♀	de pé, levantada, levantarse, muller de pé, muller de pé: ton de pel moi claro, ton de pel moi claro
🧍🏼‍♀	de pé, levantada, levantarse, muller de pé, muller de pé: ton de pel claro, ton de pel claro
🧍🏽‍♀	de pé, levantada, levantarse, muller de pé, muller de pé: ton de pel medio, ton de pel medio
🧍🏾‍♀	de pé, levantada, levantarse, muller de pé, muller de pé: ton de pel escuro, ton de pel escuro
🧍🏿‍♀	de pé, levantada, levantarse, muller de pé, muller de pé: ton de pel moi escuro, ton de pel moi escuro
🧎	axeonllada, axeonllado, axeonllar, persoa axeonllada, xeonllo
🧎🏻	axeonllada, axeonllado, axeonllar, persoa axeonllada, persoa axeonllada: ton de pel moi claro, ton de pel moi claro, xeonllo
🧎🏼	axeonllada, axeonllado, axeonllar, persoa axeonllada, persoa axeonllada: ton de pel claro, ton de pel claro, xeonllo
🧎🏽	axeonllada, axeonllado, axeonllar, persoa axeonllada, persoa axeonllada: ton de pel medio, ton de pel medio, xeonllo
🧎🏾	axeonllada, axeonllado, axeonllar, persoa axeonllada, persoa axeonllada: ton de pel escuro, ton de pel escuro, xeonllo
🧎🏿	axeonllada, axeonllado, axeonllar, persoa axeonllada, persoa axeonllada: ton de pel moi escuro, ton de pel moi escuro, xeonllo
🧎‍♂	axeonllado, axeonllar, home axeonllado, xeonllo
🧎🏻‍♂	axeonllado, axeonllar, home axeonllado, home axeonllado: ton de pel moi claro, ton de pel moi claro, xeonllo
🧎🏼‍♂	axeonllado, axeonllar, home axeonllado, home axeonllado: ton de pel claro, ton de pel claro, xeonllo
🧎🏽‍♂	axeonllado, axeonllar, home axeonllado, home axeonllado: ton de pel medio, ton de pel medio, xeonllo
🧎🏾‍♂	axeonllado, axeonllar, home axeonllado, home axeonllado: ton de pel escuro, ton de pel escuro, xeonllo
🧎🏿‍♂	axeonllado, axeonllar, home axeonllado, home axeonllado: ton de pel moi escuro, ton de pel moi escuro, xeonllo
🧎‍♀	axeonllada, axeonllar, muller axeonllada, xeonllo
🧎🏻‍♀	axeonllada, axeonllar, muller axeonllada, muller axeonllada: ton de pel moi claro, ton de pel moi claro, xeonllo
🧎🏼‍♀	axeonllada, axeonllar, muller axeonllada, muller axeonllada: ton de pel claro, ton de pel claro, xeonllo
🧎🏽‍♀	axeonllada, axeonllar, muller axeonllada, muller axeonllada: ton de pel medio, ton de pel medio, xeonllo
🧎🏾‍♀	axeonllada, axeonllar, muller axeonllada, muller axeonllada: ton de pel escuro, ton de pel escuro, xeonllo
🧎🏿‍♀	axeonllada, axeonllar, muller axeonllada, muller axeonllada: ton de pel moi escuro, ton de pel moi escuro, xeonllo
👨‍🦯	cego, discapacidade, home, home cun bastón guía, invidente
👨🏻‍🦯	cego, discapacidade, home, home cun bastón guía, home cun bastón guía: ton de pel moi claro, invidente, ton de pel moi claro
👨🏼‍🦯	cego, discapacidade, home, home cun bastón guía, home cun bastón guía: ton de pel claro, invidente, ton de pel claro
👨🏽‍🦯	cego, discapacidade, home, home cun bastón guía, home cun bastón guía: ton de pel medio, invidente, ton de pel medio
👨🏾‍🦯	cego, discapacidade, home, home cun bastón guía, home cun bastón guía: ton de pel escuro, invidente, ton de pel escuro
👨🏿‍🦯	cego, discapacidade, home, home cun bastón guía, home cun bastón guía: ton de pel moi escuro, invidente, ton de pel moi escuro
👩‍🦯	cega, discapacidade, invidente, muller, muller cun bastón guía
👩🏻‍🦯	cega, discapacidade, invidente, muller, muller cun bastón guía, muller cun bastón guía: ton de pel moi claro, ton de pel moi claro
👩🏼‍🦯	cega, discapacidade, invidente, muller, muller cun bastón guía, muller cun bastón guía: ton de pel claro, ton de pel claro
👩🏽‍🦯	cega, discapacidade, invidente, muller, muller cun bastón guía, muller cun bastón guía: ton de pel medio, ton de pel medio
👩🏾‍🦯	cega, discapacidade, invidente, muller, muller cun bastón guía, muller cun bastón guía: ton de pel escuro, ton de pel escuro
👩🏿‍🦯	cega, discapacidade, invidente, muller, muller cun bastón guía, muller cun bastón guía: ton de pel moi escuro, ton de pel moi escuro
👨‍🦼	cadeira de rodas, discapacidade, eléctrica, home, home en cadeira de rodas motorizada
👨🏻‍🦼	cadeira de rodas, discapacidade, eléctrica, home, home en cadeira de rodas motorizada, home en cadeira de rodas motorizada: ton de pel moi claro, ton de pel moi claro
👨🏼‍🦼	cadeira de rodas, discapacidade, eléctrica, home, home en cadeira de rodas motorizada, home en cadeira de rodas motorizada: ton de pel claro, ton de pel claro
👨🏽‍🦼	cadeira de rodas, discapacidade, eléctrica, home, home en cadeira de rodas motorizada, home en cadeira de rodas motorizada: ton de pel medio, ton de pel medio
👨🏾‍🦼	cadeira de rodas, discapacidade, eléctrica, home, home en cadeira de rodas motorizada, home en cadeira de rodas motorizada: ton de pel escuro, ton de pel escuro
👨🏿‍🦼	cadeira de rodas, discapacidade, eléctrica, home, home en cadeira de rodas motorizada, home en cadeira de rodas motorizada: ton de pel moi escuro, ton de pel moi escuro
👩‍🦼	cadeira de rodas, discapacidade, eléctrica, muller, muller en cadeira de rodas motorizada
👩🏻‍🦼	cadeira de rodas, discapacidade, eléctrica, muller, muller en cadeira de rodas motorizada, muller en cadeira de rodas motorizada: ton de pel moi claro, ton de pel moi claro
👩🏼‍🦼	cadeira de rodas, discapacidade, eléctrica, muller, muller en cadeira de rodas motorizada, muller en cadeira de rodas motorizada: ton de pel claro, ton de pel claro
👩🏽‍🦼	cadeira de rodas, discapacidade, eléctrica, muller, muller en cadeira de rodas motorizada, muller en cadeira de rodas motorizada: ton de pel medio, ton de pel medio
👩🏾‍🦼	cadeira de rodas, discapacidade, eléctrica, muller, muller en cadeira de rodas motorizada, muller en cadeira de rodas motorizada: ton de pel escuro, ton de pel escuro
👩🏿‍🦼	cadeira de rodas, discapacidade, eléctrica, muller, muller en cadeira de rodas motorizada, muller en cadeira de rodas motorizada: ton de pel moi escuro, ton de pel moi escuro
👨‍🦽	cadeira de rodas, discapacidade, home, home en cadeira de rodas
👨🏻‍🦽	cadeira de rodas, discapacidade, home, home en cadeira de rodas, home en cadeira de rodas: ton de pel moi claro, ton de pel moi claro
👨🏼‍🦽	cadeira de rodas, discapacidade, home, home en cadeira de rodas, home en cadeira de rodas: ton de pel claro, ton de pel claro
👨🏽‍🦽	cadeira de rodas, discapacidade, home, home en cadeira de rodas, home en cadeira de rodas: ton de pel medio, ton de pel medio
👨🏾‍🦽	cadeira de rodas, discapacidade, home, home en cadeira de rodas, home en cadeira de rodas: ton de pel escuro, ton de pel escuro
👨🏿‍🦽	cadeira de rodas, discapacidade, home, home en cadeira de rodas, home en cadeira de rodas: ton de pel moi escuro, ton de pel moi escuro
👩‍🦽	cadeira de rodas, discapacidade, eléctrica, muller, muller en cadeira de rodas
👩🏻‍🦽	cadeira de rodas, discapacidade, eléctrica, muller, muller en cadeira de rodas, muller en cadeira de rodas: ton de pel moi claro, ton de pel moi claro
👩🏼‍🦽	cadeira de rodas, discapacidade, eléctrica, muller, muller en cadeira de rodas, muller en cadeira de rodas: ton de pel claro, ton de pel claro
👩🏽‍🦽	cadeira de rodas, discapacidade, eléctrica, muller, muller en cadeira de rodas, muller en cadeira de rodas: ton de pel medio, ton de pel medio
👩🏾‍🦽	cadeira de rodas, discapacidade, eléctrica, muller, muller en cadeira de rodas, muller en cadeira de rodas: ton de pel escuro, ton de pel escuro
👩🏿‍🦽	cadeira de rodas, discapacidade, eléctrica, muller, muller en cadeira de rodas, muller en cadeira de rodas: ton de pel moi escuro, ton de pel moi escuro
🏃	correr, maratón, persoa correndo
🏃🏻	correr, maratón, persoa correndo, persoa correndo: ton de pel moi claro, ton de pel moi claro
🏃🏼	correr, maratón, persoa correndo, persoa correndo: ton de pel claro, ton de pel claro
🏃🏽	correr, maratón, persoa correndo, persoa correndo: ton de pel medio, ton de pel medio
🏃🏾	correr, maratón, persoa correndo, persoa correndo: ton de pel escuro, ton de pel escuro
🏃🏿	correr, maratón, persoa correndo, persoa correndo: ton de pel moi escuro, ton de pel moi escuro
🏃‍♂	correr, home, home correndo, maratón
🏃🏻‍♂	correr, home, home correndo, home correndo: ton de pel moi claro, maratón, ton de pel moi claro
🏃🏼‍♂	correr, home, home correndo, home correndo: ton de pel claro, maratón, ton de pel claro
🏃🏽‍♂	correr, home, home correndo, home correndo: ton de pel medio, maratón, ton de pel medio
🏃🏾‍♂	correr, home, home correndo, home correndo: ton de pel escuro, maratón, ton de pel escuro
🏃🏿‍♂	correr, home, home correndo, home correndo: ton de pel moi escuro, maratón, ton de pel moi escuro
🏃‍♀	correr, maratón, muller, muller correndo
🏃🏻‍♀	correr, maratón, muller, muller correndo, muller correndo: ton de pel moi claro, ton de pel moi claro
🏃🏼‍♀	correr, maratón, muller, muller correndo, muller correndo: ton de pel claro, ton de pel claro
🏃🏽‍♀	correr, maratón, muller, muller correndo, muller correndo: ton de pel medio, ton de pel medio
🏃🏾‍♀	correr, maratón, muller, muller correndo, muller correndo: ton de pel escuro, ton de pel escuro
🏃🏿‍♀	correr, maratón, muller, muller correndo, muller correndo: ton de pel moi escuro, ton de pel moi escuro
💃	bailar, bailarina, muller
💃🏻	bailar, bailarina, bailarina: ton de pel moi claro, muller, ton de pel moi claro
💃🏼	bailar, bailarina, bailarina: ton de pel claro, muller, ton de pel claro
💃🏽	bailar, bailarina, bailarina: ton de pel medio, muller, ton de pel medio
💃🏾	bailar, bailarina, bailarina: ton de pel escuro, muller, ton de pel escuro
💃🏿	bailar, bailarina, bailarina: ton de pel moi escuro, muller, ton de pel moi escuro
🕺	bailar, bailarín, home
🕺🏻	bailar, bailarín, bailarín: ton de pel moi claro, home, ton de pel moi claro
🕺🏼	bailar, bailarín, bailarín: ton de pel claro, home, ton de pel claro
🕺🏽	bailar, bailarín, bailarín: ton de pel medio, home, ton de pel medio
🕺🏾	bailar, bailarín, bailarín: ton de pel escuro, home, ton de pel escuro
🕺🏿	bailar, bailarín, bailarín: ton de pel moi escuro, home, ton de pel moi escuro
🕴️	home, home de negocios, negocios, traxe
🕴🏻	home, home de negocios, home de negocios: ton de pel moi claro, negocios, ton de pel moi claro, traxe
🕴🏼	home, home de negocios, home de negocios: ton de pel claro, negocios, ton de pel claro, traxe
🕴🏽	home, home de negocios, home de negocios: ton de pel medio, negocios, ton de pel medio, traxe
🕴🏾	home, home de negocios, home de negocios: ton de pel escuro, negocios, ton de pel escuro, traxe
🕴🏿	home, home de negocios, home de negocios: ton de pel moi escuro, negocios, ton de pel moi escuro, traxe
👯	bailar, festa, xente de festa
👯‍♂	bailar, despedida de solteiro, festa, homes, homes de festa
👯‍♀	bailar, despedida de solteira, festa, mulleres, mulleres de festa
🧖	baño de vapor, sauna
🧖🏻	baño de vapor, baño de vapor: ton de pel moi claro, sauna, ton de pel moi claro
🧖🏼	baño de vapor, baño de vapor: ton de pel claro, sauna, ton de pel claro
🧖🏽	baño de vapor, baño de vapor: ton de pel medio, sauna, ton de pel medio
🧖🏾	baño de vapor, baño de vapor: ton de pel escuro, sauna, ton de pel escuro
🧖🏿	baño de vapor, baño de vapor: ton de pel moi escuro, sauna, ton de pel moi escuro
🧖‍♂	baño de vapor, home, home dándose un baño de vapor, sauna
🧖🏻‍♂	baño de vapor, home, home dándose un baño de vapor, home dándose un baño de vapor: ton de pel moi claro, sauna, ton de pel moi claro
🧖🏼‍♂	baño de vapor, home, home dándose un baño de vapor, home dándose un baño de vapor: ton de pel claro, sauna, ton de pel claro
🧖🏽‍♂	baño de vapor, home, home dándose un baño de vapor, home dándose un baño de vapor: ton de pel medio, sauna, ton de pel medio
🧖🏾‍♂	baño de vapor, home, home dándose un baño de vapor, home dándose un baño de vapor: ton de pel escuro, sauna, ton de pel escuro
🧖🏿‍♂	baño de vapor, home, home dándose un baño de vapor, home dándose un baño de vapor: ton de pel moi escuro, sauna, ton de pel moi escuro
🧖‍♀	baño de vapor, muller, muller dándose un baño de vapor, sauna
🧖🏻‍♀	baño de vapor, muller, muller dándose un baño de vapor, muller dándose un baño de vapor: ton de pel moi claro, sauna, ton de pel moi claro
🧖🏼‍♀	baño de vapor, muller, muller dándose un baño de vapor, muller dándose un baño de vapor: ton de pel claro, sauna, ton de pel claro
🧖🏽‍♀	baño de vapor, muller, muller dándose un baño de vapor, muller dándose un baño de vapor: ton de pel medio, sauna, ton de pel medio
🧖🏾‍♀	baño de vapor, muller, muller dándose un baño de vapor, muller dándose un baño de vapor: ton de pel escuro, sauna, ton de pel escuro
🧖🏿‍♀	baño de vapor, muller, muller dándose un baño de vapor, muller dándose un baño de vapor: ton de pel moi escuro, sauna, ton de pel moi escuro
🧗	escalada, escalador, escalar
🧗🏻	escalada, escalada: ton de pel moi claro, escalador, escalar, ton de pel moi claro
🧗🏼	escalada, escalada: ton de pel claro, escalador, escalar, ton de pel claro
🧗🏽	escalada, escalada: ton de pel medio, escalador, escalar, ton de pel medio
🧗🏾	escalada, escalada: ton de pel escuro, escalador, escalar, ton de pel escuro
🧗🏿	escalada, escalada: ton de pel moi escuro, escalador, escalar, ton de pel moi escuro
🧗‍♂	escalada, escalador, escalar
🧗🏻‍♂	escalada, escalador, escalador: ton de pel moi claro, escalar, ton de pel moi claro
🧗🏼‍♂	escalada, escalador, escalador: ton de pel claro, escalar, ton de pel claro
🧗🏽‍♂	escalada, escalador, escalador: ton de pel medio, escalar, ton de pel medio
🧗🏾‍♂	escalada, escalador, escalador: ton de pel escuro, escalar, ton de pel escuro
🧗🏿‍♂	escalada, escalador, escalador: ton de pel moi escuro, escalar, ton de pel moi escuro
🧗‍♀	escalada, escaladora, escalar
🧗🏻‍♀	escalada, escaladora, escaladora: ton de pel moi claro, escalar, ton de pel moi claro
🧗🏼‍♀	escalada, escaladora, escaladora: ton de pel claro, escalar, ton de pel claro
🧗🏽‍♀	escalada, escaladora, escaladora: ton de pel medio, escalar, ton de pel medio
🧗🏾‍♀	escalada, escaladora, escaladora: ton de pel escuro, escalar, ton de pel escuro
🧗🏿‍♀	escalada, escaladora, escaladora: ton de pel moi escuro, escalar, ton de pel moi escuro
🤺	deporte, esgrima, espada, espadachín, sable
🏇	cabalo, cabalo de carreiras, carreira de cabalos, jóckey, xinete
🏇🏻	cabalo, cabalo de carreiras, carreira de cabalos, carreira de cabalos: ton de pel moi claro, jóckey, ton de pel moi claro, xinete
🏇🏼	cabalo, cabalo de carreiras, carreira de cabalos, carreira de cabalos: ton de pel claro, jóckey, ton de pel claro, xinete
🏇🏽	cabalo, cabalo de carreiras, carreira de cabalos, carreira de cabalos: ton de pel medio, jóckey, ton de pel medio, xinete
🏇🏾	cabalo, cabalo de carreiras, carreira de cabalos, carreira de cabalos: ton de pel escuro, jóckey, ton de pel escuro, xinete
🏇🏿	cabalo, cabalo de carreiras, carreira de cabalos, carreira de cabalos: ton de pel moi escuro, jóckey, ton de pel moi escuro, xinete
⛷️	esquiador, esquí, neve
🏂️	neve, persoa practicando snowboard, snowboard, táboa
🏂🏻	neve, persoa practicando snowboard, persoa practicando snowboard: ton de pel moi claro, snowboard, ton de pel moi claro, táboa
🏂🏼	neve, persoa practicando snowboard, persoa practicando snowboard: ton de pel claro, snowboard, ton de pel claro, táboa
🏂🏽	neve, persoa practicando snowboard, persoa practicando snowboard: ton de pel medio, snowboard, ton de pel medio, táboa
🏂🏾	neve, persoa practicando snowboard, persoa practicando snowboard: ton de pel escuro, snowboard, ton de pel escuro, táboa
🏂🏿	neve, persoa practicando snowboard, persoa practicando snowboard: ton de pel moi escuro, snowboard, ton de pel moi escuro, táboa
🏌️	golf, golfista, pelota
🏌🏻	golf, golfista, golfista: ton de pel moi claro, pelota, ton de pel moi claro
🏌🏼	golf, golfista, golfista: ton de pel claro, pelota, ton de pel claro
🏌🏽	golf, golfista, golfista: ton de pel medio, pelota, ton de pel medio
🏌🏾	golf, golfista, golfista: ton de pel escuro, pelota, ton de pel escuro
🏌🏿	golf, golfista, golfista: ton de pel moi escuro, pelota, ton de pel moi escuro
🏌‍♂	golf, golfista de sexo masculino, home, pelota
🏌🏻‍♂	golf, golfista de sexo masculino, golfista de sexo masculino: ton de pel moi claro, home, pelota, ton de pel moi claro
🏌🏼‍♂	golf, golfista de sexo masculino, golfista de sexo masculino: ton de pel claro, home, pelota, ton de pel claro
🏌🏽‍♂	golf, golfista de sexo masculino, golfista de sexo masculino: ton de pel medio, home, pelota, ton de pel medio
🏌🏾‍♂	golf, golfista de sexo masculino, golfista de sexo masculino: ton de pel escuro, home, pelota, ton de pel escuro
🏌🏿‍♂	golf, golfista de sexo masculino, golfista de sexo masculino: ton de pel moi escuro, home, pelota, ton de pel moi escuro
🏌‍♀	golf, golfista de sexo feminino, muller, pelota
🏌🏻‍♀	golf, golfista de sexo feminino, golfista de sexo feminino: ton de pel moi claro, muller, pelota, ton de pel moi claro
🏌🏼‍♀	golf, golfista de sexo feminino, golfista de sexo feminino: ton de pel claro, muller, pelota, ton de pel claro
🏌🏽‍♀	golf, golfista de sexo feminino, golfista de sexo feminino: ton de pel medio, muller, pelota, ton de pel medio
🏌🏾‍♀	golf, golfista de sexo feminino, golfista de sexo feminino: ton de pel escuro, muller, pelota, ton de pel escuro
🏌🏿‍♀	golf, golfista de sexo feminino, golfista de sexo feminino: ton de pel moi escuro, muller, pelota, ton de pel moi escuro
🏄️	surf, surfeiro, surfista
🏄🏻	surf, surfeiro, surfista, surfista: ton de pel moi claro, ton de pel moi claro
🏄🏼	surf, surfeiro, surfista, surfista: ton de pel claro, ton de pel claro
🏄🏽	surf, surfeiro, surfista, surfista: ton de pel medio, ton de pel medio
🏄🏾	surf, surfeiro, surfista, surfista: ton de pel escuro, ton de pel escuro
🏄🏿	surf, surfeiro, surfista, surfista: ton de pel moi escuro, ton de pel moi escuro
🏄‍♂	home, surf, surfeiro, surfista
🏄🏻‍♂	home, surf, surfeiro, surfeiro: ton de pel moi claro, surfista, ton de pel moi claro
🏄🏼‍♂	home, surf, surfeiro, surfeiro: ton de pel claro, surfista, ton de pel claro
🏄🏽‍♂	home, surf, surfeiro, surfeiro: ton de pel medio, surfista, ton de pel medio
🏄🏾‍♂	home, surf, surfeiro, surfeiro: ton de pel escuro, surfista, ton de pel escuro
🏄🏿‍♂	home, surf, surfeiro, surfeiro: ton de pel moi escuro, surfista, ton de pel moi escuro
🏄‍♀	muller, surf, surfeira, surfista
🏄🏻‍♀	muller, surf, surfeira, surfeira: ton de pel moi claro, surfista, ton de pel moi claro
🏄🏼‍♀	muller, surf, surfeira, surfeira: ton de pel claro, surfista, ton de pel claro
🏄🏽‍♀	muller, surf, surfeira, surfeira: ton de pel medio, surfista, ton de pel medio
🏄🏾‍♀	muller, surf, surfeira, surfeira: ton de pel escuro, surfista, ton de pel escuro
🏄🏿‍♀	muller, surf, surfeira, surfeira: ton de pel moi escuro, surfista, ton de pel moi escuro
🚣	bote, embarcación, remador, remeiro, remo
🚣🏻	bote, embarcación, remador, remador: ton de pel moi claro, remeiro, remo, ton de pel moi claro
🚣🏼	bote, embarcación, remador, remador: ton de pel claro, remeiro, remo, ton de pel claro
🚣🏽	bote, embarcación, remador, remador: ton de pel medio, remeiro, remo, ton de pel medio
🚣🏾	bote, embarcación, remador, remador: ton de pel escuro, remeiro, remo, ton de pel escuro
🚣🏿	bote, embarcación, remador, remador: ton de pel moi escuro, remeiro, remo, ton de pel moi escuro
🚣‍♂	bote, home, remador, remeiro, remo
🚣🏻‍♂	bote, home, remador, remeiro, remeiro: ton de pel moi claro, remo, ton de pel moi claro
🚣🏼‍♂	bote, home, remador, remeiro, remeiro: ton de pel claro, remo, ton de pel claro
🚣🏽‍♂	bote, home, remador, remeiro, remeiro: ton de pel medio, remo, ton de pel medio
🚣🏾‍♂	bote, home, remador, remeiro, remeiro: ton de pel escuro, remo, ton de pel escuro
🚣🏿‍♂	bote, home, remador, remeiro, remeiro: ton de pel moi escuro, remo, ton de pel moi escuro
🚣‍♀	bote, muller, remador, remeira, remo
🚣🏻‍♀	bote, muller, remador, remeira, remeira: ton de pel moi claro, remo, ton de pel moi claro
🚣🏼‍♀	bote, muller, remador, remeira, remeira: ton de pel claro, remo, ton de pel claro
🚣🏽‍♀	bote, muller, remador, remeira, remeira: ton de pel medio, remo, ton de pel medio
🚣🏾‍♀	bote, muller, remador, remeira, remeira: ton de pel escuro, remo, ton de pel escuro
🚣🏿‍♀	bote, muller, remador, remeira, remeira: ton de pel moi escuro, remo, ton de pel moi escuro
🏊️	nadar, persoa nadando
🏊🏻	nadar, persoa nadando, persoa nadando: ton de pel moi claro, ton de pel moi claro
🏊🏼	nadar, persoa nadando, persoa nadando: ton de pel claro, ton de pel claro
🏊🏽	nadar, persoa nadando, persoa nadando: ton de pel medio, ton de pel medio
🏊🏾	nadar, persoa nadando, persoa nadando: ton de pel escuro, ton de pel escuro
🏊🏿	nadar, persoa nadando, persoa nadando: ton de pel moi escuro, ton de pel moi escuro
🏊‍♂	home, nadador, nadar
🏊🏻‍♂	home, nadador, nadador: ton de pel moi claro, nadar, ton de pel moi claro
🏊🏼‍♂	home, nadador, nadador: ton de pel claro, nadar, ton de pel claro
🏊🏽‍♂	home, nadador, nadador: ton de pel medio, nadar, ton de pel medio
🏊🏾‍♂	home, nadador, nadador: ton de pel escuro, nadar, ton de pel escuro
🏊🏿‍♂	home, nadador, nadador: ton de pel moi escuro, nadar, ton de pel moi escuro
🏊‍♀	muller, nadadora, nadar
🏊🏻‍♀	muller, nadadora, nadadora: ton de pel moi claro, nadar, ton de pel moi claro
🏊🏼‍♀	muller, nadadora, nadadora: ton de pel claro, nadar, ton de pel claro
🏊🏽‍♀	muller, nadadora, nadadora: ton de pel medio, nadar, ton de pel medio
🏊🏾‍♀	muller, nadadora, nadadora: ton de pel escuro, nadar, ton de pel escuro
🏊🏿‍♀	muller, nadadora, nadadora: ton de pel moi escuro, nadar, ton de pel moi escuro
⛹️	baloncesto, balón, persoa botando un balón
⛹🏻	baloncesto, balón, persoa botando un balón, persoa botando un balón: ton de pel moi claro, ton de pel moi claro
⛹🏼	baloncesto, balón, persoa botando un balón, persoa botando un balón: ton de pel claro, ton de pel claro
⛹🏽	baloncesto, balón, persoa botando un balón, persoa botando un balón: ton de pel medio, ton de pel medio
⛹🏾	baloncesto, balón, persoa botando un balón, persoa botando un balón: ton de pel escuro, ton de pel escuro
⛹🏿	baloncesto, balón, persoa botando un balón, persoa botando un balón: ton de pel moi escuro, ton de pel moi escuro
⛹‍♂	baloncesto, balón, home, xogador de baloncesto
⛹🏻‍♂	baloncesto, balón, home, ton de pel moi claro, xogador de baloncesto, xogador de baloncesto: ton de pel moi claro
⛹🏼‍♂	baloncesto, balón, home, ton de pel claro, xogador de baloncesto, xogador de baloncesto: ton de pel claro
⛹🏽‍♂	baloncesto, balón, home, ton de pel medio, xogador de baloncesto, xogador de baloncesto: ton de pel medio
⛹🏾‍♂	baloncesto, balón, home, ton de pel escuro, xogador de baloncesto, xogador de baloncesto: ton de pel escuro
⛹🏿‍♂	baloncesto, balón, home, ton de pel moi escuro, xogador de baloncesto, xogador de baloncesto: ton de pel moi escuro
⛹‍♀	baloncesto, balón, muller, xogadora de baloncesto
⛹🏻‍♀	baloncesto, balón, muller, ton de pel moi claro, xogadora de baloncesto, xogadora de baloncesto: ton de pel moi claro
⛹🏼‍♀	baloncesto, balón, muller, ton de pel claro, xogadora de baloncesto, xogadora de baloncesto: ton de pel claro
⛹🏽‍♀	baloncesto, balón, muller, ton de pel medio, xogadora de baloncesto, xogadora de baloncesto: ton de pel medio
⛹🏾‍♀	baloncesto, balón, muller, ton de pel escuro, xogadora de baloncesto, xogadora de baloncesto: ton de pel escuro
⛹🏿‍♀	baloncesto, balón, muller, ton de pel moi escuro, xogadora de baloncesto, xogadora de baloncesto: ton de pel moi escuro
🏋️	halterofilia, levantar pesos, persoa practicando halterofilia
🏋🏻	halterofilia, levantar pesos, persoa practicando halterofilia, persoa practicando halterofilia: ton de pel moi claro, ton de pel moi claro
🏋🏼	halterofilia, levantar pesos, persoa practicando halterofilia, persoa practicando halterofilia: ton de pel claro, ton de pel claro
🏋🏽	halterofilia, levantar pesos, persoa practicando halterofilia, persoa practicando halterofilia: ton de pel medio, ton de pel medio
🏋🏾	halterofilia, levantar pesos, persoa practicando halterofilia, persoa practicando halterofilia: ton de pel escuro, ton de pel escuro
🏋🏿	halterofilia, levantar pesos, persoa practicando halterofilia, persoa practicando halterofilia: ton de pel moi escuro, ton de pel moi escuro
🏋‍♂	halterofilia, home, levantador de pesos, levantar pesos
🏋🏻‍♂	halterofilia, home, levantador de pesos, levantador de pesos: ton de pel moi claro, levantar pesos, ton de pel moi claro
🏋🏼‍♂	halterofilia, home, levantador de pesos, levantador de pesos: ton de pel claro, levantar pesos, ton de pel claro
🏋🏽‍♂	halterofilia, home, levantador de pesos, levantador de pesos: ton de pel medio, levantar pesos, ton de pel medio
🏋🏾‍♂	halterofilia, home, levantador de pesos, levantador de pesos: ton de pel escuro, levantar pesos, ton de pel escuro
