😀	cara, cara sonriendo, divertido, feliz, sonrisa
🧝🏽‍♀	elfa, elfa: tono de piel medio, mujer, mágico, tono de piel medio
🧝🏾‍♀	elfa, elfa: tono de piel oscuro medio, mujer, mágico, tono de piel oscuro medio
🧝🏿‍♀	elfa, elfa: tono de piel oscuro, mujer, mágico, tono de piel oscuro
🧞	genio, lámpara
🧞‍♂	djinn, genio, genio hombre, lámpara
🧞‍♀	genio, genio mujer, lámpara
🧟	caminante, muerto viviente, no muerto, zombi
🧟‍♂	caminante, muerto viviente, no muerto, zombi hombre
🧟‍♀	caminante, muerta viviente, no muerta, zombi mujer
💆	cara, facial, masaje, persona recibiendo masaje, salón
💆🏻	cara, facial, masaje, persona recibiendo masaje, persona recibiendo masaje: tono de piel claro, salón, tono de piel claro
💆🏼	cara, facial, masaje, persona recibiendo masaje, persona recibiendo masaje: tono de piel claro medio, salón, tono de piel claro medio
💆🏽	cara, facial, masaje, persona recibiendo masaje, persona recibiendo masaje: tono de piel medio, salón, tono de piel medio
💆🏾	cara, facial, masaje, persona recibiendo masaje, persona recibiendo masaje: tono de piel oscuro medio, salón, tono de piel oscuro medio
💆🏿	cara, facial, masaje, persona recibiendo masaje, persona recibiendo masaje: tono de piel oscuro, salón, tono de piel oscuro
💆‍♂	cara, facial, hombre recibiendo masaje, masaje, salón
💆🏻‍♂	cara, facial, hombre recibiendo masaje, hombre recibiendo masaje: tono de piel claro, masaje, salón, tono de piel claro
💆🏼‍♂	cara, facial, hombre recibiendo masaje, hombre recibiendo masaje: tono de piel claro medio, masaje, salón, tono de piel claro medio
💆🏽‍♂	cara, facial, hombre recibiendo masaje, hombre recibiendo masaje: tono de piel medio, masaje, salón, tono de piel medio
💆🏾‍♂	cara, facial, hombre recibiendo masaje, hombre recibiendo masaje: tono de piel oscuro medio, masaje, salón, tono de piel oscuro medio
💆🏿‍♂	cara, facial, hombre recibiendo masaje, hombre recibiendo masaje: tono de piel oscuro, masaje, salón, tono de piel oscuro
💆‍♀	cara, facial, masaje, mujer recibiendo masaje, salón
💆🏻‍♀	cara, facial, masaje, mujer recibiendo masaje, mujer recibiendo masaje: tono de piel claro, salón, tono de piel claro
💆🏼‍♀	cara, facial, masaje, mujer recibiendo masaje, mujer recibiendo masaje: tono de piel claro medio, salón, tono de piel claro medio
💆🏽‍♀	cara, facial, masaje, mujer recibiendo masaje, mujer recibiendo masaje: tono de piel medio, salón, tono de piel medio
💆🏾‍♀	cara, facial, masaje, mujer recibiendo masaje, mujer recibiendo masaje: tono de piel oscuro medio, salón, tono de piel oscuro medio
💆🏿‍♀	cara, facial, masaje, mujer recibiendo masaje, mujer recibiendo masaje: tono de piel oscuro, salón, tono de piel oscuro
💇	belleza, corte, pelo, peluquero, persona cortándose el pelo
💇🏻	belleza, corte, pelo, peluquero, persona cortándose el pelo, persona cortándose el pelo: tono de piel claro, tono de piel claro
💇🏼	belleza, corte, pelo, peluquero, persona cortándose el pelo, persona cortándose el pelo: tono de piel claro medio, tono de piel claro medio
💇🏽	belleza, corte, pelo, peluquero, persona cortándose el pelo, persona cortándose el pelo: tono de piel medio, tono de piel medio
💇🏾	belleza, corte, pelo, peluquero, persona cortándose el pelo, persona cortándose el pelo: tono de piel oscuro medio, tono de piel oscuro medio
💇🏿	belleza, corte, pelo, peluquero, persona cortándose el pelo, persona cortándose el pelo: tono de piel oscuro, tono de piel oscuro
💇‍♂	belleza, corte, hombre cortándose el pelo, pelo, peluquero
💇🏻‍♂	belleza, corte, hombre cortándose el pelo, hombre cortándose el pelo: tono de piel claro, pelo, peluquero, tono de piel claro
💇🏼‍♂	belleza, corte, hombre cortándose el pelo, hombre cortándose el pelo: tono de piel claro medio, pelo, peluquero, tono de piel claro medio
💇🏽‍♂	belleza, corte, hombre cortándose el pelo, hombre cortándose el pelo: tono de piel medio, pelo, peluquero, tono de piel medio
💇🏾‍♂	belleza, corte, hombre cortándose el pelo, hombre cortándose el pelo: tono de piel oscuro medio, pelo, peluquero, tono de piel oscuro medio
💇🏿‍♂	belleza, corte, hombre cortándose el pelo, hombre cortándose el pelo: tono de piel oscuro, pelo, peluquero, tono de piel oscuro
💇‍♀	belleza, corte, mujer cortándose el pelo, pelo, peluquero
💇🏻‍♀	belleza, corte, mujer cortándose el pelo, mujer cortándose el pelo: tono de piel claro, pelo, peluquero, tono de piel claro
💇🏼‍♀	belleza, corte, mujer cortándose el pelo, mujer cortándose el pelo: tono de piel claro medio, pelo, peluquero, tono de piel claro medio
💇🏽‍♀	belleza, corte, mujer cortándose el pelo, mujer cortándose el pelo: tono de piel medio, pelo, peluquero, tono de piel medio
💇🏾‍♀	belleza, corte, mujer cortándose el pelo, mujer cortándose el pelo: tono de piel oscuro medio, pelo, peluquero, tono de piel oscuro medio
💇🏿‍♀	belleza, corte, mujer cortándose el pelo, mujer cortándose el pelo: tono de piel oscuro, pelo, peluquero, tono de piel oscuro
🚶	andar, caminando, caminar, persona caminando
🚶🏻	andar, caminando, caminar, persona caminando, persona caminando: tono de piel claro, tono de piel claro
🚶🏼	andar, caminando, caminar, persona caminando, persona caminando: tono de piel claro medio, tono de piel claro medio
🚶🏽	andar, caminando, caminar, persona caminando, persona caminando: tono de piel medio, tono de piel medio
🚶🏾	andar, caminando, caminar, persona caminando, persona caminando: tono de piel oscuro medio, tono de piel oscuro medio
🚶🏿	andar, caminando, caminar, persona caminando, persona caminando: tono de piel oscuro, tono de piel oscuro
🚶‍♂	andar, caminata, hombre, hombre caminando, marcha
🚶🏻‍♂	andar, caminata, hombre, hombre caminando, hombre caminando: tono de piel claro, marcha, tono de piel claro
🚶🏼‍♂	andar, caminata, hombre, hombre caminando, hombre caminando: tono de piel claro medio, marcha, tono de piel claro medio
🚶🏽‍♂	andar, caminata, hombre, hombre caminando, hombre caminando: tono de piel medio, marcha, tono de piel medio
🚶🏾‍♂	andar, caminata, hombre, hombre caminando, hombre caminando: tono de piel oscuro medio, marcha, tono de piel oscuro medio
🚶🏿‍♂	andar, caminata, hombre, hombre caminando, hombre caminando: tono de piel oscuro, marcha, tono de piel oscuro
🚶‍♀	andar, caminata, marcha, mujer, mujer caminando
🚶🏻‍♀	andar, caminata, marcha, mujer, mujer caminando, mujer caminando: tono de piel claro, tono de piel claro
🚶🏼‍♀	andar, caminata, marcha, mujer, mujer caminando, mujer caminando: tono de piel claro medio, tono de piel claro medio
🚶🏽‍♀	andar, caminata, marcha, mujer, mujer caminando, mujer caminando: tono de piel medio, tono de piel medio
🚶🏾‍♀	andar, caminata, marcha, mujer, mujer caminando, mujer caminando: tono de piel oscuro medio, tono de piel oscuro medio
🚶🏿‍♀	andar, caminata, marcha, mujer, mujer caminando, mujer caminando: tono de piel oscuro, tono de piel oscuro
🧍	de pie, levantada, levantado, levantarse, persona de pie
🧍🏻	de pie, levantada, levantado, levantarse, persona de pie, persona de pie: tono de piel claro, tono de piel claro
🧍🏼	de pie, levantada, levantado, levantarse, persona de pie, persona de pie: tono de piel claro medio, tono de piel claro medio
🧍🏽	de pie, levantada, levantado, levantarse, persona de pie, persona de pie: tono de piel medio, tono de piel medio
🧍🏾	de pie, levantada, levantado, levantarse, persona de pie, persona de pie: tono de piel oscuro medio, tono de piel oscuro medio
🧍🏿	de pie, levantada, levantado, levantarse, persona de pie, persona de pie: tono de piel oscuro, tono de piel oscuro
🧍‍♂	de pie, hombre, hombre de pie, levantado, levantarse
🧍🏻‍♂	de pie, hombre, hombre de pie, hombre de pie: tono de piel claro, levantado, levantarse, tono de piel claro
🧍🏼‍♂	de pie, hombre, hombre de pie, hombre de pie: tono de piel claro medio, levantado, levantarse, tono de piel claro medio
🧍🏽‍♂	de pie, hombre, hombre de pie, hombre de pie: tono de piel medio, levantado, levantarse, tono de piel medio
🧍🏾‍♂	de pie, hombre, hombre de pie, hombre de pie: tono de piel oscuro medio, levantado, levantarse, tono de piel oscuro medio
🧍🏿‍♂	de pie, hombre, hombre de pie, hombre de pie: tono de piel oscuro, levantado, levantarse, tono de piel oscuro
🧍‍♀	de pie, levantada, levantarse, mujer, mujer de pie
🧍🏻‍♀	de pie, levantada, levantarse, mujer, mujer de pie, mujer de pie: tono de piel claro, tono de piel claro
🧍🏼‍♀	de pie, levantada, levantarse, mujer, mujer de pie, mujer de pie: tono de piel claro medio, tono de piel claro medio
🧍🏽‍♀	de pie, levantada, levantarse, mujer, mujer de pie, mujer de pie: tono de piel medio, tono de piel medio
🧍🏾‍♀	de pie, levantada, levantarse, mujer, mujer de pie, mujer de pie: tono de piel oscuro medio, tono de piel oscuro medio
🧍🏿‍♀	de pie, levantada, levantarse, mujer, mujer de pie, mujer de pie: tono de piel oscuro, tono de piel oscuro
🧎	arrodillada, arrodillado, arrodillarse, de rodillas, persona de rodillas
🧎🏻	arrodillada, arrodillado, arrodillarse, de rodillas, persona de rodillas, persona de rodillas: tono de piel claro, tono de piel claro
🧎🏼	arrodillada, arrodillado, arrodillarse, de rodillas, persona de rodillas, persona de rodillas: tono de piel claro medio, tono de piel claro medio
🧎🏽	arrodillada, arrodillado, arrodillarse, de rodillas, persona de rodillas, persona de rodillas: tono de piel medio, tono de piel medio
🧎🏾	arrodillada, arrodillado, arrodillarse, de rodillas, persona de rodillas, persona de rodillas: tono de piel oscuro medio, tono de piel oscuro medio
🧎🏿	arrodillada, arrodillado, arrodillarse, de rodillas, persona de rodillas, persona de rodillas: tono de piel oscuro, tono de piel oscuro
🧎‍♂	arrodillado, arrodillarse, de rodillas, hombre, hombre de rodillas
🧎🏻‍♂	arrodillado, arrodillarse, de rodillas, hombre, hombre de rodillas, hombre de rodillas: tono de piel claro, tono de piel claro
🧎🏼‍♂	arrodillado, arrodillarse, de rodillas, hombre, hombre de rodillas, hombre de rodillas: tono de piel claro medio, tono de piel claro medio
🧎🏽‍♂	arrodillado, arrodillarse, de rodillas, hombre, hombre de rodillas, hombre de rodillas: tono de piel medio, tono de piel medio
🧎🏾‍♂	arrodillado, arrodillarse, de rodillas, hombre, hombre de rodillas, hombre de rodillas: tono de piel oscuro medio, tono de piel oscuro medio
🧎🏿‍♂	arrodillado, arrodillarse, de rodillas, hombre, hombre de rodillas, hombre de rodillas: tono de piel oscuro, tono de piel oscuro
🧎‍♀	arrodillada, arrodillarse, de rodillas, mujer, mujer de rodillas
🧎🏻‍♀	arrodillada, arrodillarse, de rodillas, mujer, mujer de rodillas, mujer de rodillas: tono de piel claro, tono de piel claro
🧎🏼‍♀	arrodillada, arrodillarse, de rodillas, mujer, mujer de rodillas, mujer de rodillas: tono de piel claro medio, tono de piel claro medio
🧎🏽‍♀	arrodillada, arrodillarse, de rodillas, mujer, mujer de rodillas, mujer de rodillas: tono de piel medio, tono de piel medio
🧎🏾‍♀	arrodillada, arrodillarse, de rodillas, mujer, mujer de rodillas, mujer de rodillas: tono de piel oscuro medio, tono de piel oscuro medio
🧎🏿‍♀	arrodillada, arrodillarse, de rodillas, mujer, mujer de rodillas, mujer de rodillas: tono de piel oscuro, tono de piel oscuro
👨‍🦯	accesibilidad, bastón, ciego, hombre, hombre con bastón, invidente
👨🏻‍🦯	accesibilidad, bastón, ciego, hombre, hombre con bastón, hombre con bastón: tono de piel claro, invidente, tono de piel claro
👨🏼‍🦯	accesibilidad, bastón, ciego, hombre, hombre con bastón, hombre con bastón: tono de piel claro medio, invidente, tono de piel claro medio
👨🏽‍🦯	accesibilidad, bastón, ciego, hombre, hombre con bastón, hombre con bastón: tono de piel medio, invidente, tono de piel medio
👨🏾‍🦯	accesibilidad, bastón, ciego, hombre, hombre con bastón, hombre con bastón: tono de piel oscuro medio, invidente, tono de piel oscuro medio
👨🏿‍🦯	accesibilidad, bastón, ciego, hombre, hombre con bastón, hombre con bastón: tono de piel oscuro, invidente, tono de piel oscuro
👩‍🦯	accesibilidad, bastón, ciega, invidente, mujer, mujer con bastón
👩🏻‍🦯	accesibilidad, bastón, ciega, invidente, mujer, mujer con bastón, mujer con bastón: tono de piel claro, tono de piel claro
👩🏼‍🦯	accesibilidad, bastón, ciega, invidente, mujer, mujer con bastón, mujer con bastón: tono de piel claro medio, tono de piel claro medio
👩🏽‍🦯	accesibilidad, bastón, ciega, invidente, mujer, mujer con bastón, mujer con bastón: tono de piel medio, tono de piel medio
👩🏾‍🦯	accesibilidad, bastón, ciega, invidente, mujer, mujer con bastón, mujer con bastón: tono de piel oscuro medio, tono de piel oscuro medio
👩🏿‍🦯	accesibilidad, bastón, ciega, invidente, mujer, mujer con bastón, mujer con bastón: tono de piel oscuro, tono de piel oscuro
👨‍🦼	accesibilidad, hombre, hombre en silla de ruedas eléctrica, silla de ruedas
👨🏻‍🦼	accesibilidad, hombre, hombre en silla de ruedas eléctrica, hombre en silla de ruedas eléctrica: tono de piel claro, silla de ruedas, tono de piel claro
👨🏼‍🦼	accesibilidad, hombre, hombre en silla de ruedas eléctrica, hombre en silla de ruedas eléctrica: tono de piel claro medio, silla de ruedas, tono de piel claro medio
👨🏽‍🦼	accesibilidad, hombre, hombre en silla de ruedas eléctrica, hombre en silla de ruedas eléctrica: tono de piel medio, silla de ruedas, tono de piel medio
👨🏾‍🦼	accesibilidad, hombre, hombre en silla de ruedas eléctrica, hombre en silla de ruedas eléctrica: tono de piel oscuro medio, silla de ruedas, tono de piel oscuro medio
👨🏿‍🦼	accesibilidad, hombre, hombre en silla de ruedas eléctrica, hombre en silla de ruedas eléctrica: tono de piel oscuro, silla de ruedas, tono de piel oscuro
👩‍🦼	accesibilidad, mujer, mujer en silla de ruedas eléctrica, silla de ruedas
👩🏻‍🦼	accesibilidad, mujer, mujer en silla de ruedas eléctrica, mujer en silla de ruedas eléctrica: tono de piel claro, silla de ruedas, tono de piel claro
👩🏼‍🦼	accesibilidad, mujer, mujer en silla de ruedas eléctrica, mujer en silla de ruedas eléctrica: tono de piel claro medio, silla de ruedas, tono de piel claro medio
👩🏽‍🦼	accesibilidad, mujer, mujer en silla de ruedas eléctrica, mujer en silla de ruedas eléctrica: tono de piel medio, silla de ruedas, tono de piel medio
👩🏾‍🦼	accesibilidad, mujer, mujer en silla de ruedas eléctrica, mujer en silla de ruedas eléctrica: tono de piel oscuro medio, silla de ruedas, tono de piel oscuro medio
👩🏿‍🦼	accesibilidad, mujer, mujer en silla de ruedas eléctrica, mujer en silla de ruedas eléctrica: tono de piel oscuro, silla de ruedas, tono de piel oscuro
👨‍🦽	accesibilidad, hombre, hombre en silla de ruedas manual, silla de ruedas
👨🏻‍🦽	accesibilidad, hombre, hombre en silla de ruedas manual, hombre en silla de ruedas manual: tono de piel claro, silla de ruedas, tono de piel claro
👨🏼‍🦽	accesibilidad, hombre, hombre en silla de ruedas manual, hombre en silla de ruedas manual: tono de piel claro medio, silla de ruedas, tono de piel claro medio
👨🏽‍🦽	accesibilidad, hombre, hombre en silla de ruedas manual, hombre en silla de ruedas manual: tono de piel medio, silla de ruedas, tono de piel medio
👨🏾‍🦽	accesibilidad, hombre, hombre en silla de ruedas manual, hombre en silla de ruedas manual: tono de piel oscuro medio, silla de ruedas, tono de piel oscuro medio
👨🏿‍🦽	accesibilidad, hombre, hombre en silla de ruedas manual, hombre en silla de ruedas manual: tono de piel oscuro, silla de ruedas, tono de piel oscuro
👩‍🦽	accesibilidad, mujer, mujer en silla de ruedas manual, silla de ruedas
👩🏻‍🦽	accesibilidad, mujer, mujer en silla de ruedas manual, mujer en silla de ruedas manual: tono de piel claro, silla de ruedas, tono de piel claro
👩🏼‍🦽	accesibilidad, mujer, mujer en silla de ruedas manual, mujer en silla de ruedas manual: tono de piel claro medio, silla de ruedas, tono de piel claro medio
👩🏽‍🦽	accesibilidad, mujer, mujer en silla de ruedas manual, mujer en silla de ruedas manual: tono de piel medio, silla de ruedas, tono de piel medio
👩🏾‍🦽	accesibilidad, mujer, mujer en silla de ruedas manual, mujer en silla de ruedas manual: tono de piel oscuro medio, silla de ruedas, tono de piel oscuro medio
👩🏿‍🦽	accesibilidad, mujer, mujer en silla de ruedas manual, mujer en silla de ruedas manual: tono de piel oscuro, silla de ruedas, tono de piel oscuro
🏃	carrera, deporte, maratón, persona corriendo
🏃🏻	carrera, deporte, maratón, persona corriendo, persona corriendo: tono de piel claro, tono de piel claro
🏃🏼	carrera, deporte, maratón, persona corriendo, persona corriendo: tono de piel claro medio, tono de piel claro medio
🏃🏽	carrera, deporte, maratón, persona corriendo, persona corriendo: tono de piel medio, tono de piel medio
🏃🏾	carrera, deporte, maratón, persona corriendo, persona corriendo: tono de piel oscuro medio, tono de piel oscuro medio
🏃🏿	carrera, deporte, maratón, persona corriendo, persona corriendo: tono de piel oscuro, tono de piel oscuro
🏃‍♂	carrera, correr, hombre, hombre corriendo, maratón
🏃🏻‍♂	carrera, correr, hombre, hombre corriendo, hombre corriendo: tono de piel claro, maratón, tono de piel claro
🏃🏼‍♂	carrera, correr, hombre, hombre corriendo, hombre corriendo: tono de piel claro medio, maratón, tono de piel claro medio
🏃🏽‍♂	carrera, correr, hombre, hombre corriendo, hombre corriendo: tono de piel medio, maratón, tono de piel medio
🏃🏾‍♂	carrera, correr, hombre, hombre corriendo, hombre corriendo: tono de piel oscuro medio, maratón, tono de piel oscuro medio
🏃🏿‍♂	carrera, correr, hombre, hombre corriendo, hombre corriendo: tono de piel oscuro, maratón, tono de piel oscuro
🏃‍♀	carrera, correr, maratón, mujer, mujer corriendo
🏃🏻‍♀	carrera, correr, maratón, mujer, mujer corriendo, mujer corriendo: tono de piel claro, tono de piel claro
🏃🏼‍♀	carrera, correr, maratón, mujer, mujer corriendo, mujer corriendo: tono de piel claro medio, tono de piel claro medio
🏃🏽‍♀	carrera, correr, maratón, mujer, mujer corriendo, mujer corriendo: tono de piel medio, tono de piel medio
🏃🏾‍♀	carrera, correr, maratón, mujer, mujer corriendo, mujer corriendo: tono de piel oscuro medio, tono de piel oscuro medio
🏃🏿‍♀	carrera, correr, maratón, mujer, mujer corriendo, mujer corriendo: tono de piel oscuro, tono de piel oscuro
💃	bailar, mujer, mujer bailando
💃🏻	bailar, mujer, mujer bailando, mujer bailando: tono de piel claro, tono de piel claro
💃🏼	bailar, mujer, mujer bailando, mujer bailando: tono de piel claro medio, tono de piel claro medio
💃🏽	bailar, mujer, mujer bailando, mujer bailando: tono de piel medio, tono de piel medio
💃🏾	bailar, mujer, mujer bailando, mujer bailando: tono de piel oscuro medio, tono de piel oscuro medio
💃🏿	bailar, mujer, mujer bailando, mujer bailando: tono de piel oscuro, tono de piel oscuro
🕺	bailar, hombre, hombre bailando
🕺🏻	bailar, hombre, hombre bailando, hombre bailando: tono de piel claro, tono de piel claro
🕺🏼	bailar, hombre, hombre bailando, hombre bailando: tono de piel claro medio, tono de piel claro medio
🕺🏽	bailar, hombre, hombre bailando, hombre bailando: tono de piel medio, tono de piel medio
🕺🏾	bailar, hombre, hombre bailando, hombre bailando: tono de piel oscuro medio, tono de piel oscuro medio
🕺🏿	bailar, hombre, hombre bailando, hombre bailando: tono de piel oscuro, tono de piel oscuro
🕴️	hombre, hombre trajeado levitando, levitar, negocios, traje
🕴🏻	hombre, hombre trajeado levitando, hombre trajeado levitando: tono de piel claro, levitar, negocios, tono de piel claro, traje
🕴🏼	hombre, hombre trajeado levitando, hombre trajeado levitando: tono de piel claro medio, levitar, negocios, tono de piel claro medio, traje
🕴🏽	hombre, hombre trajeado levitando, hombre trajeado levitando: tono de piel medio, levitar, negocios, tono de piel medio, traje
🕴🏾	hombre, hombre trajeado levitando, hombre trajeado levitando: tono de piel oscuro medio, levitar, negocios, tono de piel oscuro medio, traje
🕴🏿	hombre, hombre trajeado levitando, hombre trajeado levitando: tono de piel oscuro, levitar, negocios, tono de piel oscuro, traje
👯	fiesta, mujeres, orejas de conejo, personas, personas con orejas de conejo
👯‍♂	bailar, fiesta, hombre, hombres con orejas de conejo, orejas de conejo
👯‍♀	bailar, fiesta, mujer, mujeres con orejas de conejo, orejas de conejo
🧖	persona en una sauna, sauna, vapor
🧖🏻	persona en una sauna, persona en una sauna: tono de piel claro, sauna, tono de piel claro, vapor
🧖🏼	persona en una sauna, persona en una sauna: tono de piel claro medio, sauna, tono de piel claro medio, vapor
🧖🏽	persona en una sauna, persona en una sauna: tono de piel medio, sauna, tono de piel medio, vapor
🧖🏾	persona en una sauna, persona en una sauna: tono de piel oscuro medio, sauna, tono de piel oscuro medio, vapor
🧖🏿	persona en una sauna, persona en una sauna: tono de piel oscuro, sauna, tono de piel oscuro, vapor
🧖‍♂	hombre en una sauna, sauna, vapor
🧖🏻‍♂	hombre en una sauna, hombre en una sauna: tono de piel claro, sauna, tono de piel claro, vapor
🧖🏼‍♂	hombre en una sauna, hombre en una sauna: tono de piel claro medio, sauna, tono de piel claro medio, vapor
🧖🏽‍♂	hombre en una sauna, hombre en una sauna: tono de piel medio, sauna, tono de piel medio, vapor
🧖🏾‍♂	hombre en una sauna, hombre en una sauna: tono de piel oscuro medio, sauna, tono de piel oscuro medio, vapor
🧖🏿‍♂	hombre en una sauna, hombre en una sauna: tono de piel oscuro, sauna, tono de piel oscuro, vapor
🧖‍♀	mujer en una sauna, sauna, vapor
🧖🏻‍♀	mujer en una sauna, mujer en una sauna: tono de piel claro, sauna, tono de piel claro, vapor
🧖🏼‍♀	mujer en una sauna, mujer en una sauna: tono de piel claro medio, sauna, tono de piel claro medio, vapor
🧖🏽‍♀	mujer en una sauna, mujer en una sauna: tono de piel medio, sauna, tono de piel medio, vapor
🧖🏾‍♀	mujer en una sauna, mujer en una sauna: tono de piel oscuro medio, sauna, tono de piel oscuro medio, vapor
🧖🏿‍♀	mujer en una sauna, mujer en una sauna: tono de piel oscuro, sauna, tono de piel oscuro, vapor
🧗	alpinista, escalador, persona escalando
🧗🏻	alpinista, escalador, persona escalando, persona escalando: tono de piel claro, tono de piel claro
🧗🏼	alpinista, escalador, persona escalando, persona escalando: tono de piel claro medio, tono de piel claro medio
🧗🏽	alpinista, escalador, persona escalando, persona escalando: tono de piel medio, tono de piel medio
🧗🏾	alpinista, escalador, persona escalando, persona escalando: tono de piel oscuro medio, tono de piel oscuro medio
🧗🏿	alpinista, escalador, persona escalando, persona escalando: tono de piel oscuro, tono de piel oscuro
🧗‍♂	alpinista, escalador, hombre escalando
🧗🏻‍♂	alpinista, escalador, hombre escalando, hombre escalando: tono de piel claro, tono de piel claro
🧗🏼‍♂	alpinista, escalador, hombre escalando, hombre escalando: tono de piel claro medio, tono de piel claro medio
🧗🏽‍♂	alpinista, escalador, hombre escalando, hombre escalando: tono de piel medio, tono de piel medio
🧗🏾‍♂	alpinista, escalador, hombre escalando, hombre escalando: tono de piel oscuro medio, tono de piel oscuro medio
🧗🏿‍♂	alpinista, escalador, hombre escalando, hombre escalando: tono de piel oscuro, tono de piel oscuro
🧗‍♀	alpinista, escaladora, mujer escalando
🧗🏻‍♀	alpinista, escaladora, mujer escalando, mujer escalando: tono de piel claro, tono de piel claro
🧗🏼‍♀	alpinista, escaladora, mujer escalando, mujer escalando: tono de piel claro medio, tono de piel claro medio
🧗🏽‍♀	alpinista, escaladora, mujer escalando, mujer escalando: tono de piel medio, tono de piel medio
🧗🏾‍♀	alpinista, escaladora, mujer escalando, mujer escalando: tono de piel oscuro medio, tono de piel oscuro medio
🧗🏿‍♀	alpinista, escaladora, mujer escalando, mujer escalando: tono de piel oscuro, tono de piel oscuro
🤺	deporte, esgrima, esgrimista, espada, persona
🏇	caballo, caballo de carreras, carrera de caballos, carreras, jinete
🏇🏻	caballo, caballo de carreras, carrera de caballos, carrera de caballos: tono de piel claro, carreras, jinete, tono de piel claro
🏇🏼	caballo, caballo de carreras, carrera de caballos, carrera de caballos: tono de piel claro medio, carreras, jinete, tono de piel claro medio
🏇🏽	caballo, caballo de carreras, carrera de caballos, carrera de caballos: tono de piel medio, carreras, jinete, tono de piel medio
🏇🏾	caballo, caballo de carreras, carrera de caballos, carrera de caballos: tono de piel oscuro medio, carreras, jinete, tono de piel oscuro medio
🏇🏿	caballo, caballo de carreras, carrera de caballos, carrera de caballos: tono de piel oscuro, carreras, jinete, tono de piel oscuro
⛷️	esquiador, esquí, nieve
🏂️	deporte, practicante de snowboard, snowboard
🏂🏻	deporte, practicante de snowboard, practicante de snowboard: tono de piel claro, snowboard, tono de piel claro
🏂🏼	deporte, practicante de snowboard, practicante de snowboard: tono de piel claro medio, snowboard, tono de piel claro medio
🏂🏽	deporte, practicante de snowboard, practicante de snowboard: tono de piel medio, snowboard, tono de piel medio
🏂🏾	deporte, practicante de snowboard, practicante de snowboard: tono de piel oscuro medio, snowboard, tono de piel oscuro medio
🏂🏿	deporte, practicante de snowboard, practicante de snowboard: tono de piel oscuro, snowboard, tono de piel oscuro
🏌️	golf, golfista, pelota
🏌🏻	golf, golfista, golfista: tono de piel claro, pelota, tono de piel claro
🏌🏼	golf, golfista, golfista: tono de piel claro medio, pelota, tono de piel claro medio
🏌🏽	golf, golfista, golfista: tono de piel medio, pelota, tono de piel medio
🏌🏾	golf, golfista, golfista: tono de piel oscuro medio, pelota, tono de piel oscuro medio
🏌🏿	golf, golfista, golfista: tono de piel oscuro, pelota, tono de piel oscuro
🏌‍♂	golf, hombre, hombre jugando al golf, jugador
🏌🏻‍♂	golf, hombre, hombre jugando al golf, hombre jugando al golf: tono de piel claro, jugador, tono de piel claro
🏌🏼‍♂	golf, hombre, hombre jugando al golf, hombre jugando al golf: tono de piel claro medio, jugador, tono de piel claro medio
🏌🏽‍♂	golf, hombre, hombre jugando al golf, hombre jugando al golf: tono de piel medio, jugador, tono de piel medio
🏌🏾‍♂	golf, hombre, hombre jugando al golf, hombre jugando al golf: tono de piel oscuro medio, jugador, tono de piel oscuro medio
🏌🏿‍♂	golf, hombre, hombre jugando al golf, hombre jugando al golf: tono de piel oscuro, jugador, tono de piel oscuro
🏌‍♀	golf, jugadora, mujer, mujer jugando al golf
🏌🏻‍♀	golf, jugadora, mujer, mujer jugando al golf, mujer jugando al golf: tono de piel claro, tono de piel claro
🏌🏼‍♀	golf, jugadora, mujer, mujer jugando al golf, mujer jugando al golf: tono de piel claro medio, tono de piel claro medio
🏌🏽‍♀	golf, jugadora, mujer, mujer jugando al golf, mujer jugando al golf: tono de piel medio, tono de piel medio
🏌🏾‍♀	golf, jugadora, mujer, mujer jugando al golf, mujer jugando al golf: tono de piel oscuro medio, tono de piel oscuro medio
🏌🏿‍♀	golf, jugadora, mujer, mujer jugando al golf, mujer jugando al golf: tono de piel oscuro, tono de piel oscuro
🏄️	deporte, persona haciendo surf, surf
🏄🏻	deporte, persona haciendo surf, persona haciendo surf: tono de piel claro, surf, tono de piel claro
🏄🏼	deporte, persona haciendo surf, persona haciendo surf: tono de piel claro medio, surf, tono de piel claro medio
🏄🏽	deporte, persona haciendo surf, persona haciendo surf: tono de piel medio, surf, tono de piel medio
🏄🏾	deporte, persona haciendo surf, persona haciendo surf: tono de piel oscuro medio, surf, tono de piel oscuro medio
🏄🏿	deporte, persona haciendo surf, persona haciendo surf: tono de piel oscuro, surf, tono de piel oscuro
🏄‍♂	hombre, hombre haciendo surf, surf, surfero, surfista
🏄🏻‍♂	hombre, hombre haciendo surf, hombre haciendo surf: tono de piel claro, surf, surfero, surfista, tono de piel claro
🏄🏼‍♂	hombre, hombre haciendo surf, hombre haciendo surf: tono de piel claro medio, surf, surfero, surfista, tono de piel claro medio
🏄🏽‍♂	hombre, hombre haciendo surf, hombre haciendo surf: tono de piel medio, surf, surfero, surfista, tono de piel medio
🏄🏾‍♂	hombre, hombre haciendo surf, hombre haciendo surf: tono de piel oscuro medio, surf, surfero, surfista, tono de piel oscuro medio
🏄🏿‍♂	hombre, hombre haciendo surf, hombre haciendo surf: tono de piel oscuro, surf, surfero, surfista, tono de piel oscuro
🏄‍♀	mujer, mujer haciendo surf, surf, surfera, surfista
