😀	cara, cara sonriendo, divertido, feliz, sonrisa
🤷🏾	duda, encogerse, hombros, indiferencia, persona encogida de hombros, persona encogida de hombros: tono de piel oscuro medio, tono de piel oscuro medio
🤷🏿	duda, encogerse, hombros, indiferencia, persona encogida de hombros, persona encogida de hombros: tono de piel oscuro, tono de piel oscuro
🤷‍♂	duda, encogerse, hombre encogido de hombros, hombros, indiferencia
🤷🏻‍♂	duda, encogerse, hombre encogido de hombros, hombre encogido de hombros: tono de piel claro, hombros, indiferencia, tono de piel claro
🤷🏼‍♂	duda, encogerse, hombre encogido de hombros, hombre encogido de hombros: tono de piel claro medio, hombros, indiferencia, tono de piel claro medio
🤷🏽‍♂	duda, encogerse, hombre encogido de hombros, hombre encogido de hombros: tono de piel medio, hombros, indiferencia, tono de piel medio
🤷🏾‍♂	duda, encogerse, hombre encogido de hombros, hombre encogido de hombros: tono de piel oscuro medio, hombros, indiferencia, tono de piel oscuro medio
🤷🏿‍♂	duda, encogerse, hombre encogido de hombros, hombre encogido de hombros: tono de piel oscuro, hombros, indiferencia, tono de piel oscuro
🤷‍♀	duda, encogerse, hombros, indiferencia, mujer encogida de hombros
🤷🏻‍♀	duda, encogerse, hombros, indiferencia, mujer encogida de hombros, mujer encogida de hombros: tono de piel claro, tono de piel claro
🤷🏼‍♀	duda, encogerse, hombros, indiferencia, mujer encogida de hombros, mujer encogida de hombros: tono de piel claro medio, tono de piel claro medio
🤷🏽‍♀	duda, encogerse, hombros, indiferencia, mujer encogida de hombros, mujer encogida de hombros: tono de piel medio, tono de piel medio
🤷🏾‍♀	duda, encogerse, hombros, indiferencia, mujer encogida de hombros, mujer encogida de hombros: tono de piel oscuro medio, tono de piel oscuro medio
🤷🏿‍♀	duda, encogerse, hombros, indiferencia, mujer encogida de hombros, mujer encogida de hombros: tono de piel oscuro, tono de piel oscuro
👨‍⚕	doctor, enfermero, médico, profesional sanitario hombre, sanitario, terapeuta hombre
👨🏻‍⚕	doctor, enfermero, médico, profesional sanitario hombre, profesional sanitario hombre: tono de piel claro, sanitario, terapeuta hombre, tono de piel claro
👨🏼‍⚕	doctor, enfermero, médico, profesional sanitario hombre, profesional sanitario hombre: tono de piel claro medio, sanitario, terapeuta hombre, tono de piel claro medio
👨🏽‍⚕	doctor, enfermero, médico, profesional sanitario hombre, profesional sanitario hombre: tono de piel medio, sanitario, terapeuta hombre, tono de piel medio
👨🏾‍⚕	doctor, enfermero, médico, profesional sanitario hombre, profesional sanitario hombre: tono de piel oscuro medio, sanitario, terapeuta hombre, tono de piel oscuro medio
👨🏿‍⚕	doctor, enfermero, médico, profesional sanitario hombre, profesional sanitario hombre: tono de piel oscuro, sanitario, terapeuta hombre, tono de piel oscuro
👩‍⚕	doctora, enfermera, médica, profesional sanitario mujer, sanitaria, terapeuta mujer
👩🏻‍⚕	doctora, enfermera, médica, profesional sanitario mujer, profesional sanitario mujer: tono de piel claro, sanitaria, terapeuta mujer, tono de piel claro
👩🏼‍⚕	doctora, enfermera, médica, profesional sanitario mujer, profesional sanitario mujer: tono de piel claro medio, sanitaria, terapeuta mujer, tono de piel claro medio
👩🏽‍⚕	doctora, enfermera, médica, profesional sanitario mujer, profesional sanitario mujer: tono de piel medio, sanitaria, terapeuta mujer, tono de piel medio
👩🏾‍⚕	doctora, enfermera, médica, profesional sanitario mujer, profesional sanitario mujer: tono de piel oscuro medio, sanitaria, terapeuta mujer, tono de piel oscuro medio
👩🏿‍⚕	doctora, enfermera, médica, profesional sanitario mujer, profesional sanitario mujer: tono de piel oscuro, sanitaria, terapeuta mujer, tono de piel oscuro
👨‍🎓	estudiante, estudiante hombre, graduado, hombre, licenciado, universitario
👨🏻‍🎓	estudiante, estudiante hombre: tono de piel claro, graduado, hombre, licenciado, tono de piel claro, universitario
👨🏼‍🎓	estudiante, estudiante hombre: tono de piel claro medio, graduado, hombre, licenciado, tono de piel claro medio, universitario
👨🏽‍🎓	estudiante, estudiante hombre: tono de piel medio, graduado, hombre, licenciado, tono de piel medio, universitario
👨🏾‍🎓	estudiante, estudiante hombre: tono de piel oscuro medio, graduado, hombre, licenciado, tono de piel oscuro medio, universitario
👨🏿‍🎓	estudiante, estudiante hombre: tono de piel oscuro, graduado, hombre, licenciado, tono de piel oscuro, universitario
👩‍🎓	estudiante, estudiante mujer, graduada, licenciada, mujer, universitaria
👩🏻‍🎓	estudiante, estudiante mujer: tono de piel claro, graduada, licenciada, mujer, tono de piel claro, universitaria
👩🏼‍🎓	estudiante, estudiante mujer: tono de piel claro medio, graduada, licenciada, mujer, tono de piel claro medio, universitaria
👩🏽‍🎓	estudiante, estudiante mujer: tono de piel medio, graduada, licenciada, mujer, tono de piel medio, universitaria
👩🏾‍🎓	estudiante, estudiante mujer: tono de piel oscuro medio, graduada, licenciada, mujer, tono de piel oscuro medio, universitaria
👩🏿‍🎓	estudiante, estudiante mujer: tono de piel oscuro, graduada, licenciada, mujer, tono de piel oscuro, universitaria
👨‍🏫	educador, hombre, instructor, maestro, profesor
👨🏻‍🏫	educador, hombre, instructor, maestro, profesor, profesor: tono de piel claro, tono de piel claro
👨🏼‍🏫	educador, hombre, instructor, maestro, profesor, profesor: tono de piel claro medio, tono de piel claro medio
👨🏽‍🏫	educador, hombre, instructor, maestro, profesor, profesor: tono de piel medio, tono de piel medio
👨🏾‍🏫	educador, hombre, instructor, maestro, profesor, profesor: tono de piel oscuro medio, tono de piel oscuro medio
👨🏿‍🏫	educador, hombre, instructor, maestro, profesor, profesor: tono de piel oscuro, tono de piel oscuro
👩‍🏫	educadora, instructora, maestra, mujer, profesora
👩🏻‍🏫	educadora, instructora, maestra, mujer, profesora, profesora: tono de piel claro, tono de piel claro
👩🏼‍🏫	educadora, instructora, maestra, mujer, profesora, profesora: tono de piel claro medio, tono de piel claro medio
👩🏽‍🏫	educadora, instructora, maestra, mujer, profesora, profesora: tono de piel medio, tono de piel medio
👩🏾‍🏫	educadora, instructora, maestra, mujer, profesora, profesora: tono de piel oscuro medio, tono de piel oscuro medio
👩🏿‍🏫	educadora, instructora, maestra, mujer, profesora, profesora: tono de piel oscuro, tono de piel oscuro
👨‍⚖	balanza, hombre, juez, justicia, magistrado
👨🏻‍⚖	balanza, hombre, juez, juez: tono de piel claro, justicia, magistrado, tono de piel claro
👨🏼‍⚖	balanza, hombre, juez, juez: tono de piel claro medio, justicia, magistrado, tono de piel claro medio
👨🏽‍⚖	balanza, hombre, juez, juez: tono de piel medio, justicia, magistrado, tono de piel medio
👨🏾‍⚖	balanza, hombre, juez, juez: tono de piel oscuro medio, justicia, magistrado, tono de piel oscuro medio
👨🏿‍⚖	balanza, hombre, juez, juez: tono de piel oscuro, justicia, magistrado, tono de piel oscuro
👩‍⚖	balanza, jueza, justicia, magistrada, mujer
👩🏻‍⚖	balanza, jueza, jueza: tono de piel claro, justicia, magistrada, mujer, tono de piel claro
👩🏼‍⚖	balanza, jueza, jueza: tono de piel claro medio, justicia, magistrada, mujer, tono de piel claro medio
👩🏽‍⚖	balanza, jueza, jueza: tono de piel medio, justicia, magistrada, mujer, tono de piel medio
👩🏾‍⚖	balanza, jueza, jueza: tono de piel oscuro medio, justicia, magistrada, mujer, tono de piel oscuro medio
👩🏿‍⚖	balanza, jueza, jueza: tono de piel oscuro, justicia, magistrada, mujer, tono de piel oscuro
👨‍🌾	agricultor, campo, granjero, hombre, labrador
👨🏻‍🌾	agricultor, agricultor: tono de piel claro, campo, granjero, hombre, labrador, tono de piel claro
👨🏼‍🌾	agricultor, agricultor: tono de piel claro medio, campo, granjero, hombre, labrador, tono de piel claro medio
👨🏽‍🌾	agricultor, agricultor: tono de piel medio, campo, granjero, hombre, labrador, tono de piel medio
👨🏾‍🌾	agricultor, agricultor: tono de piel oscuro medio, campo, granjero, hombre, labrador, tono de piel oscuro medio
👨🏿‍🌾	agricultor, agricultor: tono de piel oscuro, campo, granjero, hombre, labrador, tono de piel oscuro
👩‍🌾	agricultora, campo, granjera, labradora, mujer
👩🏻‍🌾	agricultora, agricultora: tono de piel claro, campo, granjera, labradora, mujer, tono de piel claro
👩🏼‍🌾	agricultora, agricultora: tono de piel claro medio, campo, granjera, labradora, mujer, tono de piel claro medio
👩🏽‍🌾	agricultora, agricultora: tono de piel medio, campo, granjera, labradora, mujer, tono de piel medio
👩🏾‍🌾	agricultora, agricultora: tono de piel oscuro medio, campo, granjera, labradora, mujer, tono de piel oscuro medio
👩🏿‍🌾	agricultora, agricultora: tono de piel oscuro, campo, granjera, labradora, mujer, tono de piel oscuro
👨‍🍳	chef, cocinero, hombre, pinche
👨🏻‍🍳	chef, cocinero, cocinero: tono de piel claro, hombre, pinche, tono de piel claro
👨🏼‍🍳	chef, cocinero, cocinero: tono de piel claro medio, hombre, pinche, tono de piel claro medio
👨🏽‍🍳	chef, cocinero, cocinero: tono de piel medio, hombre, pinche, tono de piel medio
👨🏾‍🍳	chef, cocinero, cocinero: tono de piel oscuro medio, hombre, pinche, tono de piel oscuro medio
👨🏿‍🍳	chef, cocinero, cocinero: tono de piel oscuro, hombre, pinche, tono de piel oscuro
👩‍🍳	chef, cocinera, mujer, pinche
👩🏻‍🍳	chef, cocinera, cocinera: tono de piel claro, mujer, pinche, tono de piel claro
👩🏼‍🍳	chef, cocinera, cocinera: tono de piel claro medio, mujer, pinche, tono de piel claro medio
👩🏽‍🍳	chef, cocinera, cocinera: tono de piel medio, mujer, pinche, tono de piel medio
👩🏾‍🍳	chef, cocinera, cocinera: tono de piel oscuro medio, mujer, pinche, tono de piel oscuro medio
👩🏿‍🍳	chef, cocinera, cocinera: tono de piel oscuro, mujer, pinche, tono de piel oscuro
👨‍🔧	electricista, fontanero, hombre, mecánico, operario
👨🏻‍🔧	electricista, fontanero, hombre, mecánico, mecánico: tono de piel claro, operario, tono de piel claro
👨🏼‍🔧	electricista, fontanero, hombre, mecánico, mecánico: tono de piel claro medio, operario, tono de piel claro medio
👨🏽‍🔧	electricista, fontanero, hombre, mecánico, mecánico: tono de piel medio, operario, tono de piel medio
👨🏾‍🔧	electricista, fontanero, hombre, mecánico, mecánico: tono de piel oscuro medio, operario, tono de piel oscuro medio
👨🏿‍🔧	electricista, fontanero, hombre, mecánico, mecánico: tono de piel oscuro, operario, tono de piel oscuro
👩‍🔧	electricista, fontanera, mecánica, mujer, operaria
👩🏻‍🔧	electricista, fontanera, mecánica, mecánica: tono de piel claro, mujer, operaria, tono de piel claro
👩🏼‍🔧	electricista, fontanera, mecánica, mecánica: tono de piel claro medio, mujer, operaria, tono de piel claro medio
👩🏽‍🔧	electricista, fontanera, mecánica, mecánica: tono de piel medio, mujer, operaria, tono de piel medio
👩🏾‍🔧	electricista, fontanera, mecánica, mecánica: tono de piel oscuro medio, mujer, operaria, tono de piel oscuro medio
👩🏿‍🔧	electricista, fontanera, mecánica, mecánica: tono de piel oscuro, mujer, operaria, tono de piel oscuro
👨‍🏭	fábrica, montaje, obrero, operario, trabajador
👨🏻‍🏭	fábrica, montaje, obrero, operario, operario: tono de piel claro, tono de piel claro, trabajador
👨🏼‍🏭	fábrica, montaje, obrero, operario, operario: tono de piel claro medio, tono de piel claro medio, trabajador
👨🏽‍🏭	fábrica, montaje, obrero, operario, operario: tono de piel medio, tono de piel medio, trabajador
👨🏾‍🏭	fábrica, montaje, obrero, operario, operario: tono de piel oscuro medio, tono de piel oscuro medio, trabajador
👨🏿‍🏭	fábrica, montaje, obrero, operario, operario: tono de piel oscuro, tono de piel oscuro, trabajador
👩‍🏭	fábrica, montaje, obrera, operaria, trabajadora
👩🏻‍🏭	fábrica, montaje, obrera, operaria, operaria: tono de piel claro, tono de piel claro, trabajadora
👩🏼‍🏭	fábrica, montaje, obrera, operaria, operaria: tono de piel claro medio, tono de piel claro medio, trabajadora
👩🏽‍🏭	fábrica, montaje, obrera, operaria, operaria: tono de piel medio, tono de piel medio, trabajadora
👩🏾‍🏭	fábrica, montaje, obrera, operaria, operaria: tono de piel oscuro medio, tono de piel oscuro medio, trabajadora
👩🏿‍🏭	fábrica, montaje, obrera, operaria, operaria: tono de piel oscuro, tono de piel oscuro, trabajadora
👨‍💼	director, empresa, hombre, oficina, oficinista, oficinista hombre
👨🏻‍💼	director, empresa, hombre, oficina, oficinista, oficinista hombre: tono de piel claro, tono de piel claro
👨🏼‍💼	director, empresa, hombre, oficina, oficinista, oficinista hombre: tono de piel claro medio, tono de piel claro medio
👨🏽‍💼	director, empresa, hombre, oficina, oficinista, oficinista hombre: tono de piel medio, tono de piel medio
👨🏾‍💼	director, empresa, hombre, oficina, oficinista, oficinista hombre: tono de piel oscuro medio, tono de piel oscuro medio
👨🏿‍💼	director, empresa, hombre, oficina, oficinista, oficinista hombre: tono de piel oscuro, tono de piel oscuro
👩‍💼	directora, empresa, mujer, oficina, oficinista, oficinista mujer
👩🏻‍💼	directora, empresa, mujer, oficina, oficinista, oficinista mujer: tono de piel claro, tono de piel claro
👩🏼‍💼	directora, empresa, mujer, oficina, oficinista, oficinista mujer: tono de piel claro medio, tono de piel claro medio
👩🏽‍💼	directora, empresa, mujer, oficina, oficinista, oficinista mujer: tono de piel medio, tono de piel medio
👩🏾‍💼	directora, empresa, mujer, oficina, oficinista, oficinista mujer: tono de piel oscuro medio, tono de piel oscuro medio
👩🏿‍💼	directora, empresa, mujer, oficina, oficinista, oficinista mujer: tono de piel oscuro, tono de piel oscuro
👨‍🔬	biólogo, científico, físico, hombre, químico
👨🏻‍🔬	biólogo, científico, científico: tono de piel claro, físico, hombre, químico, tono de piel claro
👨🏼‍🔬	biólogo, científico, científico: tono de piel claro medio, físico, hombre, químico, tono de piel claro medio
👨🏽‍🔬	biólogo, científico, científico: tono de piel medio, físico, hombre, químico, tono de piel medio
👨🏾‍🔬	biólogo, científico, científico: tono de piel oscuro medio, físico, hombre, químico, tono de piel oscuro medio
👨🏿‍🔬	biólogo, científico, científico: tono de piel oscuro, físico, hombre, químico, tono de piel oscuro
👩‍🔬	bióloga, científica, física, mujer, química
👩🏻‍🔬	bióloga, científica, científica: tono de piel claro, física, mujer, química, tono de piel claro
👩🏼‍🔬	bióloga, científica, científica: tono de piel claro medio, física, mujer, química, tono de piel claro medio
👩🏽‍🔬	bióloga, científica, científica: tono de piel medio, física, mujer, química, tono de piel medio
👩🏾‍🔬	bióloga, científica, científica: tono de piel oscuro medio, física, mujer, química, tono de piel oscuro medio
👩🏿‍🔬	bióloga, científica, científica: tono de piel oscuro, física, mujer, química, tono de piel oscuro
👨‍💻	desarrollador, hombre, informático, programador, tecnólogo
👨🏻‍💻	desarrollador, hombre, informático, programador, tecnólogo, tecnólogo: tono de piel claro, tono de piel claro
👨🏼‍💻	desarrollador, hombre, informático, programador, tecnólogo, tecnólogo: tono de piel claro medio, tono de piel claro medio
👨🏽‍💻	desarrollador, hombre, informático, programador, tecnólogo, tecnólogo: tono de piel medio, tono de piel medio
👨🏾‍💻	desarrollador, hombre, informático, programador, tecnólogo, tecnólogo: tono de piel oscuro medio, tono de piel oscuro medio
👨🏿‍💻	desarrollador, hombre, informático, programador, tecnólogo, tecnólogo: tono de piel oscuro, tono de piel oscuro
👩‍💻	desarrolladora, informática, mujer, programadora, tecnóloga
👩🏻‍💻	desarrolladora, informática, mujer, programadora, tecnóloga, tecnóloga: tono de piel claro, tono de piel claro
👩🏼‍💻	desarrolladora, informática, mujer, programadora, tecnóloga, tecnóloga: tono de piel claro medio, tono de piel claro medio
👩🏽‍💻	desarrolladora, informática, mujer, programadora, tecnóloga, tecnóloga: tono de piel medio, tono de piel medio
👩🏾‍💻	desarrolladora, informática, mujer, programadora, tecnóloga, tecnóloga: tono de piel oscuro medio, tono de piel oscuro medio
👩🏿‍💻	desarrolladora, informática, mujer, programadora, tecnóloga, tecnóloga: tono de piel oscuro, tono de piel oscuro
👨‍🎤	artista, cantante hombre, estrella, hombre, rock
👨🏻‍🎤	artista, cantante hombre, cantante hombre: tono de piel claro, estrella, hombre, rock, tono de piel claro
👨🏼‍🎤	artista, cantante hombre, cantante hombre: tono de piel claro medio, estrella, hombre, rock, tono de piel claro medio
👨🏽‍🎤	artista, cantante hombre, cantante hombre: tono de piel medio, estrella, hombre, rock, tono de piel medio
👨🏾‍🎤	artista, cantante hombre, cantante hombre: tono de piel oscuro medio, estrella, hombre, rock, tono de piel oscuro medio
👨🏿‍🎤	artista, cantante hombre, cantante hombre: tono de piel oscuro, estrella, hombre, rock, tono de piel oscuro
👩‍🎤	artista, cantante mujer, estrella, mujer, rock
👩🏻‍🎤	artista, cantante mujer, cantante mujer: tono de piel claro, estrella, mujer, rock, tono de piel claro
👩🏼‍🎤	artista, cantante mujer, cantante mujer: tono de piel claro medio, estrella, mujer, rock, tono de piel claro medio
👩🏽‍🎤	artista, cantante mujer, cantante mujer: tono de piel medio, estrella, mujer, rock, tono de piel medio
👩🏾‍🎤	artista, cantante mujer, cantante mujer: tono de piel oscuro medio, estrella, mujer, rock, tono de piel oscuro medio
👩🏿‍🎤	artista, cantante mujer, cantante mujer: tono de piel oscuro, estrella, mujer, rock, tono de piel oscuro
👨‍🎨	artista hombre, hombre, paleta, pintor, pinturas
👨🏻‍🎨	artista hombre, artista hombre: tono de piel claro, hombre, paleta, pintor, pinturas, tono de piel claro
👨🏼‍🎨	artista hombre, artista hombre: tono de piel claro medio, hombre, paleta, pintor, pinturas, tono de piel claro medio
👨🏽‍🎨	artista hombre, artista hombre: tono de piel medio, hombre, paleta, pintor, pinturas, tono de piel medio
👨🏾‍🎨	artista hombre, artista hombre: tono de piel oscuro medio, hombre, paleta, pintor, pinturas, tono de piel oscuro medio
👨🏿‍🎨	artista hombre, artista hombre: tono de piel oscuro, hombre, paleta, pintor, pinturas, tono de piel oscuro
👩‍🎨	artista mujer, mujer, paleta, pintora, pinturas
👩🏻‍🎨	artista mujer, artista mujer: tono de piel claro, mujer, paleta, pintora, pinturas, tono de piel claro
👩🏼‍🎨	artista mujer, artista mujer: tono de piel claro medio, mujer, paleta, pintora, pinturas, tono de piel claro medio
👩🏽‍🎨	artista mujer, artista mujer: tono de piel medio, mujer, paleta, pintora, pinturas, tono de piel medio
👩🏾‍🎨	artista mujer, artista mujer: tono de piel oscuro medio, mujer, paleta, pintora, pinturas, tono de piel oscuro medio
👩🏿‍🎨	artista mujer, artista mujer: tono de piel oscuro, mujer, paleta, pintora, pinturas, tono de piel oscuro
👨‍✈	avión, hombre, piloto, piloto hombre, vuelo
👨🏻‍✈	avión, hombre, piloto, piloto hombre: tono de piel claro, tono de piel claro, vuelo
👨🏼‍✈	avión, hombre, piloto, piloto hombre: tono de piel claro medio, tono de piel claro medio, vuelo
👨🏽‍✈	avión, hombre, piloto, piloto hombre: tono de piel medio, tono de piel medio, vuelo
👨🏾‍✈	avión, hombre, piloto, piloto hombre: tono de piel oscuro medio, tono de piel oscuro medio, vuelo
👨🏿‍✈	avión, hombre, piloto, piloto hombre: tono de piel oscuro, tono de piel oscuro, vuelo
👩‍✈	avión, mujer, piloto, piloto mujer, vuelo
👩🏻‍✈	avión, mujer, piloto, piloto mujer: tono de piel claro, tono de piel claro, vuelo
👩🏼‍✈	avión, mujer, piloto, piloto mujer: tono de piel claro medio, tono de piel claro medio, vuelo
👩🏽‍✈	avión, mujer, piloto, piloto mujer: tono de piel medio, tono de piel medio, vuelo
👩🏾‍✈	avión, mujer, piloto, piloto mujer: tono de piel oscuro medio, tono de piel oscuro medio, vuelo
👩🏿‍✈	avión, mujer, piloto, piloto mujer: tono de piel oscuro, tono de piel oscuro, vuelo
👨‍🚀	astronauta, astronauta hombre, cohete, espacio, hombre
👨🏻‍🚀	astronauta, astronauta hombre: tono de piel claro, cohete, espacio, hombre, tono de piel claro
👨🏼‍🚀	astronauta, astronauta hombre: tono de piel claro medio, cohete, espacio, hombre, tono de piel claro medio
👨🏽‍🚀	astronauta, astronauta hombre: tono de piel medio, cohete, espacio, hombre, tono de piel medio
👨🏾‍🚀	astronauta, astronauta hombre: tono de piel oscuro medio, cohete, espacio, hombre, tono de piel oscuro medio
👨🏿‍🚀	astronauta, astronauta hombre: tono de piel oscuro, cohete, espacio, hombre, tono de piel oscuro
👩‍🚀	astronauta, astronauta mujer, cohete, espacio, mujer
👩🏻‍🚀	astronauta, astronauta mujer: tono de piel claro, cohete, espacio, mujer, tono de piel claro
👩🏼‍🚀	astronauta, astronauta mujer: tono de piel claro medio, cohete, espacio, mujer, tono de piel claro medio
👩🏽‍🚀	astronauta, astronauta mujer: tono de piel medio, cohete, espacio, mujer, tono de piel medio
👩🏾‍🚀	astronauta, astronauta mujer: tono de piel oscuro medio, cohete, espacio, mujer, tono de piel oscuro medio
👩🏿‍🚀	astronauta, astronauta mujer: tono de piel oscuro, cohete, espacio, mujer, tono de piel oscuro
👨‍🚒	bombero, camión, manguera
👨🏻‍🚒	bombero, bombero: tono de piel claro, camión, manguera, tono de piel claro
👨🏼‍🚒	bombero, bombero: tono de piel claro medio, camión, manguera, tono de piel claro medio
👨🏽‍🚒	bombero, bombero: tono de piel medio, camión, manguera, tono de piel medio
👨🏾‍🚒	bombero, bombero: tono de piel oscuro medio, camión, manguera, tono de piel oscuro medio
👨🏿‍🚒	bombero, bombero: tono de piel oscuro, camión, manguera, tono de piel oscuro
👩‍🚒	bombera, camión, manguera
👩🏻‍🚒	bombera, bombera: tono de piel claro, camión, manguera, tono de piel claro
👩🏼‍🚒	bombera, bombera: tono de piel claro medio, camión, manguera, tono de piel claro medio
👩🏽‍🚒	bombera, bombera: tono de piel medio, camión, manguera, tono de piel medio
👩🏾‍🚒	bombera, bombera: tono de piel oscuro medio, camión, manguera, tono de piel oscuro medio
👩🏿‍🚒	bombera, bombera: tono de piel oscuro, camión, manguera, tono de piel oscuro
👮	agente, agente de policía, personas, policía
👮🏻	agente, agente de policía, agente de policía: tono de piel claro, personas, policía, tono de piel claro
👮🏼	agente, agente de policía, agente de policía: tono de piel claro medio, personas, policía, tono de piel claro medio
👮🏽	agente, agente de policía, agente de policía: tono de piel medio, personas, policía, tono de piel medio
👮🏾	agente, agente de policía, agente de policía: tono de piel oscuro medio, personas, policía, tono de piel oscuro medio
👮🏿	agente, agente de policía, agente de policía: tono de piel oscuro, personas, policía, tono de piel oscuro
👮‍♂	agente, agente de policía hombre, hombre, poli, policía
👮🏻‍♂	agente, agente de policía hombre, agente de policía hombre: tono de piel claro, hombre, poli, policía, tono de piel claro
👮🏼‍♂	agente, agente de policía hombre, agente de policía hombre: tono de piel claro medio, hombre, poli, policía, tono de piel claro medio
👮🏽‍♂	agente, agente de policía hombre, agente de policía hombre: tono de piel medio, hombre, poli, policía, tono de piel medio
👮🏾‍♂	agente, agente de policía hombre, agente de policía hombre: tono de piel oscuro medio, hombre, poli, policía, tono de piel oscuro medio
👮🏿‍♂	agente, agente de policía hombre, agente de policía hombre: tono de piel oscuro, hombre, poli, policía, tono de piel oscuro
👮‍♀	agente, agente de policía mujer, mujer, poli, policía
👮🏻‍♀	agente, agente de policía mujer, agente de policía mujer: tono de piel claro, mujer, poli, policía, tono de piel claro
👮🏼‍♀	agente, agente de policía mujer, agente de policía mujer: tono de piel claro medio, mujer, poli, policía, tono de piel claro medio
👮🏽‍♀	agente, agente de policía mujer, agente de policía mujer: tono de piel medio, mujer, poli, policía, tono de piel medio
👮🏾‍♀	agente, agente de policía mujer, agente de policía mujer: tono de piel oscuro medio, mujer, poli, policía, tono de piel oscuro medio
👮🏿‍♀	agente, agente de policía mujer, agente de policía mujer: tono de piel oscuro, mujer, poli, policía, tono de piel oscuro
🕵️	cara, detective, espía
🕵🏻	cara, detective, detective: tono de piel claro, espía, tono de piel claro
🕵🏼	cara, detective, detective: tono de piel claro medio, espía, tono de piel claro medio
🕵🏽	cara, detective, detective: tono de piel medio, espía, tono de piel medio
🕵🏾	cara, detective, detective: tono de piel oscuro medio, espía, tono de piel oscuro medio
🕵🏿	cara, detective, detective: tono de piel oscuro, espía, tono de piel oscuro
🕵‍♂	agente, detective, detective hombre, espía, hombre, investigador
🕵🏻‍♂	agente, detective, detective hombre: tono de piel claro, espía, hombre, investigador, tono de piel claro
🕵🏼‍♂	agente, detective, detective hombre: tono de piel claro medio, espía, hombre, investigador, tono de piel claro medio
🕵🏽‍♂	agente, detective, detective hombre: tono de piel medio, espía, hombre, investigador, tono de piel medio
🕵🏾‍♂	agente, detective, detective hombre: tono de piel oscuro medio, espía, hombre, investigador, tono de piel oscuro medio
🕵🏿‍♂	agente, detective, detective hombre: tono de piel oscuro, espía, hombre, investigador, tono de piel oscuro
🕵‍♀	agente, detective, detective mujer, espía, investigadora, mujer
🕵🏻‍♀	agente, detective, detective mujer: tono de piel claro, espía, investigadora, mujer, tono de piel claro
🕵🏼‍♀	agente, detective, detective mujer: tono de piel claro medio, espía, investigadora, mujer, tono de piel claro medio
🕵🏽‍♀	agente, detective, detective mujer: tono de piel medio, espía, investigadora, mujer, tono de piel medio
🕵🏾‍♀	agente, detective, detective mujer: tono de piel oscuro medio, espía, investigadora, mujer, tono de piel oscuro medio
🕵🏿‍♀	agente, detective, detective mujer: tono de piel oscuro, espía, investigadora, mujer, tono de piel oscuro
💂	guardia, personas
💂🏻	guardia, guardia: tono de piel claro, personas, tono de piel claro
💂🏼	guardia, guardia: tono de piel claro medio, personas, tono de piel claro medio
💂🏽	guardia, guardia: tono de piel medio, personas, tono de piel medio
💂🏾	guardia, guardia: tono de piel oscuro medio, personas, tono de piel oscuro medio
💂🏿	guardia, guardia: tono de piel oscuro, personas, tono de piel oscuro
💂‍♂	guardia, guardia hombre, hombre, vigilante
💂🏻‍♂	guardia, guardia hombre: tono de piel claro, hombre, tono de piel claro, vigilante
💂🏼‍♂	guardia, guardia hombre: tono de piel claro medio, hombre, tono de piel claro medio, vigilante
💂🏽‍♂	guardia, guardia hombre: tono de piel medio, hombre, tono de piel medio, vigilante
💂🏾‍♂	guardia, guardia hombre: tono de piel oscuro medio, hombre, tono de piel oscuro medio, vigilante
💂🏿‍♂	guardia, guardia hombre: tono de piel oscuro, hombre, tono de piel oscuro, vigilante
💂‍♀	guardia, guardia mujer, mujer, vigilante
💂🏻‍♀	guardia, guardia mujer: tono de piel claro, mujer, tono de piel claro, vigilante
💂🏼‍♀	guardia, guardia mujer: tono de piel claro medio, mujer, tono de piel claro medio, vigilante
💂🏽‍♀	guardia, guardia mujer: tono de piel medio, mujer, tono de piel medio, vigilante
💂🏾‍♀	guardia, guardia mujer: tono de piel oscuro medio, mujer, tono de piel oscuro medio, vigilante
💂🏿‍♀	guardia, guardia mujer: tono de piel oscuro, mujer, tono de piel oscuro, vigilante
👷	casco, construcción, obrero, personas, trabajador
👷🏻	casco, construcción, obrero, obrero: tono de piel claro, personas, tono de piel claro, trabajador
👷🏼	casco, construcción, obrero, obrero: tono de piel claro medio, personas, tono de piel claro medio, trabajador
👷🏽	casco, construcción, obrero, obrero: tono de piel medio, personas, tono de piel medio, trabajador
👷🏾	casco, construcción, obrero, obrero: tono de piel oscuro medio, personas, tono de piel oscuro medio, trabajador
👷🏿	casco, construcción, obrero, obrero: tono de piel oscuro, personas, tono de piel oscuro, trabajador
👷‍♂	albañil, construcción, hombre, obrero, obrero hombre, trabajador
👷🏻‍♂	albañil, construcción, hombre, obrero, obrero hombre: tono de piel claro, tono de piel claro, trabajador
👷🏼‍♂	albañil, construcción, hombre, obrero, obrero hombre: tono de piel claro medio, tono de piel claro medio, trabajador
👷🏽‍♂	albañil, construcción, hombre, obrero, obrero hombre: tono de piel medio, tono de piel medio, trabajador
👷🏾‍♂	albañil, construcción, hombre, obrero, obrero hombre: tono de piel oscuro medio, tono de piel oscuro medio, trabajador
👷🏿‍♂	albañil, construcción, hombre, obrero, obrero hombre: tono de piel oscuro, tono de piel oscuro, trabajador
