😀	cara, cara sonriendo, contento, divertido, sonrisa
🚴🏿	bicicleta, ciclismo, ciclista, persona en bicicleta, persona en bicicleta: tono de piel oscuro, tono de piel oscuro
🚴🏻‍♂	bicicleta, ciclismo, ciclista, hombre, hombre en bicicleta, hombre en bicicleta: tono de piel claro, tono de piel claro
🚴🏼‍♂	bicicleta, ciclismo, ciclista, hombre, hombre en bicicleta, hombre en bicicleta: tono de piel claro medio, tono de piel claro medio
🚴🏽‍♂	bicicleta, ciclismo, ciclista, hombre, hombre en bicicleta, hombre en bicicleta: tono de piel medio, tono de piel medio
🚴🏾‍♂	bicicleta, ciclismo, ciclista, hombre, hombre en bicicleta, hombre en bicicleta: tono de piel oscuro medio, tono de piel oscuro medio
🚴🏿‍♂	bicicleta, ciclismo, ciclista, hombre, hombre en bicicleta, hombre en bicicleta: tono de piel oscuro, tono de piel oscuro
🚴🏻‍♀	bicicleta, ciclismo, ciclista, mujer, mujer en bicicleta, mujer en bicicleta: tono de piel claro, tono de piel claro
🚴🏼‍♀	bicicleta, ciclismo, ciclista, mujer, mujer en bicicleta, mujer en bicicleta: tono de piel claro medio, tono de piel claro medio
🚴🏽‍♀	bicicleta, ciclismo, ciclista, mujer, mujer en bicicleta, mujer en bicicleta: tono de piel medio, tono de piel medio
🚴🏾‍♀	bicicleta, ciclismo, ciclista, mujer, mujer en bicicleta, mujer en bicicleta: tono de piel oscuro medio, tono de piel oscuro medio
🚴🏿‍♀	bicicleta, ciclismo, ciclista, mujer, mujer en bicicleta, mujer en bicicleta: tono de piel oscuro, tono de piel oscuro
🚵	bicicleta, ciclismo de montaña, ciclista, montaña
🚵🏻	bicicleta, ciclismo de montaña, ciclista, montaña, persona en bicicleta de montaña: tono de piel claro, tono de piel claro
🚵🏼	bicicleta, ciclismo de montaña, ciclista, montaña, persona en bicicleta de montaña: tono de piel claro medio, tono de piel claro medio
🚵🏽	bicicleta, ciclismo de montaña, ciclista, montaña, persona en bicicleta de montaña: tono de piel medio, tono de piel medio
🚵🏾	bicicleta, ciclismo de montaña, ciclista, montaña, persona en bicicleta de montaña: tono de piel oscuro medio, tono de piel oscuro medio
🚵🏿	bicicleta, ciclismo de montaña, ciclista, montaña, persona en bicicleta de montaña: tono de piel oscuro, tono de piel oscuro
🚵🏻‍♂	bicicleta, ciclista, hombre en bicicleta de montaña, hombre en bicicleta de montaña: tono de piel claro, montaña, mountain bike, tono de piel claro
🚵🏼‍♂	bicicleta, ciclista, hombre en bicicleta de montaña, hombre en bicicleta de montaña: tono de piel claro medio, montaña, mountain bike, tono de piel claro medio
🚵🏽‍♂	bicicleta, ciclista, hombre en bicicleta de montaña, hombre en bicicleta de montaña: tono de piel medio, montaña, mountain bike, tono de piel medio
🚵🏾‍♂	bicicleta, ciclista, hombre en bicicleta de montaña, hombre en bicicleta de montaña: tono de piel oscuro medio, montaña, mountain bike, tono de piel oscuro medio
🚵🏿‍♂	bicicleta, ciclista, hombre en bicicleta de montaña, hombre en bicicleta de montaña: tono de piel oscuro, montaña, mountain bike, tono de piel oscuro
🚵🏻‍♀	bicicleta, ciclista, montaña, mountain bike, mujer en bicicleta de montaña, mujer en bicicleta de montaña: tono de piel claro, tono de piel claro
🚵🏼‍♀	bicicleta, ciclista, montaña, mountain bike, mujer en bicicleta de montaña, mujer en bicicleta de montaña: tono de piel claro medio, tono de piel claro medio
🚵🏽‍♀	bicicleta, ciclista, montaña, mountain bike, mujer en bicicleta de montaña, mujer en bicicleta de montaña: tono de piel medio, tono de piel medio
🚵🏾‍♀	bicicleta, ciclista, montaña, mountain bike, mujer en bicicleta de montaña, mujer en bicicleta de montaña: tono de piel oscuro medio, tono de piel oscuro medio
🚵🏿‍♀	bicicleta, ciclista, montaña, mountain bike, mujer en bicicleta de montaña, mujer en bicicleta de montaña: tono de piel oscuro, tono de piel oscuro
🤸	persona haciendo una vuelta de carro
🤸🏻	persona haciendo una vuelta de carro, persona haciendo una vuelta de carro: tono de piel claro, tono de piel claro
🤸🏼	persona haciendo una vuelta de carro, persona haciendo una vuelta de carro: tono de piel claro medio, tono de piel claro medio
🤸🏽	persona haciendo una vuelta de carro, persona haciendo una vuelta de carro: tono de piel medio, tono de piel medio
🤸🏾	persona haciendo una vuelta de carro, persona haciendo una vuelta de carro: tono de piel oscuro medio, tono de piel oscuro medio
🤸🏿	persona haciendo una vuelta de carro, persona haciendo una vuelta de carro: tono de piel oscuro, tono de piel oscuro
🤸‍♂	hombre haciendo una vuelta de carro
🤸🏻‍♂	hombre haciendo una vuelta de carro, hombre haciendo una vuelta de carro: tono de piel claro, tono de piel claro
🤸🏼‍♂	hombre haciendo una vuelta de carro, hombre haciendo una vuelta de carro: tono de piel claro medio, tono de piel claro medio
🤸🏽‍♂	hombre haciendo una vuelta de carro, hombre haciendo una vuelta de carro: tono de piel medio, tono de piel medio
🤸🏾‍♂	hombre haciendo una vuelta de carro, hombre haciendo una vuelta de carro: tono de piel oscuro medio, tono de piel oscuro medio
🤸🏿‍♂	hombre haciendo una vuelta de carro, hombre haciendo una vuelta de carro: tono de piel oscuro, tono de piel oscuro
🤸‍♀	mujer haciendo una vuelta de carro
🤸🏻‍♀	mujer haciendo una vuelta de carro, mujer haciendo una vuelta de carro: tono de piel claro, tono de piel claro
🤸🏼‍♀	mujer haciendo una vuelta de carro, mujer haciendo una vuelta de carro: tono de piel claro medio, tono de piel claro medio
🤸🏽‍♀	mujer haciendo una vuelta de carro, mujer haciendo una vuelta de carro: tono de piel medio, tono de piel medio
🤸🏾‍♀	mujer haciendo una vuelta de carro, mujer haciendo una vuelta de carro: tono de piel oscuro medio, tono de piel oscuro medio
🤸🏿‍♀	mujer haciendo una vuelta de carro, mujer haciendo una vuelta de carro: tono de piel oscuro, tono de piel oscuro
🤽	deporte acuático, deportista, persona, waterpolo
🤽🏻	deporte acuático, deportista, persona, persona jugando al waterpolo: tono de piel claro, tono de piel claro, waterpolo
🤽🏼	deporte acuático, deportista, persona, persona jugando al waterpolo: tono de piel claro medio, tono de piel claro medio, waterpolo
🤽🏽	deporte acuático, deportista, persona, persona jugando al waterpolo: tono de piel medio, tono de piel medio, waterpolo
🤽🏾	deporte acuático, deportista, persona, persona jugando al waterpolo: tono de piel oscuro medio, tono de piel oscuro medio, waterpolo
🤽🏿	deporte acuático, deportista, persona, persona jugando al waterpolo: tono de piel oscuro, tono de piel oscuro, waterpolo
🤽🏻‍♂	agua, deporte, hombre jugando al waterpolo, hombre jugando al waterpolo: tono de piel claro, tono de piel claro, waterpolista, waterpolo
🤽🏼‍♂	agua, deporte, hombre jugando al waterpolo, hombre jugando al waterpolo: tono de piel claro medio, tono de piel claro medio, waterpolista, waterpolo
🤽🏽‍♂	agua, deporte, hombre jugando al waterpolo, hombre jugando al waterpolo: tono de piel medio, tono de piel medio, waterpolista, waterpolo
🤽🏾‍♂	agua, deporte, hombre jugando al waterpolo, hombre jugando al waterpolo: tono de piel oscuro medio, tono de piel oscuro medio, waterpolista, waterpolo
🤽🏿‍♂	agua, deporte, hombre jugando al waterpolo, hombre jugando al waterpolo: tono de piel oscuro, tono de piel oscuro, waterpolista, waterpolo
🤽🏻‍♀	agua, deporte, mujer jugando al waterpolo, mujer jugando al waterpolo: tono de piel claro, tono de piel claro, waterpolista, waterpolo
🤽🏼‍♀	agua, deporte, mujer jugando al waterpolo, mujer jugando al waterpolo: tono de piel claro medio, tono de piel claro medio, waterpolista, waterpolo
🤽🏽‍♀	agua, deporte, mujer jugando al waterpolo, mujer jugando al waterpolo: tono de piel medio, tono de piel medio, waterpolista, waterpolo
🤽🏾‍♀	agua, deporte, mujer jugando al waterpolo, mujer jugando al waterpolo: tono de piel oscuro medio, tono de piel oscuro medio, waterpolista, waterpolo
🤽🏿‍♀	agua, deporte, mujer jugando al waterpolo, mujer jugando al waterpolo: tono de piel oscuro, tono de piel oscuro, waterpolista, waterpolo
🤾🏻	balonmanista, balonmano, deporte, persona, persona jugando al balonmano, persona jugando al balonmano: tono de piel claro, tono de piel claro
🤾🏼	balonmanista, balonmano, deporte, persona, persona jugando al balonmano, persona jugando al balonmano: tono de piel claro medio, tono de piel claro medio
🤾🏽	balonmanista, balonmano, deporte, persona, persona jugando al balonmano, persona jugando al balonmano: tono de piel medio, tono de piel medio
🤾🏾	balonmanista, balonmano, deporte, persona, persona jugando al balonmano, persona jugando al balonmano: tono de piel oscuro medio, tono de piel oscuro medio
🤾🏿	balonmanista, balonmano, deporte, persona, persona jugando al balonmano, persona jugando al balonmano: tono de piel oscuro, tono de piel oscuro
🤾🏻‍♂	balonmanista, balonmano, deporte, hombre, hombre jugando al balonmano, hombre jugando al balonmano: tono de piel claro, tono de piel claro
🤾🏼‍♂	balonmanista, balonmano, deporte, hombre, hombre jugando al balonmano, hombre jugando al balonmano: tono de piel claro medio, tono de piel claro medio
🤾🏽‍♂	balonmanista, balonmano, deporte, hombre, hombre jugando al balonmano, hombre jugando al balonmano: tono de piel medio, tono de piel medio
🤾🏾‍♂	balonmanista, balonmano, deporte, hombre, hombre jugando al balonmano, hombre jugando al balonmano: tono de piel oscuro medio, tono de piel oscuro medio
🤾🏿‍♂	balonmanista, balonmano, deporte, hombre, hombre jugando al balonmano, hombre jugando al balonmano: tono de piel oscuro, tono de piel oscuro
🤾🏻‍♀	balonmanista, balonmano, deporte, mujer, mujer jugando al balonmano, mujer jugando al balonmano: tono de piel claro, tono de piel claro
🤾🏼‍♀	balonmanista, balonmano, deporte, mujer, mujer jugando al balonmano, mujer jugando al balonmano: tono de piel claro medio, tono de piel claro medio
🤾🏽‍♀	balonmanista, balonmano, deporte, mujer, mujer jugando al balonmano, mujer jugando al balonmano: tono de piel medio, tono de piel medio
🤾🏾‍♀	balonmanista, balonmano, deporte, mujer, mujer jugando al balonmano, mujer jugando al balonmano: tono de piel oscuro medio, tono de piel oscuro medio
🤾🏿‍♀	balonmanista, balonmano, deporte, mujer, mujer jugando al balonmano, mujer jugando al balonmano: tono de piel oscuro, tono de piel oscuro
🤹	malabarista
🤹🏻	malabarista, malabarista: tono de piel claro, tono de piel claro
🤹🏼	malabarista, malabarista: tono de piel claro medio, tono de piel claro medio
🤹🏽	malabarista, malabarista: tono de piel medio, tono de piel medio
🤹🏾	malabarista, malabarista: tono de piel oscuro medio, tono de piel oscuro medio
🤹🏿	malabarista, malabarista: tono de piel oscuro, tono de piel oscuro
🤹🏻‍♂	hombre, hombre haciendo malabares, hombre haciendo malabares: tono de piel claro, malabares, malabarismo, malabarista, tono de piel claro
🤹🏼‍♂	hombre, hombre haciendo malabares, hombre haciendo malabares: tono de piel claro medio, malabares, malabarismo, malabarista, tono de piel claro medio
🤹🏽‍♂	hombre, hombre haciendo malabares, hombre haciendo malabares: tono de piel medio, malabares, malabarismo, malabarista, tono de piel medio
🤹🏾‍♂	hombre, hombre haciendo malabares, hombre haciendo malabares: tono de piel oscuro medio, malabares, malabarismo, malabarista, tono de piel oscuro medio
🤹🏿‍♂	hombre, hombre haciendo malabares, hombre haciendo malabares: tono de piel oscuro, malabares, malabarismo, malabarista, tono de piel oscuro
🤹🏻‍♀	malabares, malabarismo, malabarista, mujer, mujer haciendo malabares, mujer haciendo malabares: tono de piel claro, tono de piel claro
🤹🏼‍♀	malabares, malabarismo, malabarista, mujer, mujer haciendo malabares, mujer haciendo malabares: tono de piel claro medio, tono de piel claro medio
🤹🏽‍♀	malabares, malabarismo, malabarista, mujer, mujer haciendo malabares, mujer haciendo malabares: tono de piel medio, tono de piel medio
🤹🏾‍♀	malabares, malabarismo, malabarista, mujer, mujer haciendo malabares, mujer haciendo malabares: tono de piel oscuro medio, tono de piel oscuro medio
🤹🏿‍♀	malabares, malabarismo, malabarista, mujer, mujer haciendo malabares, mujer haciendo malabares: tono de piel oscuro, tono de piel oscuro
🧘🏻	meditación, persona en posición de loto, persona en posición de loto: tono de piel claro, tono de piel claro, yoga
🧘🏼	meditación, persona en posición de loto, persona en posición de loto: tono de piel claro medio, tono de piel claro medio, yoga
🧘🏽	meditación, persona en posición de loto, persona en posición de loto: tono de piel medio, tono de piel medio, yoga
🧘🏾	meditación, persona en posición de loto, persona en posición de loto: tono de piel oscuro medio, tono de piel oscuro medio, yoga
🧘🏿	meditación, persona en posición de loto, persona en posición de loto: tono de piel oscuro, tono de piel oscuro, yoga
🧘🏻‍♂	hombre en posición de loto, hombre en posición de loto: tono de piel claro, meditación, tono de piel claro, yoga
🧘🏼‍♂	hombre en posición de loto, hombre en posición de loto: tono de piel claro medio, meditación, tono de piel claro medio, yoga
🧘🏽‍♂	hombre en posición de loto, hombre en posición de loto: tono de piel medio, meditación, tono de piel medio, yoga
🧘🏾‍♂	hombre en posición de loto, hombre en posición de loto: tono de piel oscuro medio, meditación, tono de piel oscuro medio, yoga
🧘🏿‍♂	hombre en posición de loto, hombre en posición de loto: tono de piel oscuro, meditación, tono de piel oscuro, yoga
🧘🏻‍♀	meditación, mujer en posición de loto, mujer en posición de loto: tono de piel claro, tono de piel claro, yoga
🧘🏼‍♀	meditación, mujer en posición de loto, mujer en posición de loto: tono de piel claro medio, tono de piel claro medio, yoga
🧘🏽‍♀	meditación, mujer en posición de loto, mujer en posición de loto: tono de piel medio, tono de piel medio, yoga
🧘🏾‍♀	meditación, mujer en posición de loto, mujer en posición de loto: tono de piel oscuro medio, tono de piel oscuro medio, yoga
🧘🏿‍♀	meditación, mujer en posición de loto, mujer en posición de loto: tono de piel oscuro, tono de piel oscuro, yoga
🛀	persona en tina
🛀🏻	persona en tina, persona en tina: tono de piel claro, tono de piel claro
🛀🏼	persona en tina, persona en tina: tono de piel claro medio, tono de piel claro medio
🛀🏽	persona en tina, persona en tina: tono de piel medio, tono de piel medio
🛀🏾	persona en tina, persona en tina: tono de piel oscuro medio, tono de piel oscuro medio
🛀🏿	persona en tina, persona en tina: tono de piel oscuro, tono de piel oscuro
🛌🏻	dormir, hotel, persona en la cama, persona en la cama: tono de piel claro, tono de piel claro
🛌🏼	dormir, hotel, persona en la cama, persona en la cama: tono de piel claro medio, tono de piel claro medio
🛌🏽	dormir, hotel, persona en la cama, persona en la cama: tono de piel medio, tono de piel medio
🛌🏾	dormir, hotel, persona en la cama, persona en la cama: tono de piel oscuro medio, tono de piel oscuro medio
🛌🏿	dormir, hotel, persona en la cama, persona en la cama: tono de piel oscuro, tono de piel oscuro
🧑🏻‍🤝‍🧑🏻	dos personas dándose la mano, dos personas dándose la mano: tono de piel claro, tono de piel claro
🧑🏼‍🤝‍🧑🏻	dos personas dándose la mano, dos personas dándose la mano: tono de piel claro medio y tono de piel claro, tono de piel claro, tono de piel claro medio
🧑🏼‍🤝‍🧑🏼	dos personas dándose la mano, dos personas dándose la mano: tono de piel claro medio, tono de piel claro medio
🧑🏽‍🤝‍🧑🏻	dos personas dándose la mano, dos personas dándose la mano: tono de piel medio y tono de piel claro, tono de piel claro, tono de piel medio
🧑🏽‍🤝‍🧑🏼	dos personas dándose la mano, dos personas dándose la mano: tono de piel medio y tono de piel claro medio, tono de piel claro medio, tono de piel medio
🧑🏽‍🤝‍🧑🏽	dos personas dándose la mano, dos personas dándose la mano: tono de piel medio, tono de piel medio
🧑🏾‍🤝‍🧑🏻	dos personas dándose la mano, dos personas dándose la mano: tono de piel oscuro medio y tono de piel claro, tono de piel claro, tono de piel oscuro medio
🧑🏾‍🤝‍🧑🏼	dos personas dándose la mano, dos personas dándose la mano: tono de piel oscuro medio y tono de piel claro medio, tono de piel claro medio, tono de piel oscuro medio
🧑🏾‍🤝‍🧑🏽	dos personas dándose la mano, dos personas dándose la mano: tono de piel oscuro medio y tono de piel medio, tono de piel medio, tono de piel oscuro medio
🧑🏾‍🤝‍🧑🏾	dos personas dándose la mano, dos personas dándose la mano: tono de piel oscuro medio, tono de piel oscuro medio
🧑🏿‍🤝‍🧑🏻	dos personas dándose la mano, dos personas dándose la mano: tono de piel oscuro y tono de piel claro, tono de piel claro, tono de piel oscuro
🧑🏿‍🤝‍🧑🏼	dos personas dándose la mano, dos personas dándose la mano: tono de piel oscuro y tono de piel claro medio, tono de piel claro medio, tono de piel oscuro
🧑🏿‍🤝‍🧑🏽	dos personas dándose la mano, dos personas dándose la mano: tono de piel oscuro y tono de piel medio, tono de piel medio, tono de piel oscuro
🧑🏿‍🤝‍🧑🏾	dos personas dándose la mano, dos personas dándose la mano: tono de piel oscuro y tono de piel oscuro medio, tono de piel oscuro, tono de piel oscuro medio
🧑🏿‍🤝‍🧑🏿	dos personas dándose la mano, dos personas dándose la mano: tono de piel oscuro, tono de piel oscuro
👭	amor, gemelas, mujeres, pareja
👭🏻	amor, gemelas, mujeres, mujeres de la mano: tono de piel claro, pareja, tono de piel claro
👩🏼‍🤝‍👩🏻	amor, gemelas, mujeres, mujeres de la mano: tono de piel claro medio y tono de piel claro, pareja, tono de piel claro, tono de piel claro medio
👭🏼	amor, gemelas, mujeres, mujeres de la mano: tono de piel claro medio, pareja, tono de piel claro medio
👩🏽‍🤝‍👩🏻	amor, gemelas, mujeres, mujeres de la mano: tono de piel medio y tono de piel claro, pareja, tono de piel claro, tono de piel medio
👩🏽‍🤝‍👩🏼	amor, gemelas, mujeres, mujeres de la mano: tono de piel medio y tono de piel claro medio, pareja, tono de piel claro medio, tono de piel medio
👭🏽	amor, gemelas, mujeres, mujeres de la mano: tono de piel medio, pareja, tono de piel medio
👩🏾‍🤝‍👩🏻	amor, gemelas, mujeres, mujeres de la mano: tono de piel oscuro medio y tono de piel claro, pareja, tono de piel claro, tono de piel oscuro medio
👩🏾‍🤝‍👩🏼	amor, gemelas, mujeres, mujeres de la mano: tono de piel oscuro medio y tono de piel claro medio, pareja, tono de piel claro medio, tono de piel oscuro medio
👩🏾‍🤝‍👩🏽	amor, gemelas, mujeres, mujeres de la mano: tono de piel oscuro medio y tono de piel medio, pareja, tono de piel medio, tono de piel oscuro medio
👭🏾	amor, gemelas, mujeres, mujeres de la mano: tono de piel oscuro medio, pareja, tono de piel oscuro medio
👩🏿‍🤝‍👩🏻	amor, gemelas, mujeres, mujeres de la mano: tono de piel oscuro y tono de piel claro, pareja, tono de piel claro, tono de piel oscuro
👩🏿‍🤝‍👩🏼	amor, gemelas, mujeres, mujeres de la mano: tono de piel oscuro y tono de piel claro medio, pareja, tono de piel claro medio, tono de piel oscuro
👩🏿‍🤝‍👩🏽	amor, gemelas, mujeres, mujeres de la mano: tono de piel oscuro y tono de piel medio, pareja, tono de piel medio, tono de piel oscuro
👩🏿‍🤝‍👩🏾	amor, gemelas, mujeres, mujeres de la mano: tono de piel oscuro y tono de piel oscuro medio, pareja, tono de piel oscuro, tono de piel oscuro medio
👭🏿	amor, gemelas, mujeres, mujeres de la mano: tono de piel oscuro, pareja, tono de piel oscuro
👫🏻	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel claro, novios, pareja, tono de piel claro
👩🏻‍🤝‍👨🏼	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel claro y tono de piel claro medio, novios, pareja, tono de piel claro, tono de piel claro medio
👩🏻‍🤝‍👨🏽	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel claro y tono de piel medio, novios, pareja, tono de piel claro, tono de piel medio
👩🏻‍🤝‍👨🏾	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel claro y tono de piel oscuro medio, novios, pareja, tono de piel claro, tono de piel oscuro medio
👩🏻‍🤝‍👨🏿	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel claro y tono de piel oscuro, novios, pareja, tono de piel claro, tono de piel oscuro
👩🏼‍🤝‍👨🏻	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel claro medio y tono de piel claro, novios, pareja, tono de piel claro, tono de piel claro medio
👫🏼	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel claro medio, novios, pareja, tono de piel claro medio
👩🏼‍🤝‍👨🏽	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel claro medio y tono de piel medio, novios, pareja, tono de piel claro medio, tono de piel medio
👩🏼‍🤝‍👨🏾	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel claro medio y tono de piel oscuro medio, novios, pareja, tono de piel claro medio, tono de piel oscuro medio
👩🏼‍🤝‍👨🏿	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel claro medio y tono de piel oscuro, novios, pareja, tono de piel claro medio, tono de piel oscuro
👩🏽‍🤝‍👨🏻	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel medio y tono de piel claro, novios, pareja, tono de piel claro, tono de piel medio
👩🏽‍🤝‍👨🏼	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel medio y tono de piel claro medio, novios, pareja, tono de piel claro medio, tono de piel medio
👫🏽	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel medio, novios, pareja, tono de piel medio
👩🏽‍🤝‍👨🏾	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel medio y tono de piel oscuro medio, novios, pareja, tono de piel medio, tono de piel oscuro medio
👩🏽‍🤝‍👨🏿	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel medio y tono de piel oscuro, novios, pareja, tono de piel medio, tono de piel oscuro
👩🏾‍🤝‍👨🏻	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel oscuro medio y tono de piel claro, novios, pareja, tono de piel claro, tono de piel oscuro medio
👩🏾‍🤝‍👨🏼	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel oscuro medio y tono de piel claro medio, novios, pareja, tono de piel claro medio, tono de piel oscuro medio
👩🏾‍🤝‍👨🏽	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel oscuro medio y tono de piel medio, novios, pareja, tono de piel medio, tono de piel oscuro medio
👫🏾	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel oscuro medio, novios, pareja, tono de piel oscuro medio
👩🏾‍🤝‍👨🏿	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel oscuro medio y tono de piel oscuro, novios, pareja, tono de piel oscuro, tono de piel oscuro medio
👩🏿‍🤝‍👨🏻	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel oscuro y tono de piel claro, novios, pareja, tono de piel claro, tono de piel oscuro
👩🏿‍🤝‍👨🏼	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel oscuro y tono de piel claro medio, novios, pareja, tono de piel claro medio, tono de piel oscuro
👩🏿‍🤝‍👨🏽	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel oscuro y tono de piel medio, novios, pareja, tono de piel medio, tono de piel oscuro
👩🏿‍🤝‍👨🏾	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel oscuro y tono de piel oscuro medio, novios, pareja, tono de piel oscuro, tono de piel oscuro medio
👫🏿	hombre, hombre y mujer de la mano, mujer, mujer y hombre de la mano, mujer y hombre de la mano: tono de piel oscuro, novios, pareja, tono de piel oscuro
👬	amor, gemelos, hombres, pareja
👬🏻	amor, gemelos, hombres, hombres de la mano: tono de piel claro, pareja, tono de piel claro
👨🏼‍🤝‍👨🏻	amor, gemelos, hombres, hombres de la mano: tono de piel claro medio y tono de piel claro, pareja, tono de piel claro, tono de piel claro medio
👬🏼	amor, gemelos, hombres, hombres de la mano: tono de piel claro medio, pareja, tono de piel claro medio
👨🏽‍🤝‍👨🏻	amor, gemelos, hombres, hombres de la mano: tono de piel medio y tono de piel claro, pareja, tono de piel claro, tono de piel medio
👨🏽‍🤝‍👨🏼	amor, gemelos, hombres, hombres de la mano: tono de piel medio y tono de piel claro medio, pareja, tono de piel claro medio, tono de piel medio
👬🏽	amor, gemelos, hombres, hombres de la mano: tono de piel medio, pareja, tono de piel medio
👨🏾‍🤝‍👨🏻	amor, gemelos, hombres, hombres de la mano: tono de piel oscuro medio y tono de piel claro, pareja, tono de piel claro, tono de piel oscuro medio
👨🏾‍🤝‍👨🏼	amor, gemelos, hombres, hombres de la mano: tono de piel oscuro medio y tono de piel claro medio, pareja, tono de piel claro medio, tono de piel oscuro medio
👨🏾‍🤝‍👨🏽	amor, gemelos, hombres, hombres de la mano: tono de piel oscuro medio y tono de piel medio, pareja, tono de piel medio, tono de piel oscuro medio
👬🏾	amor, gemelos, hombres, hombres de la mano: tono de piel oscuro medio, pareja, tono de piel oscuro medio
👨🏿‍🤝‍👨🏻	amor, gemelos, hombres, hombres de la mano: tono de piel oscuro y tono de piel claro, pareja, tono de piel claro, tono de piel oscuro
👨🏿‍🤝‍👨🏼	amor, gemelos, hombres, hombres de la mano: tono de piel oscuro y tono de piel claro medio, pareja, tono de piel claro medio, tono de piel oscuro
👨🏿‍🤝‍👨🏽	amor, gemelos, hombres, hombres de la mano: tono de piel oscuro y tono de piel medio, pareja, tono de piel medio, tono de piel oscuro
👨🏿‍🤝‍👨🏾	amor, gemelos, hombres, hombres de la mano: tono de piel oscuro y tono de piel oscuro medio, pareja, tono de piel oscuro, tono de piel oscuro medio
👬🏿	amor, gemelos, hombres, hombres de la mano: tono de piel oscuro, pareja, tono de piel oscuro
💏	beso
👩‍❤‍💋‍👨	beso, beso: mujer y hombre, hombre, mujer
👨‍❤‍💋‍👨	beso, beso: hombre y hombre, hombre
👩‍❤‍💋‍👩	beso, beso: mujer y mujer, mujer
💑	hombre y mujer enamorados
👩‍❤‍👨	hombre, hombre y mujer enamorados, hombre y mujer enamorados: mujer y hombre, mujer
👨‍❤‍👨	hombre, hombre y mujer enamorados, hombre y mujer enamorados: hombre y hombre
👩‍❤‍👩	hombre y mujer enamorados, hombre y mujer enamorados: mujer y mujer, mujer
👪️	familia, hija, hijo, madre, padre
👨‍👩‍👦	familia, hija, hijo, hombre, madre, mujer, niño, padre
👨‍👩‍👧	familia, hija, hijo, hombre, madre, mujer, niña, padre
👨‍👩‍👧‍👦	familia, hija, hijo, hombre, madre, mujer, niña, niño, padre
👨‍👩‍👦‍👦	familia, hija, hijo, hombre, madre, mujer, niño, padre
👨‍👩‍👧‍👧	familia, hija, hijo, hombre, madre, mujer, niña, padre
👨‍👨‍👦	familia, hija, hijo, hombre, madre, niño, padre
👨‍👨‍👧	familia, hija, hijo, hombre, madre, niña, padre
👨‍👨‍👧‍👦	familia, hija, hijo, hombre, madre, niña, niño, padre
👨‍👨‍👦‍👦	familia, hija, hijo, hombre, madre, niño, padre
👨‍👨‍👧‍👧	familia, hija, hijo, hombre, madre, niña, padre
👩‍👩‍👦	familia, hija, hijo, madre, mujer, niño, padre
👩‍👩‍👧	familia, hija, hijo, madre, mujer, niña, padre
👩‍👩‍👧‍👦	familia, hija, hijo, madre, mujer, niña, niño, padre
👩‍👩‍👦‍👦	familia, hija, hijo, madre, mujer, niño, padre
👩‍👩‍👧‍👧	familia, hija, hijo, madre, mujer, niña, padre
👨‍👦	familia, hija, hijo, hombre, madre, niño, padre
👨‍👦‍👦	familia, hija, hijo, hombre, madre, niño, padre
👨‍👧	familia, hija, hijo, hombre, madre, niña, padre
