😀	aurpegi, barre egiten ari den aurpegia, irribarre
💇🏼‍♂	3. mota, gizon, gizonezko, ilea mozten ari dioten gizona, ilea mozten ari dioten gizona: 3. mota, moztu
💇🏽‍♂	bitarteko azal-tonua, gizon, gizonezko, ilea mozten ari dioten gizona, ilea mozten ari dioten gizona: bitarteko azal-tonua, moztu
💇🏾‍♂	5. mota, gizon, gizonezko, ilea mozten ari dioten gizona, ilea mozten ari dioten gizona: 5. mota, moztu
💇🏿‍♂	6. mota, gizon, gizonezko, ilea mozten ari dioten gizona, ilea mozten ari dioten gizona: 6. mota, moztu
💇‍♀	emakume, emakumezko, ilea mozten ari dioten emakumea, moztu
💇🏻‍♀	1–2. mota, emakume, emakumezko, ilea mozten ari dioten emakumea, ilea mozten ari dioten emakumea: 1–2. mota, moztu
💇🏼‍♀	3. mota, emakume, emakumezko, ilea mozten ari dioten emakumea, ilea mozten ari dioten emakumea: 3. mota, moztu
💇🏽‍♀	bitarteko azal-tonua, emakume, emakumezko, ilea mozten ari dioten emakumea, ilea mozten ari dioten emakumea: bitarteko azal-tonua, moztu
💇🏾‍♀	5. mota, emakume, emakumezko, ilea mozten ari dioten emakumea, ilea mozten ari dioten emakumea: 5. mota, moztu
💇🏿‍♀	6. mota, emakume, emakumezko, ilea mozten ari dioten emakumea, ilea mozten ari dioten emakumea: 6. mota, moztu
🚶	ibili, oinez, oinez ari den pertsona
🚶🏻	1–2. mota, ibili, oinez, oinez ari den pertsona, oinez ari den pertsona: 1–2. mota
🚶🏼	3. mota, ibili, oinez, oinez ari den pertsona, oinez ari den pertsona: 3. mota
🚶🏽	bitarteko azal-tonua, ibili, oinez, oinez ari den pertsona, oinez ari den pertsona: bitarteko azal-tonua
🚶🏾	5. mota, ibili, oinez, oinez ari den pertsona, oinez ari den pertsona: 5. mota
🚶🏿	6. mota, ibili, oinez, oinez ari den pertsona, oinez ari den pertsona: 6. mota
🚶‍♂	gizon, gizonezko, ibili, oinez, oinez ari den gizona
🚶🏻‍♂	1–2. mota, gizon, gizonezko, ibili, oinez, oinez ari den gizona, oinez ari den gizona: 1–2. mota
🚶🏼‍♂	3. mota, gizon, gizonezko, ibili, oinez, oinez ari den gizona, oinez ari den gizona: 3. mota
🚶🏽‍♂	bitarteko azal-tonua, gizon, gizonezko, ibili, oinez, oinez ari den gizona, oinez ari den gizona: bitarteko azal-tonua
🚶🏾‍♂	5. mota, gizon, gizonezko, ibili, oinez, oinez ari den gizona, oinez ari den gizona: 5. mota
🚶🏿‍♂	6. mota, gizon, gizonezko, ibili, oinez, oinez ari den gizona, oinez ari den gizona: 6. mota
🚶‍♀	emakume, emakumezko, ibili, oinez, oinez ari den emakumea
🚶🏻‍♀	1–2. mota, emakume, emakumezko, ibili, oinez, oinez ari den emakumea, oinez ari den emakumea: 1–2. mota
🚶🏼‍♀	3. mota, emakume, emakumezko, ibili, oinez, oinez ari den emakumea, oinez ari den emakumea: 3. mota
🚶🏽‍♀	bitarteko azal-tonua, emakume, emakumezko, ibili, oinez, oinez ari den emakumea, oinez ari den emakumea: bitarteko azal-tonua
🚶🏾‍♀	5. mota, emakume, emakumezko, ibili, oinez, oinez ari den emakumea, oinez ari den emakumea: 5. mota
🚶🏿‍♀	6. mota, emakume, emakumezko, ibili, oinez, oinez ari den emakumea, oinez ari den emakumea: 6. mota
🧍	zutik, zutik dagoen pertsona, zutitu
🧍🏻	1–2. mota, zutik, zutik dagoen pertsona, zutik dagoen pertsona: 1–2. mota, zutitu
🧍🏼	3. mota, zutik, zutik dagoen pertsona, zutik dagoen pertsona: 3. mota, zutitu
🧍🏽	bitarteko azal-tonua, zutik, zutik dagoen pertsona, zutik dagoen pertsona: bitarteko azal-tonua, zutitu
🧍🏾	5. mota, zutik, zutik dagoen pertsona, zutik dagoen pertsona: 5. mota, zutitu
🧍🏿	6. mota, zutik, zutik dagoen pertsona, zutik dagoen pertsona: 6. mota, zutitu
🧍‍♂	gizon, gizonezko, zutik, zutik dagoen gizona
🧍🏻‍♂	1–2. mota, gizon, gizonezko, zutik, zutik dagoen gizona, zutik dagoen gizona: 1–2. mota
🧍🏼‍♂	3. mota, gizon, gizonezko, zutik, zutik dagoen gizona, zutik dagoen gizona: 3. mota
🧍🏽‍♂	bitarteko azal-tonua, gizon, gizonezko, zutik, zutik dagoen gizona, zutik dagoen gizona: bitarteko azal-tonua
🧍🏾‍♂	5. mota, gizon, gizonezko, zutik, zutik dagoen gizona, zutik dagoen gizona: 5. mota
🧍🏿‍♂	6. mota, gizon, gizonezko, zutik, zutik dagoen gizona, zutik dagoen gizona: 6. mota
🧍‍♀	emakume, emakumezko, zutik, zutik dagoen emakumea
🧍🏻‍♀	1–2. mota, emakume, emakumezko, zutik, zutik dagoen emakumea, zutik dagoen emakumea: 1–2. mota
🧍🏼‍♀	3. mota, emakume, emakumezko, zutik, zutik dagoen emakumea, zutik dagoen emakumea: 3. mota
🧍🏽‍♀	bitarteko azal-tonua, emakume, emakumezko, zutik, zutik dagoen emakumea, zutik dagoen emakumea: bitarteko azal-tonua
🧍🏾‍♀	5. mota, emakume, emakumezko, zutik, zutik dagoen emakumea, zutik dagoen emakumea: 5. mota
🧍🏿‍♀	6. mota, emakume, emakumezko, zutik, zutik dagoen emakumea, zutik dagoen emakumea: 6. mota
🧎	belaunikatu, belauniko, belauniko dagoen pertsona
🧎🏻	1–2. mota, belaunikatu, belauniko, belauniko dagoen pertsona, belauniko dagoen pertsona: 1–2. mota
🧎🏼	3. mota, belaunikatu, belauniko, belauniko dagoen pertsona, belauniko dagoen pertsona: 3. mota
🧎🏽	belaunikatu, belauniko, belauniko dagoen pertsona, belauniko dagoen pertsona: bitarteko azal-tonua, bitarteko azal-tonua
🧎🏾	5. mota, belaunikatu, belauniko, belauniko dagoen pertsona, belauniko dagoen pertsona: 5. mota
🧎🏿	6. mota, belaunikatu, belauniko, belauniko dagoen pertsona, belauniko dagoen pertsona: 6. mota
🧎‍♂	belauniko, belauniko dagoen gizona, gizon, gizonezko
🧎🏻‍♂	1–2. mota, belauniko, belauniko dagoen gizona, belauniko dagoen gizona: 1–2. mota, gizon, gizonezko
🧎🏼‍♂	3. mota, belauniko, belauniko dagoen gizona, belauniko dagoen gizona: 3. mota, gizon, gizonezko
🧎🏽‍♂	belauniko, belauniko dagoen gizona, belauniko dagoen gizona: bitarteko azal-tonua, bitarteko azal-tonua, gizon, gizonezko
🧎🏾‍♂	5. mota, belauniko, belauniko dagoen gizona, belauniko dagoen gizona: 5. mota, gizon, gizonezko
🧎🏿‍♂	6. mota, belauniko, belauniko dagoen gizona, belauniko dagoen gizona: 6. mota, gizon, gizonezko
🧎‍♀	belauniko, belauniko dagoen emakumea, emakume, emakumezko
🧎🏻‍♀	1–2. mota, belauniko, belauniko dagoen emakumea, belauniko dagoen emakumea: 1–2. mota, emakume, emakumezko
🧎🏼‍♀	3. mota, belauniko, belauniko dagoen emakumea, belauniko dagoen emakumea: 3. mota, emakume, emakumezko
🧎🏽‍♀	belauniko, belauniko dagoen emakumea, belauniko dagoen emakumea: bitarteko azal-tonua, bitarteko azal-tonua, emakume, emakumezko
🧎🏾‍♀	5. mota, belauniko, belauniko dagoen emakumea, belauniko dagoen emakumea: 5. mota, emakume, emakumezko
🧎🏿‍♀	6. mota, belauniko, belauniko dagoen emakumea, belauniko dagoen emakumea: 6. mota, emakume, emakumezko
👨‍🦯	gizon, gizonezko, irisgarritasun, itsu, itsu-makila daraman gizona
👨🏻‍🦯	1–2. mota, gizon, gizonezko, irisgarritasun, itsu, itsu-makila daraman gizona, itsu-makila daraman gizona: 1–2. mota
👨🏼‍🦯	3. mota, gizon, gizonezko, irisgarritasun, itsu, itsu-makila daraman gizona, itsu-makila daraman gizona: 3. mota
👨🏽‍🦯	bitarteko azal-tonua, gizon, gizonezko, irisgarritasun, itsu, itsu-makila daraman gizona, itsu-makila daraman gizona: bitarteko azal-tonua
👨🏾‍🦯	5. mota, gizon, gizonezko, irisgarritasun, itsu, itsu-makila daraman gizona, itsu-makila daraman gizona: 5. mota
👨🏿‍🦯	6. mota, gizon, gizonezko, irisgarritasun, itsu, itsu-makila daraman gizona, itsu-makila daraman gizona: 6. mota
👩‍🦯	emakume, emakumezko, irisgarritasun, itsu, itsu-makila daraman emakumea
👩🏻‍🦯	1–2. mota, emakume, emakumezko, irisgarritasun, itsu, itsu-makila daraman emakumea, itsu-makila daraman emakumea: 1–2. mota
👩🏼‍🦯	3. mota, emakume, emakumezko, irisgarritasun, itsu, itsu-makila daraman emakumea, itsu-makila daraman emakumea: 3. mota
👩🏽‍🦯	bitarteko azal-tonua, emakume, emakumezko, irisgarritasun, itsu, itsu-makila daraman emakumea, itsu-makila daraman emakumea: bitarteko azal-tonua
👩🏾‍🦯	5. mota, emakume, emakumezko, irisgarritasun, itsu, itsu-makila daraman emakumea, itsu-makila daraman emakumea: 5. mota
👩🏿‍🦯	6. mota, emakume, emakumezko, irisgarritasun, itsu, itsu-makila daraman emakumea, itsu-makila daraman emakumea: 6. mota
👨‍🦼	gizon, gizonezko, gurpil-aulki, gurpil-aulki motordunean doan gizona, irisgarritasun
👨🏻‍🦼	1–2. mota, gizon, gizonezko, gurpil-aulki, gurpil-aulki motordunean doan gizona, gurpil-aulki motordunean doan gizona: 1–2. mota, irisgarritasun
👨🏼‍🦼	3. mota, gizon, gizonezko, gurpil-aulki, gurpil-aulki motordunean doan gizona, gurpil-aulki motordunean doan gizona: 3. mota, irisgarritasun
👨🏽‍🦼	bitarteko azal-tonua, gizon, gizonezko, gurpil-aulki, gurpil-aulki motordunean doan gizona, gurpil-aulki motordunean doan gizona: bitarteko azal-tonua, irisgarritasun
👨🏾‍🦼	5. mota, gizon, gizonezko, gurpil-aulki, gurpil-aulki motordunean doan gizona, gurpil-aulki motordunean doan gizona: 5. mota, irisgarritasun
👨🏿‍🦼	6. mota, gizon, gizonezko, gurpil-aulki, gurpil-aulki motordunean doan gizona, gurpil-aulki motordunean doan gizona: 6. mota, irisgarritasun
👩‍🦼	emakume, emakumezko, gurpil-aulki, gurpil-aulki motordunean doan emakumea, irisgarritasun
👩🏻‍🦼	1–2. mota, emakume, emakumezko, gurpil-aulki, gurpil-aulki motordunean doan emakumea, gurpil-aulki motordunean doan emakumea: 1–2. mota, irisgarritasun
👩🏼‍🦼	3. mota, emakume, emakumezko, gurpil-aulki, gurpil-aulki motordunean doan emakumea, gurpil-aulki motordunean doan emakumea: 3. mota, irisgarritasun
👩🏽‍🦼	bitarteko azal-tonua, emakume, emakumezko, gurpil-aulki, gurpil-aulki motordunean doan emakumea, gurpil-aulki motordunean doan emakumea: bitarteko azal-tonua, irisgarritasun
👩🏾‍🦼	5. mota, emakume, emakumezko, gurpil-aulki, gurpil-aulki motordunean doan emakumea, gurpil-aulki motordunean doan emakumea: 5. mota, irisgarritasun
👩🏿‍🦼	6. mota, emakume, emakumezko, gurpil-aulki, gurpil-aulki motordunean doan emakumea, gurpil-aulki motordunean doan emakumea: 6. mota, irisgarritasun
👨‍🦽	eskuzko gurpil-aulkian doan gizona, gizon, gizonezko, gurpil-aulki, irisgarritasun
👨🏻‍🦽	1–2. mota, eskuzko gurpil-aulkian doan gizona, eskuzko gurpil-aulkian doan gizona: 1–2. mota, gizon, gizonezko, gurpil-aulki, irisgarritasun
👨🏼‍🦽	3. mota, eskuzko gurpil-aulkian doan gizona, eskuzko gurpil-aulkian doan gizona: 3. mota, gizon, gizonezko, gurpil-aulki, irisgarritasun
👨🏽‍🦽	bitarteko azal-tonua, eskuzko gurpil-aulkian doan gizona, eskuzko gurpil-aulkian doan gizona: bitarteko azal-tonua, gizon, gizonezko, gurpil-aulki, irisgarritasun
👨🏾‍🦽	5. mota, eskuzko gurpil-aulkian doan gizona, eskuzko gurpil-aulkian doan gizona: 5. mota, gizon, gizonezko, gurpil-aulki, irisgarritasun
👨🏿‍🦽	6. mota, eskuzko gurpil-aulkian doan gizona, eskuzko gurpil-aulkian doan gizona: 6. mota, gizon, gizonezko, gurpil-aulki, irisgarritasun
👩‍🦽	emakume, emakumezko, eskuzko gurpil-aulkian doan emakumea, gurpil-aulki, irisgarritasun
👩🏻‍🦽	1–2. mota, emakume, emakumezko, eskuzko gurpil-aulkian doan emakumea, eskuzko gurpil-aulkian doan emakumea: 1–2. mota, gurpil-aulki, irisgarritasun
👩🏼‍🦽	3. mota, emakume, emakumezko, eskuzko gurpil-aulkian doan emakumea, eskuzko gurpil-aulkian doan emakumea: 3. mota, gurpil-aulki, irisgarritasun
👩🏽‍🦽	bitarteko azal-tonua, emakume, emakumezko, eskuzko gurpil-aulkian doan emakumea, eskuzko gurpil-aulkian doan emakumea: bitarteko azal-tonua, gurpil-aulki, irisgarritasun
👩🏾‍🦽	5. mota, emakume, emakumezko, eskuzko gurpil-aulkian doan emakumea, eskuzko gurpil-aulkian doan emakumea: 5. mota, gurpil-aulki, irisgarritasun
👩🏿‍🦽	6. mota, emakume, emakumezko, eskuzko gurpil-aulkian doan emakumea, eskuzko gurpil-aulkian doan emakumea: 6. mota, gurpil-aulki, irisgarritasun
🏃	korrika, korrika ari den pertsona, maratoi
🏃🏻	1–2. mota, korrika, korrika ari den pertsona, korrika ari den pertsona: 1–2. mota, maratoi
🏃🏼	3. mota, korrika, korrika ari den pertsona, korrika ari den pertsona: 3. mota, maratoi
🏃🏽	bitarteko azal-tonua, korrika, korrika ari den pertsona, korrika ari den pertsona: bitarteko azal-tonua, maratoi
🏃🏾	5. mota, korrika, korrika ari den pertsona, korrika ari den pertsona: 5. mota, maratoi
🏃🏿	6. mota, korrika, korrika ari den pertsona, korrika ari den pertsona: 6. mota, maratoi
🏃‍♂	gizon, korrika, korrika ari den gizona, lasterketa, maratoi
🏃🏻‍♂	1–2. mota, gizon, korrika, korrika ari den gizona, korrika ari den gizona: 1–2. mota, lasterketa, maratoi
🏃🏼‍♂	3. mota, gizon, korrika, korrika ari den gizona, korrika ari den gizona: 3. mota, lasterketa, maratoi
🏃🏽‍♂	bitarteko azal-tonua, gizon, korrika, korrika ari den gizona, korrika ari den gizona: bitarteko azal-tonua, lasterketa, maratoi
🏃🏾‍♂	5. mota, gizon, korrika, korrika ari den gizona, korrika ari den gizona: 5. mota, lasterketa, maratoi
🏃🏿‍♂	6. mota, gizon, korrika, korrika ari den gizona, korrika ari den gizona: 6. mota, lasterketa, maratoi
🏃‍♀	emakume, korrika, korrika ari den emakumea, lasterketa, maratoi
🏃🏻‍♀	1–2. mota, emakume, korrika, korrika ari den emakumea, korrika ari den emakumea: 1–2. mota, lasterketa, maratoi
🏃🏼‍♀	3. mota, emakume, korrika, korrika ari den emakumea, korrika ari den emakumea: 3. mota, lasterketa, maratoi
🏃🏽‍♀	bitarteko azal-tonua, emakume, korrika, korrika ari den emakumea, korrika ari den emakumea: bitarteko azal-tonua, lasterketa, maratoi
🏃🏾‍♀	5. mota, emakume, korrika, korrika ari den emakumea, korrika ari den emakumea: 5. mota, lasterketa, maratoi
🏃🏿‍♀	6. mota, emakume, korrika, korrika ari den emakumea, korrika ari den emakumea: 6. mota, lasterketa, maratoi
💃	dantza, dantzan ari den emakumea, emakume
💃🏻	1–2. mota, dantza, dantzan ari den emakumea, dantzan ari den emakumea: 1–2. mota, emakume
💃🏼	3. mota, dantza, dantzan ari den emakumea, dantzan ari den emakumea: 3. mota, emakume
💃🏽	bitarteko azal-tonua, dantza, dantzan ari den emakumea, dantzan ari den emakumea: bitarteko azal-tonua, emakume
💃🏾	5. mota, dantza, dantzan ari den emakumea, dantzan ari den emakumea: 5. mota, emakume
💃🏿	6. mota, dantza, dantzan ari den emakumea, dantzan ari den emakumea: 6. mota, emakume
🕺	dantza, gizon, gizona dantzan
🕺🏻	1–2. mota, dantza, gizon, gizona dantzan, gizona dantzan: 1–2. mota
🕺🏼	3. mota, dantza, gizon, gizona dantzan, gizona dantzan: 3. mota
🕺🏽	bitarteko azal-tonua, dantza, gizon, gizona dantzan, gizona dantzan: bitarteko azal-tonua
🕺🏾	5. mota, dantza, gizon, gizona dantzan, gizona dantzan: 5. mota
🕺🏿	6. mota, dantza, gizon, gizona dantzan, gizona dantzan: 6. mota
🕴️	enpresa, gizon, traje, trajea daraman eta lebitatzen ari den gizona
🕴🏻	1–2. mota, enpresa, gizon, traje, trajea daraman eta lebitatzen ari den gizona, trajea daraman eta lebitatzen ari den gizona: 1–2. mota
🕴🏼	3. mota, enpresa, gizon, traje, trajea daraman eta lebitatzen ari den gizona, trajea daraman eta lebitatzen ari den gizona: 3. mota
🕴🏽	bitarteko azal-tonua, enpresa, gizon, traje, trajea daraman eta lebitatzen ari den gizona, trajea daraman eta lebitatzen ari den gizona: bitarteko azal-tonua
🕴🏾	5. mota, enpresa, gizon, traje, trajea daraman eta lebitatzen ari den gizona, trajea daraman eta lebitatzen ari den gizona: 5. mota
🕴🏿	6. mota, enpresa, gizon, traje, trajea daraman eta lebitatzen ari den gizona, trajea daraman eta lebitatzen ari den gizona: 6. mota
👯	belarri, dantzari, neska, parrandan ari den jendea, untxi
👯‍♂	belarri, dantzari, parranda, parrandan ari diren gizonak, parrandan ari diren pertsonak, untxi
👯‍♀	belarri, dantzari, parranda, parrandan ari diren emakumeak, parrandan ari diren pertsonak, untxi
🧖	lurrun-gela, pertsona bat lurrun-gelan, sauna
🧖🏻	1–2. mota, lurrun-gela, pertsona bat lurrun-gelan, pertsona bat lurrun-gelan: 1–2. mota, sauna
🧖🏼	3. mota, lurrun-gela, pertsona bat lurrun-gelan, pertsona bat lurrun-gelan: 3. mota, sauna
🧖🏽	bitarteko azal-tonua, lurrun-gela, pertsona bat lurrun-gelan, pertsona bat lurrun-gelan: bitarteko azal-tonua, sauna
🧖🏾	5. mota, lurrun-gela, pertsona bat lurrun-gelan, pertsona bat lurrun-gelan: 5. mota, sauna
🧖🏿	6. mota, lurrun-gela, pertsona bat lurrun-gelan, pertsona bat lurrun-gelan: 6. mota, sauna
🧖‍♂	gizon bat lurrun-gelan, lurrun-gela, sauna
🧖🏻‍♂	1–2. mota, gizon bat lurrun-gelan, gizon bat lurrun-gelan: 1–2. mota, lurrun-gela, sauna
🧖🏼‍♂	3. mota, gizon bat lurrun-gelan, gizon bat lurrun-gelan: 3. mota, lurrun-gela, sauna
🧖🏽‍♂	bitarteko azal-tonua, gizon bat lurrun-gelan, gizon bat lurrun-gelan: bitarteko azal-tonua, lurrun-gela, sauna
🧖🏾‍♂	5. mota, gizon bat lurrun-gelan, gizon bat lurrun-gelan: 5. mota, lurrun-gela, sauna
🧖🏿‍♂	6. mota, gizon bat lurrun-gelan, gizon bat lurrun-gelan: 6. mota, lurrun-gela, sauna
🧖‍♀	emakume bat lurrun-gelan, lurrun-gela, sauna
🧖🏻‍♀	1–2. mota, emakume bat lurrun-gelan, emakume bat lurrun-gelan: 1–2. mota, lurrun-gela, sauna
🧖🏼‍♀	3. mota, emakume bat lurrun-gelan, emakume bat lurrun-gelan: 3. mota, lurrun-gela, sauna
🧖🏽‍♀	bitarteko azal-tonua, emakume bat lurrun-gelan, emakume bat lurrun-gelan: bitarteko azal-tonua, lurrun-gela, sauna
🧖🏾‍♀	5. mota, emakume bat lurrun-gelan, emakume bat lurrun-gelan: 5. mota, lurrun-gela, sauna
🧖🏿‍♀	6. mota, emakume bat lurrun-gelan, emakume bat lurrun-gelan: 6. mota, lurrun-gela, sauna
🧗	eskalatzailea, pertsona bat eskalatzen
🧗🏻	1–2. mota, eskalatzailea, pertsona bat eskalatzen, pertsona bat eskalatzen: 1–2. mota
🧗🏼	3. mota, eskalatzailea, pertsona bat eskalatzen, pertsona bat eskalatzen: 3. mota
🧗🏽	bitarteko azal-tonua, eskalatzailea, pertsona bat eskalatzen, pertsona bat eskalatzen: bitarteko azal-tonua
🧗🏾	5. mota, eskalatzailea, pertsona bat eskalatzen, pertsona bat eskalatzen: 5. mota
🧗🏿	6. mota, eskalatzailea, pertsona bat eskalatzen, pertsona bat eskalatzen: 6. mota
🧗‍♂	eskalatzaile, gizon eskalatzaile
🧗🏻‍♂	1–2. mota, eskalatzaile, gizon eskalatzaile, gizon eskalatzaile: 1–2. mota
🧗🏼‍♂	3. mota, eskalatzaile, gizon eskalatzaile, gizon eskalatzaile: 3. mota
🧗🏽‍♂	bitarteko azal-tonua, eskalatzaile, gizon eskalatzaile, gizon eskalatzaile: bitarteko azal-tonua
🧗🏾‍♂	5. mota, eskalatzaile, gizon eskalatzaile, gizon eskalatzaile: 5. mota
🧗🏿‍♂	6. mota, eskalatzaile, gizon eskalatzaile, gizon eskalatzaile: 6. mota
🧗‍♀	emakume eskalatzaile, eskalatzaile
🧗🏻‍♀	1–2. mota, emakume eskalatzaile, emakume eskalatzaile: 1–2. mota, eskalatzaile
🧗🏼‍♀	3. mota, emakume eskalatzaile, emakume eskalatzaile: 3. mota, eskalatzaile
🧗🏽‍♀	bitarteko azal-tonua, emakume eskalatzaile, emakume eskalatzaile: bitarteko azal-tonua, eskalatzaile
🧗🏾‍♀	5. mota, emakume eskalatzaile, emakume eskalatzaile: 5. mota, eskalatzaile
🧗🏿‍♀	6. mota, emakume eskalatzaile, emakume eskalatzaile: 6. mota, eskalatzaile
🤺	eskrima, eskrimalari, eskrimalaria, ezpata, kirol, pertsona
🏇	lasterketa, zaldi, zaldi-lasterketa, zaldizko
🏇🏻	1–2. mota, lasterketa, zaldi, zaldi-lasterketa, zaldi-lasterketa: 1–2. mota, zaldizko
🏇🏼	3. mota, lasterketa, zaldi, zaldi-lasterketa, zaldi-lasterketa: 3. mota, zaldizko
🏇🏽	bitarteko azal-tonua, lasterketa, zaldi, zaldi-lasterketa, zaldi-lasterketa: bitarteko azal-tonua, zaldizko
🏇🏾	5. mota, lasterketa, zaldi, zaldi-lasterketa, zaldi-lasterketa: 5. mota, zaldizko
🏇🏿	6. mota, lasterketa, zaldi, zaldi-lasterketa, zaldi-lasterketa: 6. mota, zaldizko
⛷️	elur, eski, eskiatzailea
🏂️	elur, eski, snowboard, snowboardlaria
🏂🏻	1–2. mota, elur, eski, snowboard, snowboardlaria, snowboardlaria: 1–2. mota
🏂🏼	3. mota, elur, eski, snowboard, snowboardlaria, snowboardlaria: 3. mota
🏂🏽	bitarteko azal-tonua, elur, eski, snowboard, snowboardlaria, snowboardlaria: bitarteko azal-tonua
🏂🏾	5. mota, elur, eski, snowboard, snowboardlaria, snowboardlaria: 5. mota
🏂🏿	6. mota, elur, eski, snowboard, snowboardlaria, snowboardlaria: 6. mota
🏌️	golf, golflaria, pilota
🏌🏻	1–2. mota, golf, golflaria, golflaria: 1–2. mota, pilota
🏌🏼	3. mota, golf, golflaria, golflaria: 3. mota, pilota
🏌🏽	bitarteko azal-tonua, golf, golflaria, golflaria: bitarteko azal-tonua, pilota
🏌🏾	5. mota, golf, golflaria, golflaria: 5. mota, pilota
🏌🏿	6. mota, golf, golflaria, golflaria: 6. mota, pilota
🏌‍♂	gizon, gizon golflaria, gizonezko, golf
🏌🏻‍♂	1–2. mota, gizon, gizon golflaria, gizon golflaria: 1–2. mota, gizonezko, golf
🏌🏼‍♂	3. mota, gizon, gizon golflaria, gizon golflaria: 3. mota, gizonezko, golf
🏌🏽‍♂	bitarteko azal-tonua, gizon, gizon golflaria, gizon golflaria: bitarteko azal-tonua, gizonezko, golf
🏌🏾‍♂	5. mota, gizon, gizon golflaria, gizon golflaria: 5. mota, gizonezko, golf
🏌🏿‍♂	6. mota, gizon, gizon golflaria, gizon golflaria: 6. mota, gizonezko, golf
🏌‍♀	emakume, emakume golflaria, emakumezko, golf
🏌🏻‍♀	1–2. mota, emakume, emakume golflaria, emakume golflaria: 1–2. mota, emakumezko, golf
🏌🏼‍♀	3. mota, emakume, emakume golflaria, emakume golflaria: 3. mota, emakumezko, golf
🏌🏽‍♀	bitarteko azal-tonua, emakume, emakume golflaria, emakume golflaria: bitarteko azal-tonua, emakumezko, golf
🏌🏾‍♀	5. mota, emakume, emakume golflaria, emakume golflaria: 5. mota, emakumezko, golf
🏌🏿‍♀	6. mota, emakume, emakume golflaria, emakume golflaria: 6. mota, emakumezko, golf
🏄️	surf, surflaria
🏄🏻	1–2. mota, surf, surflaria, surflaria: 1–2. mota
🏄🏼	3. mota, surf, surflaria, surflaria: 3. mota
🏄🏽	bitarteko azal-tonua, surf, surflaria, surflaria: bitarteko azal-tonua
🏄🏾	5. mota, surf, surflaria, surflaria: 5. mota
🏄🏿	6. mota, surf, surflaria, surflaria: 6. mota
🏄‍♂	gizon, gizon surflaria, gizonezko, surf
🏄🏻‍♂	1–2. mota, gizon, gizon surflaria, gizon surflaria: 1–2. mota, gizonezko, surf
🏄🏼‍♂	3. mota, gizon, gizon surflaria, gizon surflaria: 3. mota, gizonezko, surf
🏄🏽‍♂	bitarteko azal-tonua, gizon, gizon surflaria, gizon surflaria: bitarteko azal-tonua, gizonezko, surf
🏄🏾‍♂	5. mota, gizon, gizon surflaria, gizon surflaria: 5. mota, gizonezko, surf
🏄🏿‍♂	6. mota, gizon, gizon surflaria, gizon surflaria: 6. mota, gizonezko, surf
🏄‍♀	emakume, emakume surflaria, emakumezko, surf
🏄🏻‍♀	1–2. mota, emakume, emakume surflaria, emakume surflaria: 1–2. mota, emakumezko, surf
🏄🏼‍♀	3. mota, emakume, emakume surflaria, emakume surflaria: 3. mota, emakumezko, surf
🏄🏽‍♀	bitarteko azal-tonua, emakume, emakume surflaria, emakume surflaria: bitarteko azal-tonua, emakumezko, surf
🏄🏾‍♀	5. mota, emakume, emakume surflaria, emakume surflaria: 5. mota, emakumezko, surf
🏄🏿‍♀	6. mota, emakume, emakume surflaria, emakume surflaria: 6. mota, emakumezko, surf
🚣	arraun, arraunlaria, ibilgailu, ontzi
🚣🏻	1–2. mota, arraun, arraunlaria, arraunlaria: 1–2. mota, ibilgailu, ontzi
🚣🏼	3. mota, arraun, arraunlaria, arraunlaria: 3. mota, ibilgailu, ontzi
🚣🏽	arraun, arraunlaria, arraunlaria: bitarteko azal-tonua, bitarteko azal-tonua, ibilgailu, ontzi
🚣🏾	5. mota, arraun, arraunlaria, arraunlaria: 5. mota, ibilgailu, ontzi
🚣🏿	6. mota, arraun, arraunlaria, arraunlaria: 6. mota, ibilgailu, ontzi
🚣‍♂	arraun, gizon, gizon arraunlaria, gizonezko, ontzi
🚣🏻‍♂	1–2. mota, arraun, gizon, gizon arraunlaria, gizon arraunlaria: 1–2. mota, gizonezko, ontzi
🚣🏼‍♂	3. mota, arraun, gizon, gizon arraunlaria, gizon arraunlaria: 3. mota, gizonezko, ontzi
🚣🏽‍♂	arraun, bitarteko azal-tonua, gizon, gizon arraunlaria, gizon arraunlaria: bitarteko azal-tonua, gizonezko, ontzi
🚣🏾‍♂	5. mota, arraun, gizon, gizon arraunlaria, gizon arraunlaria: 5. mota, gizonezko, ontzi
🚣🏿‍♂	6. mota, arraun, gizon, gizon arraunlaria, gizon arraunlaria: 6. mota, gizonezko, ontzi
🚣‍♀	arraun, emakume, emakume arraunlaria, emakumezko, ontzi
🚣🏻‍♀	1–2. mota, arraun, emakume, emakume arraunlaria, emakume arraunlaria: 1–2. mota, emakumezko, ontzi
🚣🏼‍♀	3. mota, arraun, emakume, emakume arraunlaria, emakume arraunlaria: 3. mota, emakumezko, ontzi
🚣🏽‍♀	arraun, bitarteko azal-tonua, emakume, emakume arraunlaria, emakume arraunlaria: bitarteko azal-tonua, emakumezko, ontzi
🚣🏾‍♀	5. mota, arraun, emakume, emakume arraunlaria, emakume arraunlaria: 5. mota, emakumezko, ontzi
🚣🏿‍♀	6. mota, arraun, emakume, emakume arraunlaria, emakume arraunlaria: 6. mota, emakumezko, ontzi
🏊️	igeri, igerilaria
🏊🏻	1–2. mota, igeri, igerilaria, igerilaria: 1–2. mota
