😀	aurpegi, barre egiten ari den aurpegia, irribarre
👩🏽‍🚀	astronauta, bitarteko azal-tonua, emakume, emakume astronauta: bitarteko azal-tonua, emakumezko, espazioa, suziri
👩🏾‍🚀	5. mota, astronauta, emakume, emakume astronauta: 5. mota, emakumezko, espazioa, suziri
👩🏿‍🚀	6. mota, astronauta, emakume, emakume astronauta: 6. mota, emakumezko, espazioa, suziri
👨‍🚒	gizon, gizon suhiltzailea, gizonezko, suhiltzaile, suhiltzaile-kamioi
👨🏻‍🚒	1–2. mota, gizon, gizon suhiltzailea, gizon suhiltzailea: 1–2. mota, gizonezko, suhiltzaile, suhiltzaile-kamioi
👨🏼‍🚒	3. mota, gizon, gizon suhiltzailea, gizon suhiltzailea: 3. mota, gizonezko, suhiltzaile, suhiltzaile-kamioi
👨🏽‍🚒	bitarteko azal-tonua, gizon, gizon suhiltzailea, gizon suhiltzailea: bitarteko azal-tonua, gizonezko, suhiltzaile, suhiltzaile-kamioi
👨🏾‍🚒	5. mota, gizon, gizon suhiltzailea, gizon suhiltzailea: 5. mota, gizonezko, suhiltzaile, suhiltzaile-kamioi
👨🏿‍🚒	6. mota, gizon, gizon suhiltzailea, gizon suhiltzailea: 6. mota, gizonezko, suhiltzaile, suhiltzaile-kamioi
👩‍🚒	emakume, emakume suhiltzailea, emakumezko, suhiltzaile, suhiltzaile-kamioi
👩🏻‍🚒	1–2. mota, emakume, emakume suhiltzailea, emakume suhiltzailea: 1–2. mota, emakumezko, suhiltzaile, suhiltzaile-kamioi
👩🏼‍🚒	3. mota, emakume, emakume suhiltzailea, emakume suhiltzailea: 3. mota, emakumezko, suhiltzaile, suhiltzaile-kamioi
👩🏽‍🚒	bitarteko azal-tonua, emakume, emakume suhiltzailea, emakume suhiltzailea: bitarteko azal-tonua, emakumezko, suhiltzaile, suhiltzaile-kamioi
👩🏾‍🚒	5. mota, emakume, emakume suhiltzailea, emakume suhiltzailea: 5. mota, emakumezko, suhiltzaile, suhiltzaile-kamioi
👩🏿‍🚒	6. mota, emakume, emakume suhiltzailea, emakume suhiltzailea: 6. mota, emakumezko, suhiltzaile, suhiltzaile-kamioi
👮	aginte, polizia
👮🏻	1–2. mota, aginte, polizia, polizia: 1–2. mota
👮🏼	3. mota, aginte, polizia, polizia: 3. mota
👮🏽	aginte, bitarteko azal-tonua, polizia, polizia: bitarteko azal-tonua
👮🏾	5. mota, aginte, polizia, polizia: 5. mota
👮🏿	6. mota, aginte, polizia, polizia: 6. mota
👮‍♂	aginte, gizon, gizon polizia, gizonezko, polizia
👮🏻‍♂	1–2. mota, aginte, gizon, gizon polizia: 1–2. mota, gizonezko, polizia
👮🏼‍♂	3. mota, aginte, gizon, gizon polizia: 3. mota, gizonezko, polizia
👮🏽‍♂	aginte, bitarteko azal-tonua, gizon, gizon polizia: bitarteko azal-tonua, gizonezko, polizia
👮🏾‍♂	5. mota, aginte, gizon, gizon polizia: 5. mota, gizonezko, polizia
👮🏿‍♂	6. mota, aginte, gizon, gizon polizia: 6. mota, gizonezko, polizia
👮‍♀	aginte, emakume, emakume polizia, emakumezko, polizia
👮🏻‍♀	1–2. mota, aginte, emakume, emakume polizia: 1–2. mota, emakumezko, polizia
👮🏼‍♀	3. mota, aginte, emakume, emakume polizia: 3. mota, emakumezko, polizia
👮🏽‍♀	aginte, bitarteko azal-tonua, emakume, emakume polizia: bitarteko azal-tonua, emakumezko, polizia
👮🏾‍♀	5. mota, aginte, emakume, emakume polizia: 5. mota, emakumezko, polizia
👮🏿‍♀	6. mota, aginte, emakume, emakume polizia: 6. mota, emakumezko, polizia
🕵️	detektibe, detektibea, espia
🕵🏻	1–2. mota, detektibe, detektibea, detektibea: 1–2. mota, espia
🕵🏼	3. mota, detektibe, detektibea, detektibea: 3. mota, espia
🕵🏽	bitarteko azal-tonua, detektibe, detektibea, detektibea: bitarteko azal-tonua, espia
🕵🏾	5. mota, detektibe, detektibea, detektibea: 5. mota, espia
🕵🏿	6. mota, detektibe, detektibea, detektibea: 6. mota, espia
🕵‍♂	detektibe, espia, gizon, gizon detektibea, gizonezko
🕵🏻‍♂	1–2. mota, detektibe, espia, gizon, gizon detektibea, gizon detektibea: 1–2. mota, gizonezko
🕵🏼‍♂	3. mota, detektibe, espia, gizon, gizon detektibea, gizon detektibea: 3. mota, gizonezko
🕵🏽‍♂	bitarteko azal-tonua, detektibe, espia, gizon, gizon detektibea, gizon detektibea: bitarteko azal-tonua, gizonezko
🕵🏾‍♂	5. mota, detektibe, espia, gizon, gizon detektibea, gizon detektibea: 5. mota, gizonezko
🕵🏿‍♂	6. mota, detektibe, espia, gizon, gizon detektibea, gizon detektibea: 6. mota, gizonezko
🕵‍♀	detektibe, emakume, emakume detektibea, emakumezko, espia
🕵🏻‍♀	1–2. mota, detektibe, emakume, emakume detektibea, emakume detektibea: 1–2. mota, emakumezko, espia
🕵🏼‍♀	3. mota, detektibe, emakume, emakume detektibea, emakume detektibea: 3. mota, emakumezko, espia
🕵🏽‍♀	bitarteko azal-tonua, detektibe, emakume, emakume detektibea, emakume detektibea: bitarteko azal-tonua, emakumezko, espia
🕵🏾‍♀	5. mota, detektibe, emakume, emakume detektibea, emakume detektibea: 5. mota, emakumezko, espia
🕵🏿‍♀	6. mota, detektibe, emakume, emakume detektibea, emakume detektibea: 6. mota, emakumezko, espia
💂	zaindari, zaindaria
💂🏻	1–2. mota, zaindari, zaindaria, zaindaria: 1–2. mota
💂🏼	3. mota, zaindari, zaindaria, zaindaria: 3. mota
💂🏽	bitarteko azal-tonua, zaindari, zaindaria, zaindaria: bitarteko azal-tonua
💂🏾	5. mota, zaindari, zaindaria, zaindaria: 5. mota
💂🏿	6. mota, zaindari, zaindaria, zaindaria: 6. mota
💂‍♂	gizon, gizon zaindaria, gizonezko, zaindari
💂🏻‍♂	1–2. mota, gizon, gizon zaindaria, gizon zaindaria: 1–2. mota, gizonezko, zaindari
💂🏼‍♂	3. mota, gizon, gizon zaindaria, gizon zaindaria: 3. mota, gizonezko, zaindari
💂🏽‍♂	bitarteko azal-tonua, gizon, gizon zaindaria, gizon zaindaria: bitarteko azal-tonua, gizonezko, zaindari
💂🏾‍♂	5. mota, gizon, gizon zaindaria, gizon zaindaria: 5. mota, gizonezko, zaindari
💂🏿‍♂	6. mota, gizon, gizon zaindaria, gizon zaindaria: 6. mota, gizonezko, zaindari
💂‍♀	emakume, emakume zaindaria, emakumezko, zaindari
💂🏻‍♀	1–2. mota, emakume, emakume zaindaria, emakume zaindaria: 1–2. mota, emakumezko, zaindari
💂🏼‍♀	3. mota, emakume, emakume zaindaria, emakume zaindaria: 3. mota, emakumezko, zaindari
💂🏽‍♀	bitarteko azal-tonua, emakume, emakume zaindaria, emakume zaindaria: bitarteko azal-tonua, emakumezko, zaindari
💂🏾‍♀	5. mota, emakume, emakume zaindaria, emakume zaindaria: 5. mota, emakumezko, zaindari
💂🏿‍♀	6. mota, emakume, emakume zaindaria, emakume zaindaria: 6. mota, emakumezko, zaindari
👷	eraikuntza, eskulangilea, kasko, langile
👷🏻	1–2. mota, eraikuntza, eskulangilea, eskulangilea: 1–2. mota, kasko, langile
👷🏼	3. mota, eraikuntza, eskulangilea, eskulangilea: 3. mota, kasko, langile
👷🏽	bitarteko azal-tonua, eraikuntza, eskulangilea, eskulangilea: bitarteko azal-tonua, kasko, langile
👷🏾	5. mota, eraikuntza, eskulangilea, eskulangilea: 5. mota, kasko, langile
👷🏿	6. mota, eraikuntza, eskulangilea, eskulangilea: 6. mota, kasko, langile
👷‍♂	eraikuntza, gizon, gizon eskulangilea, gizonezko, langile
👷🏻‍♂	1–2. mota, eraikuntza, gizon, gizon eskulangilea, gizon eskulangilea: 1–2. mota, gizonezko, langile
👷🏼‍♂	3. mota, eraikuntza, gizon, gizon eskulangilea, gizon eskulangilea: 3. mota, gizonezko, langile
👷🏽‍♂	bitarteko azal-tonua, eraikuntza, gizon, gizon eskulangilea, gizon eskulangilea: bitarteko azal-tonua, gizonezko, langile
👷🏾‍♂	5. mota, eraikuntza, gizon, gizon eskulangilea, gizon eskulangilea: 5. mota, gizonezko, langile
👷🏿‍♂	6. mota, eraikuntza, gizon, gizon eskulangilea, gizon eskulangilea: 6. mota, gizonezko, langile
👷‍♀	emakume, emakume eskulangilea, emakumezko, eraikuntza, langile
👷🏻‍♀	1–2. mota, emakume, emakume eskulangilea, emakume eskulangilea: 1–2. mota, emakumezko, eraikuntza, langile
👷🏼‍♀	3. mota, emakume, emakume eskulangilea, emakume eskulangilea: 3. mota, emakumezko, eraikuntza, langile
👷🏽‍♀	bitarteko azal-tonua, emakume, emakume eskulangilea, emakume eskulangilea: bitarteko azal-tonua, emakumezko, eraikuntza, langile
👷🏾‍♀	5. mota, emakume, emakume eskulangilea, emakume eskulangilea: 5. mota, emakumezko, eraikuntza, langile
👷🏿‍♀	6. mota, emakume, emakume eskulangilea, emakume eskulangilea: 6. mota, emakumezko, eraikuntza, langile
🤴	printze, printzea
🤴🏻	1–2. mota, printze, printzea, printzea: 1–2. mota
🤴🏼	3. mota, printze, printzea, printzea: 3. mota
🤴🏽	bitarteko azal-tonua, printze, printzea, printzea: bitarteko azal-tonua
🤴🏾	5. mota, printze, printzea, printzea: 5. mota
🤴🏿	6. mota, printze, printzea, printzea: 6. mota
👸	fantasia, ipuin, printzesa
👸🏻	1–2. mota, fantasia, ipuin, printzesa, printzesa: 1–2. mota
👸🏼	3. mota, fantasia, ipuin, printzesa, printzesa: 3. mota
👸🏽	bitarteko azal-tonua, fantasia, ipuin, printzesa, printzesa: bitarteko azal-tonua
👸🏾	5. mota, fantasia, ipuin, printzesa, printzesa: 5. mota
👸🏿	6. mota, fantasia, ipuin, printzesa, printzesa: 6. mota
👳	turbante, turbantea duen petsona
👳🏻	1–2. mota, turbante, turbantea duen petsona, turbantea duen petsona: 1–2. mota
👳🏼	3. mota, turbante, turbantea duen petsona, turbantea duen petsona: 3. mota
👳🏽	bitarteko azal-tonua, turbante, turbantea duen petsona, turbantea duen petsona: bitarteko azal-tonua
👳🏾	5. mota, turbante, turbantea duen petsona, turbantea duen petsona: 5. mota
👳🏿	6. mota, turbante, turbantea duen petsona, turbantea duen petsona: 6. mota
👳‍♂	gizon, gizonezko, turbante, turbantea duen gizona
👳🏻‍♂	1–2. mota, gizon, gizonezko, turbante, turbantea duen gizona, turbantea duen gizona: 1–2. mota
👳🏼‍♂	3. mota, gizon, gizonezko, turbante, turbantea duen gizona, turbantea duen gizona: 3. mota
👳🏽‍♂	bitarteko azal-tonua, gizon, gizonezko, turbante, turbantea duen gizona, turbantea duen gizona: bitarteko azal-tonua
👳🏾‍♂	5. mota, gizon, gizonezko, turbante, turbantea duen gizona, turbantea duen gizona: 5. mota
👳🏿‍♂	6. mota, gizon, gizonezko, turbante, turbantea duen gizona, turbantea duen gizona: 6. mota
👳‍♀	emakume, emakumezko, turbante, turbantea duen emakumea
👳🏻‍♀	1–2. mota, emakume, emakumezko, turbante, turbantea duen emakumea, turbantea duen emakumea: 1–2. mota
👳🏼‍♀	3. mota, emakume, emakumezko, turbante, turbantea duen emakumea, turbantea duen emakumea: 3. mota
👳🏽‍♀	bitarteko azal-tonua, emakume, emakumezko, turbante, turbantea duen emakumea, turbantea duen emakumea: bitarteko azal-tonua
👳🏾‍♀	5. mota, emakume, emakumezko, turbante, turbantea duen emakumea, turbantea duen emakumea: 5. mota
👳🏿‍♀	6. mota, emakume, emakumezko, turbante, turbantea duen emakumea, turbantea duen emakumea: 6. mota
👲	gizon, gua pi mao, txano, txano txinatarra daraman gizona
👲🏻	1–2. mota, gizon, gua pi mao, txano, txano txinatarra daraman gizona, txano txinatarra daraman gizona: 1–2. mota
👲🏼	3. mota, gizon, gua pi mao, txano, txano txinatarra daraman gizona, txano txinatarra daraman gizona: 3. mota
👲🏽	bitarteko azal-tonua, gizon, gua pi mao, txano, txano txinatarra daraman gizona, txano txinatarra daraman gizona: bitarteko azal-tonua
👲🏾	5. mota, gizon, gua pi mao, txano, txano txinatarra daraman gizona, txano txinatarra daraman gizona: 5. mota
👲🏿	6. mota, gizon, gua pi mao, txano, txano txinatarra daraman gizona, txano txinatarra daraman gizona: 6. mota
🧕	buruan zapi bat daraman emakumea, hijab, mantilla, tichel, zapi
🧕🏻	1–2. mota, buruan zapi bat daraman emakumea, buruan zapi bat daraman emakumea: 1–2. mota, hijab, mantilla, tichel, zapi
🧕🏼	3. mota, buruan zapi bat daraman emakumea, buruan zapi bat daraman emakumea: 3. mota, hijab, mantilla, tichel, zapi
🧕🏽	bitarteko azal-tonua, buruan zapi bat daraman emakumea, buruan zapi bat daraman emakumea: bitarteko azal-tonua, hijab, mantilla, tichel, zapi
🧕🏾	5. mota, buruan zapi bat daraman emakumea, buruan zapi bat daraman emakumea: 5. mota, hijab, mantilla, tichel, zapi
🧕🏿	6. mota, buruan zapi bat daraman emakumea, buruan zapi bat daraman emakumea: 6. mota, hijab, mantilla, tichel, zapi
🤵	esmokin, gizon, gizona esmokinean, senargai
🤵🏻	1–2. mota, esmokin, gizon, gizona esmokinean, gizona esmokinean: 1–2. mota, senargai
🤵🏼	3. mota, esmokin, gizon, gizona esmokinean, gizona esmokinean: 3. mota, senargai
🤵🏽	bitarteko azal-tonua, esmokin, gizon, gizona esmokinean, gizona esmokinean: bitarteko azal-tonua, senargai
🤵🏾	5. mota, esmokin, gizon, gizona esmokinean, gizona esmokinean: 5. mota, senargai
🤵🏿	6. mota, esmokin, gizon, gizona esmokinean, gizona esmokinean: 6. mota, senargai
👰	belo, beloa daraman emaztegaia, emaztegai, ezkontza
👰🏻	1–2. mota, belo, beloa daraman emaztegaia, beloa daraman emaztegaia: 1–2. mota, emaztegai, ezkontza
👰🏼	3. mota, belo, beloa daraman emaztegaia, beloa daraman emaztegaia: 3. mota, emaztegai, ezkontza
👰🏽	belo, beloa daraman emaztegaia, beloa daraman emaztegaia: bitarteko azal-tonua, bitarteko azal-tonua, emaztegai, ezkontza
👰🏾	5. mota, belo, beloa daraman emaztegaia, beloa daraman emaztegaia: 5. mota, emaztegai, ezkontza
👰🏿	6. mota, belo, beloa daraman emaztegaia, beloa daraman emaztegaia: 6. mota, emaztegai, ezkontza
🤰	emakume, emakumea haurdun, haurdun
🤰🏻	1–2. mota, emakume, emakumea haurdun, emakumea haurdun: 1–2. mota, haurdun
🤰🏼	3. mota, emakume, emakumea haurdun, emakumea haurdun: 3. mota, haurdun
🤰🏽	bitarteko azal-tonua, emakume, emakumea haurdun, emakumea haurdun: bitarteko azal-tonua, haurdun
🤰🏾	5. mota, emakume, emakumea haurdun, emakumea haurdun: 5. mota, haurdun
🤰🏿	6. mota, emakume, emakumea haurdun, emakumea haurdun: 6. mota, haurdun
🤱	bular, bularra ematea, bularreko haur, haurtxo
🤱🏻	1–2. mota, bular, bularra ematea, bularra ematea: 1–2. mota, bularreko haur, haurtxo
🤱🏼	3. mota, bular, bularra ematea, bularra ematea: 3. mota, bularreko haur, haurtxo
🤱🏽	bitarteko azal-tonua, bular, bularra ematea, bularra ematea: bitarteko azal-tonua, bularreko haur, haurtxo
🤱🏾	5. mota, bular, bularra ematea, bularra ematea: 5. mota, bularreko haur, haurtxo
🤱🏿	6. mota, bular, bularra ematea, bularra ematea: 6. mota, bularreko haur, haurtxo
👼	aingeru, aingeru-itxura duen haurtxoa, aurpegi, fantasia, haurtxo, ipuin
👼🏻	1–2. mota, aingeru, aingeru-itxura duen haurtxoa, aingeru-itxura duen haurtxoa: 1–2. mota, aurpegi, fantasia, haurtxo, ipuin
👼🏼	3. mota, aingeru, aingeru-itxura duen haurtxoa, aingeru-itxura duen haurtxoa: 3. mota, aurpegi, fantasia, haurtxo, ipuin
👼🏽	aingeru, aingeru-itxura duen haurtxoa, aingeru-itxura duen haurtxoa: bitarteko azal-tonua, aurpegi, bitarteko azal-tonua, fantasia, haurtxo, ipuin
👼🏾	5. mota, aingeru, aingeru-itxura duen haurtxoa, aingeru-itxura duen haurtxoa: 5. mota, aurpegi, fantasia, haurtxo, ipuin
👼🏿	6. mota, aingeru, aingeru-itxura duen haurtxoa, aingeru-itxura duen haurtxoa: 6. mota, aurpegi, fantasia, haurtxo, ipuin
🎅	aita, aita noel, fantasia, gabonak, ospakizun
🎅🏻	1–2. mota, aita, aita noel, aita noel: 1–2. mota, fantasia, gabonak, ospakizun
🎅🏼	3. mota, aita, aita noel, aita noel: 3. mota, fantasia, gabonak, ospakizun
🎅🏽	aita, aita noel, aita noel: bitarteko azal-tonua, bitarteko azal-tonua, fantasia, gabonak, ospakizun
🎅🏾	5. mota, aita, aita noel, aita noel: 5. mota, fantasia, gabonak, ospakizun
🎅🏿	6. mota, aita, aita noel, aita noel: 6. mota, fantasia, gabonak, ospakizun
🤶	ama, gabonak, gabonetako ama
🤶🏻	1–2. mota, ama, gabonak, gabonetako ama, gabonetako ama: 1–2. mota
🤶🏼	3. mota, ama, gabonak, gabonetako ama, gabonetako ama: 3. mota
🤶🏽	ama, bitarteko azal-tonua, gabonak, gabonetako ama, gabonetako ama: bitarteko azal-tonua
🤶🏾	5. mota, ama, gabonak, gabonetako ama, gabonetako ama: 5. mota
🤶🏿	6. mota, ama, gabonak, gabonetako ama, gabonetako ama: 6. mota
🦸	heroi, on, superbotere, superheroi
🦸🏻	1–2. mota, heroi, on, superbotere, superheroi, superheroi: 1–2. mota
🦸🏼	3. mota, heroi, on, superbotere, superheroi, superheroi: 3. mota
🦸🏽	bitarteko azal-tonua, heroi, on, superbotere, superheroi, superheroi: bitarteko azal-tonua
🦸🏾	5. mota, heroi, on, superbotere, superheroi, superheroi: 5. mota
🦸🏿	6. mota, heroi, on, superbotere, superheroi, superheroi: 6. mota
🦸‍♂	gizon, gizonezko superheroi, heroi, on, superbotere
🦸🏻‍♂	1–2. mota, gizon, gizonezko superheroi, gizonezko superheroi: 1–2. mota, heroi, on, superbotere
🦸🏼‍♂	3. mota, gizon, gizonezko superheroi, gizonezko superheroi: 3. mota, heroi, on, superbotere
🦸🏽‍♂	bitarteko azal-tonua, gizon, gizonezko superheroi, gizonezko superheroi: bitarteko azal-tonua, heroi, on, superbotere
🦸🏾‍♂	5. mota, gizon, gizonezko superheroi, gizonezko superheroi: 5. mota, heroi, on, superbotere
🦸🏿‍♂	6. mota, gizon, gizonezko superheroi, gizonezko superheroi: 6. mota, heroi, on, superbotere
🦸‍♀	emakume, emakumezko superheroi, heroi, on, superbotere
🦸🏻‍♀	1–2. mota, emakume, emakumezko superheroi, emakumezko superheroi: 1–2. mota, heroi, on, superbotere
🦸🏼‍♀	3. mota, emakume, emakumezko superheroi, emakumezko superheroi: 3. mota, heroi, on, superbotere
🦸🏽‍♀	bitarteko azal-tonua, emakume, emakumezko superheroi, emakumezko superheroi: bitarteko azal-tonua, heroi, on, superbotere
🦸🏾‍♀	5. mota, emakume, emakumezko superheroi, emakumezko superheroi: 5. mota, heroi, on, superbotere
🦸🏿‍♀	6. mota, emakume, emakumezko superheroi, emakumezko superheroi: 6. mota, heroi, on, superbotere
🦹	bilau, gaizto, kriminal, superbilau, superbotere
🦹🏻	1–2. mota, bilau, gaizto, kriminal, superbilau, superbilau: 1–2. mota, superbotere
🦹🏼	3. mota, bilau, gaizto, kriminal, superbilau, superbilau: 3. mota, superbotere
🦹🏽	bilau, bitarteko azal-tonua, gaizto, kriminal, superbilau, superbilau: bitarteko azal-tonua, superbotere
🦹🏾	5. mota, bilau, gaizto, kriminal, superbilau, superbilau: 5. mota, superbotere
🦹🏿	6. mota, bilau, gaizto, kriminal, superbilau, superbilau: 6. mota, superbotere
🦹‍♂	bilau, gaizto, gizon, gizonezko superbilau, kriminal, superbotere
🦹🏻‍♂	1–2. mota, bilau, gaizto, gizon, gizonezko superbilau, gizonezko superbilau: 1–2. mota, kriminal, superbotere
🦹🏼‍♂	3. mota, bilau, gaizto, gizon, gizonezko superbilau, gizonezko superbilau: 3. mota, kriminal, superbotere
🦹🏽‍♂	bilau, bitarteko azal-tonua, gaizto, gizon, gizonezko superbilau, gizonezko superbilau: bitarteko azal-tonua, kriminal, superbotere
🦹🏾‍♂	5. mota, bilau, gaizto, gizon, gizonezko superbilau, gizonezko superbilau: 5. mota, kriminal, superbotere
🦹🏿‍♂	6. mota, bilau, gaizto, gizon, gizonezko superbilau, gizonezko superbilau: 6. mota, kriminal, superbotere
🦹‍♀	bilau, emakume, emakumezko superbilau, gaizto, kriminal, superbotere
🦹🏻‍♀	1–2. mota, bilau, emakume, emakumezko superbilau, emakumezko superbilau: 1–2. mota, gaizto, kriminal, superbotere
