😀	lledwenu, wyneb, wyneb yn gwenu â cheg agored
🙋🏾‍♀	arlliw croen canolig-tywyll, hapus, llaw, menyw, menyw yn codi ei llaw, menyw yn codi ei llaw: arlliw croen canolig-tywyll, ystum
🙋🏿‍♀	arlliw croen tywyll, hapus, llaw, menyw, menyw yn codi ei llaw, menyw yn codi ei llaw: arlliw croen tywyll, ystum
🧏	byddar, clust, clywed, hygyrchedd, person byddar
🧏🏻	arlliw croen golau, byddar, clust, clywed, hygyrchedd, person byddar, person byddar: arlliw croen golau
🧏🏼	arlliw croen canolig-golau, byddar, clust, clywed, hygyrchedd, person byddar, person byddar: arlliw croen canolig-golau
🧏🏽	arlliw croen canolog, byddar, clust, clywed, hygyrchedd, person byddar, person byddar: arlliw croen canolog
🧏🏾	arlliw croen canolig-tywyll, byddar, clust, clywed, hygyrchedd, person byddar, person byddar: arlliw croen canolig-tywyll
🧏🏿	arlliw croen tywyll, byddar, clust, clywed, hygyrchedd, person byddar, person byddar: arlliw croen tywyll
🧏‍♂	byddar, dyn, dyn byddar
🧏🏻‍♂	arlliw croen golau, byddar, dyn, dyn byddar: arlliw croen golau
🧏🏼‍♂	arlliw croen canolig-golau, byddar, dyn, dyn byddar: arlliw croen canolig-golau
🧏🏽‍♂	arlliw croen canolog, byddar, dyn, dyn byddar: arlliw croen canolog
🧏🏾‍♂	arlliw croen canolig-tywyll, byddar, dyn, dyn byddar: arlliw croen canolig-tywyll
🧏🏿‍♂	arlliw croen tywyll, byddar, dyn, dyn byddar: arlliw croen tywyll
🧏‍♀	byddar, menyw, menyw fyddar
🧏🏻‍♀	arlliw croen golau, byddar, menyw, menyw fyddar, menyw fyddar: arlliw croen golau
🧏🏼‍♀	arlliw croen canolig-golau, byddar, menyw, menyw fyddar, menyw fyddar: arlliw croen canolig-golau
🧏🏽‍♀	arlliw croen canolog, byddar, menyw, menyw fyddar, menyw fyddar: arlliw croen canolog
🧏🏾‍♀	arlliw croen canolig-tywyll, byddar, menyw, menyw fyddar, menyw fyddar: arlliw croen canolig-tywyll
🧏🏿‍♀	arlliw croen tywyll, byddar, menyw, menyw fyddar, menyw fyddar: arlliw croen tywyll
🙇	person yn ymgrymu, sori, ymddiheuriad, ymgrymiad, ystum
🙇🏻	arlliw croen golau, person yn ymgrymu, person yn ymgrymu: arlliw croen golau, sori, ymddiheuriad, ymgrymiad, ystum
🙇🏼	arlliw croen canolig-golau, person yn ymgrymu, person yn ymgrymu: arlliw croen canolig-golau, sori, ymddiheuriad, ymgrymiad, ystum
🙇🏽	arlliw croen canolog, person yn ymgrymu, person yn ymgrymu: arlliw croen canolog, sori, ymddiheuriad, ymgrymiad, ystum
🙇🏾	arlliw croen canolig-tywyll, person yn ymgrymu, person yn ymgrymu: arlliw croen canolig-tywyll, sori, ymddiheuriad, ymgrymiad, ystum
🙇🏿	arlliw croen tywyll, person yn ymgrymu, person yn ymgrymu: arlliw croen tywyll, sori, ymddiheuriad, ymgrymiad, ystum
🙇‍♂	dyn, dyn yn ymgrymu’n isel, ffafr, ymddiheuriad, ymgrymiad
🙇🏻‍♂	arlliw croen golau, dyn, dyn yn ymgrymu’n isel, dyn yn ymgrymu’n isel: arlliw croen golau, ffafr, ymddiheuriad, ymgrymiad
🙇🏼‍♂	arlliw croen canolig-golau, dyn, dyn yn ymgrymu’n isel, dyn yn ymgrymu’n isel: arlliw croen canolig-golau, ffafr, ymddiheuriad, ymgrymiad
🙇🏽‍♂	arlliw croen canolog, dyn, dyn yn ymgrymu’n isel, dyn yn ymgrymu’n isel: arlliw croen canolog, ffafr, ymddiheuriad, ymgrymiad
🙇🏾‍♂	arlliw croen canolig-tywyll, dyn, dyn yn ymgrymu’n isel, dyn yn ymgrymu’n isel: arlliw croen canolig-tywyll, ffafr, ymddiheuriad, ymgrymiad
🙇🏿‍♂	arlliw croen tywyll, dyn, dyn yn ymgrymu’n isel, dyn yn ymgrymu’n isel: arlliw croen tywyll, ffafr, ymddiheuriad, ymgrymiad
🙇‍♀	ffafr, menyw, menyw yn ymgrymu’n isel, ymddiheuriad, ymgrymiad
🙇🏻‍♀	arlliw croen golau, ffafr, menyw, menyw yn ymgrymu’n isel, menyw yn ymgrymu’n isel: arlliw croen golau, ymddiheuriad, ymgrymiad
🙇🏼‍♀	arlliw croen canolig-golau, ffafr, menyw, menyw yn ymgrymu’n isel, menyw yn ymgrymu’n isel: arlliw croen canolig-golau, ymddiheuriad, ymgrymiad
🙇🏽‍♀	arlliw croen canolog, ffafr, menyw, menyw yn ymgrymu’n isel, menyw yn ymgrymu’n isel: arlliw croen canolog, ymddiheuriad, ymgrymiad
🙇🏾‍♀	arlliw croen canolig-tywyll, ffafr, menyw, menyw yn ymgrymu’n isel, menyw yn ymgrymu’n isel: arlliw croen canolig-tywyll, ymddiheuriad, ymgrymiad
🙇🏿‍♀	arlliw croen tywyll, ffafr, menyw, menyw yn ymgrymu’n isel, menyw yn ymgrymu’n isel: arlliw croen tywyll, ymddiheuriad, ymgrymiad
🤦	anghrediniaeth, cledr, cledr i’r wyneb, cythrudd, wyneb
🤦🏻	anghrediniaeth, arlliw croen golau, cledr, cledr i’r wyneb, cledr i’r wyneb: arlliw croen golau, cythrudd, wyneb
🤦🏼	anghrediniaeth, arlliw croen canolig-golau, cledr, cledr i’r wyneb, cledr i’r wyneb: arlliw croen canolig-golau, cythrudd, wyneb
🤦🏽	anghrediniaeth, arlliw croen canolog, cledr, cledr i’r wyneb, cledr i’r wyneb: arlliw croen canolog, cythrudd, wyneb
🤦🏾	anghrediniaeth, arlliw croen canolig-tywyll, cledr, cledr i’r wyneb, cledr i’r wyneb: arlliw croen canolig-tywyll, cythrudd, wyneb
🤦🏿	anghrediniaeth, arlliw croen tywyll, cledr, cledr i’r wyneb, cledr i’r wyneb: arlliw croen tywyll, cythrudd, wyneb
🤦‍♂	anghoel, cledr, cythrudd, dyn, dyn yn codi cledr i’w wyneb
🤦🏻‍♂	anghoel, arlliw croen golau, cledr, cythrudd, dyn, dyn yn codi cledr i’w wyneb, dyn yn codi cledr i’w wyneb: arlliw croen golau
🤦🏼‍♂	anghoel, arlliw croen canolig-golau, cledr, cythrudd, dyn, dyn yn codi cledr i’w wyneb, dyn yn codi cledr i’w wyneb: arlliw croen canolig-golau
🤦🏽‍♂	anghoel, arlliw croen canolog, cledr, cythrudd, dyn, dyn yn codi cledr i’w wyneb, dyn yn codi cledr i’w wyneb: arlliw croen canolog
🤦🏾‍♂	anghoel, arlliw croen canolig-tywyll, cledr, cythrudd, dyn, dyn yn codi cledr i’w wyneb, dyn yn codi cledr i’w wyneb: arlliw croen canolig-tywyll
🤦🏿‍♂	anghoel, arlliw croen tywyll, cledr, cythrudd, dyn, dyn yn codi cledr i’w wyneb, dyn yn codi cledr i’w wyneb: arlliw croen tywyll
🤦‍♀	anghoel, cledr, cythrudd, menyw, menyw yn codi cledr i’w wyneb
🤦🏻‍♀	anghoel, arlliw croen golau, cledr, cythrudd, menyw, menyw yn codi cledr i’w wyneb, menyw yn codi cledr i’w wyneb: arlliw croen golau
🤦🏼‍♀	anghoel, arlliw croen canolig-golau, cledr, cythrudd, menyw, menyw yn codi cledr i’w wyneb, menyw yn codi cledr i’w wyneb: arlliw croen canolig-golau
🤦🏽‍♀	anghoel, arlliw croen canolog, cledr, cythrudd, menyw, menyw yn codi cledr i’w wyneb, menyw yn codi cledr i’w wyneb: arlliw croen canolog
🤦🏾‍♀	anghoel, arlliw croen canolig-tywyll, cledr, cythrudd, menyw, menyw yn codi cledr i’w wyneb, menyw yn codi cledr i’w wyneb: arlliw croen canolig-tywyll
🤦🏿‍♀	anghoel, arlliw croen tywyll, cledr, cythrudd, menyw, menyw yn codi cledr i’w wyneb, menyw yn codi cledr i’w wyneb: arlliw croen tywyll
🤷	amheuaeth, anwybodaeth, codi gwar, difaterwch
🤷🏻	amheuaeth, anwybodaeth, arlliw croen golau, codi gwar, codi gwar: arlliw croen golau, difaterwch
🤷🏼	amheuaeth, anwybodaeth, arlliw croen canolig-golau, codi gwar, codi gwar: arlliw croen canolig-golau, difaterwch
🤷🏽	amheuaeth, anwybodaeth, arlliw croen canolog, codi gwar, codi gwar: arlliw croen canolog, difaterwch
🤷🏾	amheuaeth, anwybodaeth, arlliw croen canolig-tywyll, codi gwar, codi gwar: arlliw croen canolig-tywyll, difaterwch
🤷🏿	amheuaeth, anwybodaeth, arlliw croen tywyll, codi gwar, codi gwar: arlliw croen tywyll, difaterwch
🤷‍♂	amheuaeth, anwybodaeth, codi gwar, dyn, dyn yn codi gwar
🤷🏻‍♂	amheuaeth, anwybodaeth, arlliw croen golau, codi gwar, dyn, dyn yn codi gwar, dyn yn codi gwar: arlliw croen golau
🤷🏼‍♂	amheuaeth, anwybodaeth, arlliw croen canolig-golau, codi gwar, dyn, dyn yn codi gwar, dyn yn codi gwar: arlliw croen canolig-golau
🤷🏽‍♂	amheuaeth, anwybodaeth, arlliw croen canolog, codi gwar, dyn, dyn yn codi gwar, dyn yn codi gwar: arlliw croen canolog
🤷🏾‍♂	amheuaeth, anwybodaeth, arlliw croen canolig-tywyll, codi gwar, dyn, dyn yn codi gwar, dyn yn codi gwar: arlliw croen canolig-tywyll
🤷🏿‍♂	amheuaeth, anwybodaeth, arlliw croen tywyll, codi gwar, dyn, dyn yn codi gwar, dyn yn codi gwar: arlliw croen tywyll
🤷‍♀	amheuaeth, anwybodaeth, codi gwar, menyw, menyw yn codi gwar
🤷🏻‍♀	amheuaeth, anwybodaeth, arlliw croen golau, codi gwar, menyw, menyw yn codi gwar, menyw yn codi gwar: arlliw croen golau
🤷🏼‍♀	amheuaeth, anwybodaeth, arlliw croen canolig-golau, codi gwar, menyw, menyw yn codi gwar, menyw yn codi gwar: arlliw croen canolig-golau
🤷🏽‍♀	amheuaeth, anwybodaeth, arlliw croen canolog, codi gwar, menyw, menyw yn codi gwar, menyw yn codi gwar: arlliw croen canolog
🤷🏾‍♀	amheuaeth, anwybodaeth, arlliw croen canolig-tywyll, codi gwar, menyw, menyw yn codi gwar, menyw yn codi gwar: arlliw croen canolig-tywyll
🤷🏿‍♀	amheuaeth, anwybodaeth, arlliw croen tywyll, codi gwar, menyw, menyw yn codi gwar, menyw yn codi gwar: arlliw croen tywyll
👨‍⚕	gofal iechyd, gweithiwr iechyd gwrywaidd, gwrywaidd, meddyg, nyrs
👨🏻‍⚕	arlliw croen golau, gofal iechyd, gweithiwr iechyd gwrywaidd, gweithiwr iechyd gwrywaidd: arlliw croen golau, gwrywaidd, meddyg, nyrs
👨🏼‍⚕	arlliw croen canolig-golau, gofal iechyd, gweithiwr iechyd gwrywaidd, gweithiwr iechyd gwrywaidd: arlliw croen canolig-golau, gwrywaidd, meddyg, nyrs
👨🏽‍⚕	arlliw croen canolog, gofal iechyd, gweithiwr iechyd gwrywaidd, gweithiwr iechyd gwrywaidd: arlliw croen canolog, gwrywaidd, meddyg, nyrs
👨🏾‍⚕	arlliw croen canolig-tywyll, gofal iechyd, gweithiwr iechyd gwrywaidd, gweithiwr iechyd gwrywaidd: arlliw croen canolig-tywyll, gwrywaidd, meddyg, nyrs
👨🏿‍⚕	arlliw croen tywyll, gofal iechyd, gweithiwr iechyd gwrywaidd, gweithiwr iechyd gwrywaidd: arlliw croen tywyll, gwrywaidd, meddyg, nyrs
👩‍⚕	benywaidd, gofal iechyd, gweithiwr iechyd benywaidd, meddyg, nyrs
👩🏻‍⚕	arlliw croen golau, benywaidd, gofal iechyd, gweithiwr iechyd benywaidd, gweithiwr iechyd benywaidd: arlliw croen golau, meddyg, nyrs
👩🏼‍⚕	arlliw croen canolig-golau, benywaidd, gofal iechyd, gweithiwr iechyd benywaidd, gweithiwr iechyd benywaidd: arlliw croen canolig-golau, meddyg, nyrs
👩🏽‍⚕	arlliw croen canolog, benywaidd, gofal iechyd, gweithiwr iechyd benywaidd, gweithiwr iechyd benywaidd: arlliw croen canolog, meddyg, nyrs
👩🏾‍⚕	arlliw croen canolig-tywyll, benywaidd, gofal iechyd, gweithiwr iechyd benywaidd, gweithiwr iechyd benywaidd: arlliw croen canolig-tywyll, meddyg, nyrs
👩🏿‍⚕	arlliw croen tywyll, benywaidd, gofal iechyd, gweithiwr iechyd benywaidd, gweithiwr iechyd benywaidd: arlliw croen tywyll, meddyg, nyrs
👨‍🎓	dyn, graddio, gwrywaidd, myfyriwr
👨🏻‍🎓	arlliw croen golau, dyn, graddio, gwrywaidd, myfyriwr, myfyriwr: arlliw croen golau
👨🏼‍🎓	arlliw croen canolig-golau, dyn, graddio, gwrywaidd, myfyriwr, myfyriwr: arlliw croen canolig-golau
👨🏽‍🎓	arlliw croen canolog, dyn, graddio, gwrywaidd, myfyriwr, myfyriwr: arlliw croen canolog
👨🏾‍🎓	arlliw croen canolig-tywyll, dyn, graddio, gwrywaidd, myfyriwr, myfyriwr: arlliw croen canolig-tywyll
👨🏿‍🎓	arlliw croen tywyll, dyn, graddio, gwrywaidd, myfyriwr, myfyriwr: arlliw croen tywyll
👩‍🎓	benywaidd, graddio, menyw, myfyrwraig
👩🏻‍🎓	arlliw croen golau, benywaidd, graddio, menyw, myfyrwraig, myfyrwraig: arlliw croen golau
👩🏼‍🎓	arlliw croen canolig-golau, benywaidd, graddio, menyw, myfyrwraig, myfyrwraig: arlliw croen canolig-golau
👩🏽‍🎓	arlliw croen canolog, benywaidd, graddio, menyw, myfyrwraig, myfyrwraig: arlliw croen canolog
👩🏾‍🎓	arlliw croen canolig-tywyll, benywaidd, graddio, menyw, myfyrwraig, myfyrwraig: arlliw croen canolig-tywyll
👩🏿‍🎓	arlliw croen tywyll, benywaidd, graddio, menyw, myfyrwraig, myfyrwraig: arlliw croen tywyll
👨‍🏫	athro, dyn, gwrywaidd, hyfforddwr
👨🏻‍🏫	arlliw croen golau, athro, athro: arlliw croen golau, dyn, gwrywaidd, hyfforddwr
👨🏼‍🏫	arlliw croen canolig-golau, athro, athro: arlliw croen canolig-golau, dyn, gwrywaidd, hyfforddwr
👨🏽‍🏫	arlliw croen canolog, athro, athro: arlliw croen canolog, dyn, gwrywaidd, hyfforddwr
👨🏾‍🏫	arlliw croen canolig-tywyll, athro, athro: arlliw croen canolig-tywyll, dyn, gwrywaidd, hyfforddwr
👨🏿‍🏫	arlliw croen tywyll, athro, athro: arlliw croen tywyll, dyn, gwrywaidd, hyfforddwr
👩‍🏫	athrawes, benywaidd, hyfforddwraig, menyw
👩🏻‍🏫	arlliw croen golau, athrawes, athrawes: arlliw croen golau, benywaidd, hyfforddwraig, menyw
👩🏼‍🏫	arlliw croen canolig-golau, athrawes, athrawes: arlliw croen canolig-golau, benywaidd, hyfforddwraig, menyw
👩🏽‍🏫	arlliw croen canolog, athrawes, athrawes: arlliw croen canolog, benywaidd, hyfforddwraig, menyw
👩🏾‍🏫	arlliw croen canolig-tywyll, athrawes, athrawes: arlliw croen canolig-tywyll, benywaidd, hyfforddwraig, menyw
👩🏿‍🏫	arlliw croen tywyll, athrawes, athrawes: arlliw croen tywyll, benywaidd, hyfforddwraig, menyw
👨‍⚖	barnwr, clorian, cyfiawnder, dyn, gwrywaidd
👨🏻‍⚖	arlliw croen golau, barnwr, barnwr: arlliw croen golau, clorian, cyfiawnder, dyn, gwrywaidd
👨🏼‍⚖	arlliw croen canolig-golau, barnwr, barnwr: arlliw croen canolig-golau, clorian, cyfiawnder, dyn, gwrywaidd
👨🏽‍⚖	arlliw croen canolog, barnwr, barnwr: arlliw croen canolog, clorian, cyfiawnder, dyn, gwrywaidd
👨🏾‍⚖	arlliw croen canolig-tywyll, barnwr, barnwr: arlliw croen canolig-tywyll, clorian, cyfiawnder, dyn, gwrywaidd
👨🏿‍⚖	arlliw croen tywyll, barnwr, barnwr: arlliw croen tywyll, clorian, cyfiawnder, dyn, gwrywaidd
👩‍⚖	barnwres, benywaidd, clorian, cyfiawnder, menyw
👩🏻‍⚖	arlliw croen golau, barnwres, barnwres: arlliw croen golau, benywaidd, clorian, cyfiawnder, menyw
👩🏼‍⚖	arlliw croen canolig-golau, barnwres, barnwres: arlliw croen canolig-golau, benywaidd, clorian, cyfiawnder, menyw
👩🏽‍⚖	arlliw croen canolog, barnwres, barnwres: arlliw croen canolog, benywaidd, clorian, cyfiawnder, menyw
👩🏾‍⚖	arlliw croen canolig-tywyll, barnwres, barnwres: arlliw croen canolig-tywyll, benywaidd, clorian, cyfiawnder, menyw
👩🏿‍⚖	arlliw croen tywyll, barnwres, barnwres: arlliw croen tywyll, benywaidd, clorian, cyfiawnder, menyw
👨‍🌾	dyn, ffermwr, garddwr, gwrywaidd
👨🏻‍🌾	arlliw croen golau, dyn, ffermwr, ffermwr: arlliw croen golau, garddwr, gwrywaidd
👨🏼‍🌾	arlliw croen canolig-golau, dyn, ffermwr, ffermwr: arlliw croen canolig-golau, garddwr, gwrywaidd
👨🏽‍🌾	arlliw croen canolog, dyn, ffermwr, ffermwr: arlliw croen canolog, garddwr, gwrywaidd
👨🏾‍🌾	arlliw croen canolig-tywyll, dyn, ffermwr, ffermwr: arlliw croen canolig-tywyll, garddwr, gwrywaidd
👨🏿‍🌾	arlliw croen tywyll, dyn, ffermwr, ffermwr: arlliw croen tywyll, garddwr, gwrywaidd
👩‍🌾	benywaidd, ffarmwraig, ffermio, garddio, menyw
👩🏻‍🌾	arlliw croen golau, benywaidd, ffarmwraig, ffarmwraig: arlliw croen golau, ffermio, garddio, menyw
👩🏼‍🌾	arlliw croen canolig-golau, benywaidd, ffarmwraig, ffarmwraig: arlliw croen canolig-golau, ffermio, garddio, menyw
👩🏽‍🌾	arlliw croen canolog, benywaidd, ffarmwraig, ffarmwraig: arlliw croen canolog, ffermio, garddio, menyw
👩🏾‍🌾	arlliw croen canolig-tywyll, benywaidd, ffarmwraig, ffarmwraig: arlliw croen canolig-tywyll, ffermio, garddio, menyw
👩🏿‍🌾	arlliw croen tywyll, benywaidd, ffarmwraig, ffarmwraig: arlliw croen tywyll, ffermio, garddio, menyw
👨‍🍳	coginio, cogydd, dyn, gwrywaidd
👨🏻‍🍳	arlliw croen golau, coginio, cogydd, cogydd: arlliw croen golau, dyn, gwrywaidd
👨🏼‍🍳	arlliw croen canolig-golau, coginio, cogydd, cogydd: arlliw croen canolig-golau, dyn, gwrywaidd
👨🏽‍🍳	arlliw croen canolog, coginio, cogydd, cogydd: arlliw croen canolog, dyn, gwrywaidd
👨🏾‍🍳	arlliw croen canolig-tywyll, coginio, cogydd, cogydd: arlliw croen canolig-tywyll, dyn, gwrywaidd
👨🏿‍🍳	arlliw croen tywyll, coginio, cogydd, cogydd: arlliw croen tywyll, dyn, gwrywaidd
👩‍🍳	benywaidd, coginio, cogydd, cogyddes, menyw
👩🏻‍🍳	arlliw croen golau, benywaidd, coginio, cogydd, cogyddes, cogyddes: arlliw croen golau, menyw
👩🏼‍🍳	arlliw croen canolig-golau, benywaidd, coginio, cogydd, cogyddes, cogyddes: arlliw croen canolig-golau, menyw
👩🏽‍🍳	arlliw croen canolog, benywaidd, coginio, cogydd, cogyddes, cogyddes: arlliw croen canolog, menyw
👩🏾‍🍳	arlliw croen canolig-tywyll, benywaidd, coginio, cogydd, cogyddes, cogyddes: arlliw croen canolig-tywyll, menyw
👩🏿‍🍳	arlliw croen tywyll, benywaidd, coginio, cogydd, cogyddes, cogyddes: arlliw croen tywyll, menyw
👨‍🔧	dyn, peiriannydd, peiriannydd gwrywaidd, plymwr, trydanwr
👨🏻‍🔧	arlliw croen golau, dyn, peiriannydd, peiriannydd gwrywaidd, peiriannydd gwrywaidd: arlliw croen golau, plymwr, trydanwr
👨🏼‍🔧	arlliw croen canolig-golau, dyn, peiriannydd, peiriannydd gwrywaidd, peiriannydd gwrywaidd: arlliw croen canolig-golau, plymwr, trydanwr
👨🏽‍🔧	arlliw croen canolog, dyn, peiriannydd, peiriannydd gwrywaidd, peiriannydd gwrywaidd: arlliw croen canolog, plymwr, trydanwr
👨🏾‍🔧	arlliw croen canolig-tywyll, dyn, peiriannydd, peiriannydd gwrywaidd, peiriannydd gwrywaidd: arlliw croen canolig-tywyll, plymwr, trydanwr
👨🏿‍🔧	arlliw croen tywyll, dyn, peiriannydd, peiriannydd gwrywaidd, peiriannydd gwrywaidd: arlliw croen tywyll, plymwr, trydanwr
👩‍🔧	benywaidd, peiriannydd, peiriannydd benywaidd, plymio, trydanwr
👩🏻‍🔧	arlliw croen golau, benywaidd, peiriannydd, peiriannydd benywaidd: arlliw croen golau, plymio, trydanwr
👩🏼‍🔧	arlliw croen canolig-golau, benywaidd, peiriannydd, peiriannydd benywaidd: arlliw croen canolig-golau, plymio, trydanwr
👩🏽‍🔧	arlliw croen canolog, benywaidd, peiriannydd, peiriannydd benywaidd: arlliw croen canolog, plymio, trydanwr
👩🏾‍🔧	arlliw croen canolig-tywyll, benywaidd, peiriannydd, peiriannydd benywaidd: arlliw croen canolig-tywyll, plymio, trydanwr
👩🏿‍🔧	arlliw croen tywyll, benywaidd, peiriannydd, peiriannydd benywaidd: arlliw croen tywyll, plymio, trydanwr
👨‍🏭	cydosod, diwydiant, dyn, ffatri, gweithiwr ffatri
👨🏻‍🏭	arlliw croen golau, cydosod, diwydiant, dyn, ffatri, gweithiwr ffatri, gweithiwr ffatri: arlliw croen golau
👨🏼‍🏭	arlliw croen canolig-golau, cydosod, diwydiant, dyn, ffatri, gweithiwr ffatri, gweithiwr ffatri: arlliw croen canolig-golau
👨🏽‍🏭	arlliw croen canolog, cydosod, diwydiant, dyn, ffatri, gweithiwr ffatri, gweithiwr ffatri: arlliw croen canolog
👨🏾‍🏭	arlliw croen canolig-tywyll, cydosod, diwydiant, dyn, ffatri, gweithiwr ffatri, gweithiwr ffatri: arlliw croen canolig-tywyll
👨🏿‍🏭	arlliw croen tywyll, cydosod, diwydiant, dyn, ffatri, gweithiwr ffatri, gweithiwr ffatri: arlliw croen tywyll
👩‍🏭	benyw, cydosod, diwydiant, ffatri, gweithwraig ffatri
👩🏻‍🏭	arlliw croen golau, benyw, cydosod, diwydiant, ffatri, gweithwraig ffatri, gweithwraig ffatri: arlliw croen golau
👩🏼‍🏭	arlliw croen canolig-golau, benyw, cydosod, diwydiant, ffatri, gweithwraig ffatri, gweithwraig ffatri: arlliw croen canolig-golau
👩🏽‍🏭	arlliw croen canolog, benyw, cydosod, diwydiant, ffatri, gweithwraig ffatri, gweithwraig ffatri: arlliw croen canolog
👩🏾‍🏭	arlliw croen canolig-tywyll, benyw, cydosod, diwydiant, ffatri, gweithwraig ffatri, gweithwraig ffatri: arlliw croen canolig-tywyll
👩🏿‍🏭	arlliw croen tywyll, benyw, cydosod, diwydiant, ffatri, gweithwraig ffatri, gweithwraig ffatri: arlliw croen tywyll
👨‍💼	busnes, dyn, gweithiwr swyddfa gwrywaidd, pensaer, swyddfa
👨🏻‍💼	arlliw croen golau, busnes, dyn, gweithiwr swyddfa gwrywaidd, gweithiwr swyddfa gwrywaidd: arlliw croen golau, pensaer, swyddfa
👨🏼‍💼	arlliw croen canolig-golau, busnes, dyn, gweithiwr swyddfa gwrywaidd, gweithiwr swyddfa gwrywaidd: arlliw croen canolig-golau, pensaer, swyddfa
👨🏽‍💼	arlliw croen canolog, busnes, dyn, gweithiwr swyddfa gwrywaidd, gweithiwr swyddfa gwrywaidd: arlliw croen canolog, pensaer, swyddfa
👨🏾‍💼	arlliw croen canolig-tywyll, busnes, dyn, gweithiwr swyddfa gwrywaidd, gweithiwr swyddfa gwrywaidd: arlliw croen canolig-tywyll, pensaer, swyddfa
👨🏿‍💼	arlliw croen tywyll, busnes, dyn, gweithiwr swyddfa gwrywaidd, gweithiwr swyddfa gwrywaidd: arlliw croen tywyll, pensaer, swyddfa
👩‍💼	busnes, gweithiwr swyddfa benywaidd, menyw, pensaer, swyddfa
👩🏻‍💼	arlliw croen golau, busnes, gweithiwr swyddfa benywaidd, gweithiwr swyddfa benywaidd: arlliw croen golau, menyw, pensaer, swyddfa
👩🏼‍💼	arlliw croen canolig-golau, busnes, gweithiwr swyddfa benywaidd, gweithiwr swyddfa benywaidd: arlliw croen canolig-golau, menyw, pensaer, swyddfa
👩🏽‍💼	arlliw croen canolog, busnes, gweithiwr swyddfa benywaidd, gweithiwr swyddfa benywaidd: arlliw croen canolog, menyw, pensaer, swyddfa
👩🏾‍💼	arlliw croen canolig-tywyll, busnes, gweithiwr swyddfa benywaidd, gweithiwr swyddfa benywaidd: arlliw croen canolig-tywyll, menyw, pensaer, swyddfa
👩🏿‍💼	arlliw croen tywyll, busnes, gweithiwr swyddfa benywaidd, gweithiwr swyddfa benywaidd: arlliw croen tywyll, menyw, pensaer, swyddfa
👨‍🔬	biolegydd, cemegydd, dyn, gwyddonydd
👨🏻‍🔬	arlliw croen golau, biolegydd, cemegydd, dyn, gwyddonydd, gwyddonydd: arlliw croen golau
👨🏼‍🔬	arlliw croen canolig-golau, biolegydd, cemegydd, dyn, gwyddonydd, gwyddonydd: arlliw croen canolig-golau
👨🏽‍🔬	arlliw croen canolog, biolegydd, cemegydd, dyn, gwyddonydd, gwyddonydd: arlliw croen canolog
👨🏾‍🔬	arlliw croen canolig-tywyll, biolegydd, cemegydd, dyn, gwyddonydd, gwyddonydd: arlliw croen canolig-tywyll
👨🏿‍🔬	arlliw croen tywyll, biolegydd, cemegydd, dyn, gwyddonydd, gwyddonydd: arlliw croen tywyll
👩‍🔬	biolegydd, cemegydd, gwyddonwraig, menyw
👩🏻‍🔬	arlliw croen golau, biolegydd, cemegydd, gwyddonwraig, gwyddonwraig: arlliw croen golau, menyw
👩🏼‍🔬	arlliw croen canolig-golau, biolegydd, cemegydd, gwyddonwraig, gwyddonwraig: arlliw croen canolig-golau, menyw
👩🏽‍🔬	arlliw croen canolog, biolegydd, cemegydd, gwyddonwraig, gwyddonwraig: arlliw croen canolog, menyw
👩🏾‍🔬	arlliw croen canolig-tywyll, biolegydd, cemegydd, gwyddonwraig, gwyddonwraig: arlliw croen canolig-tywyll, menyw
👩🏿‍🔬	arlliw croen tywyll, biolegydd, cemegydd, gwyddonwraig, gwyddonwraig: arlliw croen tywyll, menyw
👨‍💻	codydd, datblygydd, dyfeisio, dyn, technolegwr
👨🏻‍💻	arlliw croen golau, codydd, datblygydd, dyfeisio, dyn, technolegwr, technolegwr: arlliw croen golau
👨🏼‍💻	arlliw croen canolig-golau, codydd, datblygydd, dyfeisio, dyn, technolegwr, technolegwr: arlliw croen canolig-golau
👨🏽‍💻	arlliw croen canolog, codydd, datblygydd, dyfeisio, dyn, technolegwr, technolegwr: arlliw croen canolog
👨🏾‍💻	arlliw croen canolig-tywyll, codydd, datblygydd, dyfeisio, dyn, technolegwr, technolegwr: arlliw croen canolig-tywyll
👨🏿‍💻	arlliw croen tywyll, codydd, datblygydd, dyfeisio, dyn, technolegwr, technolegwr: arlliw croen tywyll
👩‍💻	codydd, datblygydd, dyfeisio, menyw, technolegwraig
👩🏻‍💻	arlliw croen golau, codydd, datblygydd, dyfeisio, menyw, technolegwraig, technolegwraig: arlliw croen golau
👩🏼‍💻	arlliw croen canolig-golau, codydd, datblygydd, dyfeisio, menyw, technolegwraig, technolegwraig: arlliw croen canolig-golau
👩🏽‍💻	arlliw croen canolog, codydd, datblygydd, dyfeisio, menyw, technolegwraig, technolegwraig: arlliw croen canolog
👩🏾‍💻	arlliw croen canolig-tywyll, codydd, datblygydd, dyfeisio, menyw, technolegwraig, technolegwraig: arlliw croen canolig-tywyll
👩🏿‍💻	arlliw croen tywyll, codydd, datblygydd, dyfeisio, menyw, technolegwraig, technolegwraig: arlliw croen tywyll
👨‍🎤	actor, adlonni, cantor, dyn
👨🏻‍🎤	actor, adlonni, arlliw croen golau, cantor, cantor: arlliw croen golau, dyn
