😀	lledwenu, wyneb, wyneb yn gwenu â cheg agored
👩🏾‍🤝‍👨🏿	arlliw croen canolig-tywyll, arlliw croen tywyll, dal, dwylo, dyn a menyw yn dal dwylo, dyn a menyw yn dal dwylo: arlliw croen canolig-tywyll, arlliw croen tywyll, pâr
👩🏿‍🤝‍👨🏻	arlliw croen golau, arlliw croen tywyll, dal, dwylo, dyn a menyw yn dal dwylo, dyn a menyw yn dal dwylo: arlliw croen tywyll, arlliw croen golau, pâr
👩🏿‍🤝‍👨🏼	arlliw croen canolig-golau, arlliw croen tywyll, dal, dwylo, dyn a menyw yn dal dwylo, dyn a menyw yn dal dwylo: arlliw croen tywyll, arlliw croen canolig-golau, pâr
👩🏿‍🤝‍👨🏽	arlliw croen canolog, arlliw croen tywyll, dal, dwylo, dyn a menyw yn dal dwylo, dyn a menyw yn dal dwylo: arlliw croen tywyll, arlliw croen canolog, pâr
👩🏿‍🤝‍👨🏾	arlliw croen canolig-tywyll, arlliw croen tywyll, dal, dwylo, dyn a menyw yn dal dwylo, dyn a menyw yn dal dwylo: arlliw croen tywyll, arlliw croen canolig-tywyll, pâr
👫🏿	arlliw croen tywyll, dal, dwylo, dyn a menyw yn dal dwylo, dyn a menyw yn dal dwylo: arlliw croen tywyll, pâr
👬	dal, dau ddyn yn dal dwylo, dwylo, dyn, pâr
👬🏻	arlliw croen golau, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen golau, dwylo, dyn, pâr
👨🏼‍🤝‍👨🏻	arlliw croen canolig-golau, arlliw croen golau, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen canolig-golau, arlliw croen golau, dwylo, dyn, pâr
👬🏼	arlliw croen canolig-golau, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen canolig-golau, dwylo, dyn, pâr
👨🏽‍🤝‍👨🏻	arlliw croen canolog, arlliw croen golau, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen canolog, arlliw croen golau, dwylo, dyn, pâr
👨🏽‍🤝‍👨🏼	arlliw croen canolig-golau, arlliw croen canolog, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen canolog, arlliw croen canolig-golau, dwylo, dyn, pâr
👬🏽	arlliw croen canolog, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen canolog, dwylo, dyn, pâr
👨🏾‍🤝‍👨🏻	arlliw croen canolig-tywyll, arlliw croen golau, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen canolig-tywyll, arlliw croen golau, dwylo, dyn, pâr
👨🏾‍🤝‍👨🏼	arlliw croen canolig-golau, arlliw croen canolig-tywyll, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen canolig-tywyll, arlliw croen canolig-golau, dwylo, dyn, pâr
👨🏾‍🤝‍👨🏽	arlliw croen canolig-tywyll, arlliw croen canolog, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen canolig-tywyll, arlliw croen canolog, dwylo, dyn, pâr
👬🏾	arlliw croen canolig-tywyll, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen canolig-tywyll, dwylo, dyn, pâr
👨🏿‍🤝‍👨🏻	arlliw croen golau, arlliw croen tywyll, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen tywyll, arlliw croen golau, dwylo, dyn, pâr
👨🏿‍🤝‍👨🏼	arlliw croen canolig-golau, arlliw croen tywyll, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen tywyll, arlliw croen canolig-golau, dwylo, dyn, pâr
👨🏿‍🤝‍👨🏽	arlliw croen canolog, arlliw croen tywyll, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen tywyll, arlliw croen canolog, dwylo, dyn, pâr
👨🏿‍🤝‍👨🏾	arlliw croen canolig-tywyll, arlliw croen tywyll, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen tywyll, arlliw croen canolig-tywyll, dwylo, dyn, pâr
👬🏿	arlliw croen tywyll, dal, dau ddyn yn dal dwylo, dau ddyn yn dal dwylo: arlliw croen tywyll, dwylo, dyn, pâr
💏	cusan, pâr
👩‍❤‍💋‍👨	cusan, cusan: menyw, dyn, dyn, menyw, pâr
👨‍❤‍💋‍👨	cusan, cusan: dyn, dyn, dyn, pâr
👩‍❤‍💋‍👩	cusan, cusan: menyw, menyw, menyw, pâr
💑	calon, cariad, pâr, pâr a chalon
👩‍❤‍👨	calon, cariad, dyn, menyw, pâr, pâr a chalon, pâr a chalon: menyw, dyn
👨‍❤‍👨	calon, cariad, dyn, pâr, pâr a chalon, pâr a chalon: dyn, dyn
👩‍❤‍👩	calon, cariad, menyw, pâr, pâr a chalon, pâr a chalon: menyw, menyw
👪️	mam, plentyn, tad, teulu
👨‍👩‍👦	bachgen, dyn, mam, menyw, plentyn, tad, teulu, teulu: dyn, menyw, bachgen
👨‍👩‍👧	dyn, mam, menyw, merch, plentyn, tad, teulu, teulu: dyn, menyw, merch
👨‍👩‍👧‍👦	bachgen, dyn, mam, menyw, merch, plentyn, tad, teulu, teulu: dyn, menyw, merch, bachgen
👨‍👩‍👦‍👦	bachgen, dyn, mam, menyw, plentyn, tad, teulu, teulu: dyn, menyw, bachgen, bachgen
👨‍👩‍👧‍👧	dyn, mam, menyw, merch, plentyn, tad, teulu, teulu: dyn, menyw, merch, merch
👨‍👨‍👦	bachgen, dyn, mam, plentyn, tad, teulu, teulu: dyn, dyn, bachgen
👨‍👨‍👧	dyn, mam, merch, plentyn, tad, teulu, teulu: dyn, dyn, merch
👨‍👨‍👧‍👦	bachgen, dyn, mam, merch, plentyn, tad, teulu, teulu: dyn, dyn, merch, bachgen
👨‍👨‍👦‍👦	bachgen, dyn, mam, plentyn, tad, teulu, teulu: dyn, dyn, bachgen, bachgen
👨‍👨‍👧‍👧	dyn, mam, merch, plentyn, tad, teulu, teulu: dyn, dyn, merch, merch
👩‍👩‍👦	bachgen, mam, menyw, plentyn, tad, teulu, teulu: menyw, menyw, bachgen
👩‍👩‍👧	mam, menyw, merch, plentyn, tad, teulu, teulu: menyw, menyw, merch
👩‍👩‍👧‍👦	bachgen, mam, menyw, merch, plentyn, tad, teulu, teulu: menyw, menyw, merch, bachgen
👩‍👩‍👦‍👦	bachgen, mam, menyw, plentyn, tad, teulu, teulu: menyw, menyw, bachgen, bachgen
👩‍👩‍👧‍👧	mam, menyw, merch, plentyn, tad, teulu, teulu: menyw, menyw, merch, merch
👨‍👦	bachgen, dyn, mam, plentyn, tad, teulu, teulu: dyn, bachgen
👨‍👦‍👦	bachgen, dyn, mam, plentyn, tad, teulu, teulu: dyn, bachgen, bachgen
👨‍👧	dyn, mam, merch, plentyn, tad, teulu, teulu: dyn, merch
👨‍👧‍👦	bachgen, dyn, mam, merch, plentyn, tad, teulu, teulu: dyn, merch, bachgen
👨‍👧‍👧	dyn, mam, merch, plentyn, tad, teulu, teulu: dyn, merch, merch
👩‍👦	bachgen, mam, menyw, plentyn, tad, teulu, teulu: menyw, bachgen
👩‍👦‍👦	bachgen, mam, menyw, plentyn, tad, teulu, teulu: menyw, bachgen, bachgen
👩‍👧	mam, menyw, merch, plentyn, tad, teulu, teulu: menyw, merch
👩‍👧‍👦	bachgen, mam, menyw, merch, plentyn, tad, teulu, teulu: menyw, merch, bachgen
👩‍👧‍👧	mam, menyw, merch, plentyn, tad, teulu, teulu: menyw, merch, merch
🗣️	pen, pen yn siarad, siarad, silwét, wyneb
👤	bron, bron mewn silwét, silwét
👥	bron, bronnau mewn silwét, silwét
👣	corff, dilledyn, olion traed
🦰	gwallt coch, melyngoch, pen coch
🦱	afro, cudynnau, cyrliog, gwallt cyrliog
🦳	gwallt, gwallt gwyn, gwyn, hen, llwyd
🦲	cemotherapi, dim gwallt, moel, wedi eillio
🐵	mwnci, wyneb, wyneb mwnci
🐒	mwnci
🦍	anifail, gorila
🦧	epa, orangwtan
🐶	anifail anwes, ci, wyneb, wyneb ci
🐕️	anifail anwes, ci
🦮	ci tywys, dall, hygyrchedd, tywys
🐕‍🦺	ci, ci cymorth, cymorth, gwasanaeth, hygyrchedd
🐩	ci, pwdl
🐺	blaidd, wyneb, wyneb blaidd
🦊	llwynog, wyneb, wyneb llwynog
🦝	chwilfrydig, racŵn, slei
🐱	anifail anwes, cath, wyneb, wyneb cath
🐈️	anifail anwes, cath
🦁	llew, wyneb, wyneb llew
🐯	teigr, wyneb, wyneb teigr
🐅	teigr
🐆	llewpard
🐴	ceffyl, wyneb, wyneb ceffyl
🐎	ceffyl, ras
🦄	uncorn, wyneb, wyneb uncorn
🦓	sebra, streipen
🦌	anifail, carw
🐮	buwch, wyneb, wyneb buwch
🐂	tarw, ych
🐃	byfflo, byfflo dwr, dŵr
🐄	buwch
🐷	mochyn, wyneb, wyneb mochyn
🐖	hwch, mochyn
🐗	baedd, mochyn
🐽	mochyn, trwyn, trwyn mochyn, wyneb
🐏	dafad, hwrdd
🐑	dafad
🐐	gafr
🐪	camel, dromedari, twmpath
🐫	bactriaidd, camel, camel dau dwmpath, twmpath
🦙	alpaca, guanaco, gwlân, lama, vicuña
🦒	jiráff, smotiau
🐘	eliffant
🦏	anifail, rhinoseros
🦛	afonfarch, hipo
🐭	llygoden, wyneb, wyneb llygoden
🐁	llygoden
🐀	llygoden fawr
🐹	anifail anwes, bochdew, wyneb, wyneb bochdew
🐰	anifail anwes, bwni, cwningen, wyneb, wyneb cwningen
🐇	anifail anwes, bwni, cwningen
🐿️	gwiwer resog
🦔	draenog, pigog
🦇	anifail, fampir, ystlum
🐻	arth, wyneb, wyneb arth
🐨	arth, coala
🐼	panda, wyneb, wyneb panda
🦥	araf, diog, diogyn
🦦	chwareus, dyfrgi, pygota
🦨	drewdod, drewgi
🦘	Awstralia, bolgodog, cangarŵ, joey, neidio
🦡	moch daear mêl, mochyn daear, poeni
🐾	olion, olion pawen, pawen, traed
🦃	twrci
🐔	iâr
🐓	ceiliog
🐣	babi, cyw, deor, deoriad cywion
🐤	babi, cyw, cyw bach
🐥	babi, cyw, cyw iâr yn blaen-wynebu
🐦️	aderyn
🐧	pengwin
🕊️	aderyn, colomen, heddwch, hedfan
🦅	aderyn, eryr
🦆	aderyn, hwyaden
🦢	aderyn, alarch, cyw alarch, hwyaden fach hyll
🦉	aderyn, doeth, tylluan
🦩	cyhydeddol, fflamingo, llachar
🦚	aderyn, balch, paun, peunes, trawiadol
🦜	aderyn, môr-leidr, parot, siarad
🐸	broga, wyneb, wyneb broga
🐊	crocodeil
🐢	crwban y môr
🦎	madfall, ymlusgiad
🐍	neidr, ophiuchus
🐲	draig, wyneb, wyneb draig
🐉	draig, stori tylwyth teg
🦕	braciosor, brontosor, diplodocws, sawropod
🦖	T-Rex, Tyranosor Rex
🐳	dŵr, morfil, morfil yn chwythu dŵr, wyneb
🐋	morfil
🐬	dolffin, flipper
🐟️	pysgod, pysgodyn
🐠	pysgod trofannol, pysgodyn, trofannol
🐡	chwydd bysgodyn, pysgod
🦈	pysgodyn, siarc
🐙	octopws
🐚	cragen, cragen droellog, troellog
🐌	malwoden
🦋	pert, pili-pala, pryfyn
🐛	chwilen
🐜	chwilen, morgrugyn
🐝	chwilen, gwenynen
🐞	chwilen, chwilen y wraig
🦗	ceiliog rhedyn, criciedyn
🕷️	chwilen, pry copyn
🕸️	gwe, gwe pry cop, pry copyn
🦂	sgorpion
🦟	clefyd, firws, malaria, mosgito, pryfyn, twymyn
🦠	ameba, bacteria, firws, microb
💐	blodyn, planhigyn, tusw
🌸	blodeuyn, blodeuyn ceirios, blodyn, ceirios, planhigyn
💮	blodyn, blodyn gwyn
🏵️	planhigyn, rhosglwm
🌹	blodyn, planhigyn, rhosyn
🥀	blodyn, blodyn wedi gwiwo, wedi gwiwo
🌺	blodyn, hibisgws, planhigyn
🌻	blodyn, blodyn haul, haul
🌼	blodeuyn, blodyn, planhigyn
🌷	blodyn, planhigyn, tiwlip
🌱	blodyn, eginblanhigyn, ifanc
🌲	bythwyrdd, coeden, planhigyn
🌳	coeden, coeden gollddail, collddail, planhigyn
🌴	coeden, palmwydden, planhigyn
🌵	cactws, planhigyn
🌾	gronyn, planhigyn, reis, ysgub o reis
🌿	deilen, llysieuyn, planhigyn
☘️	planhigyn, samrog
🍀	4, deilen, meillionen, meillionen pedair deilen, pedwar
🍁	cwympo, deilen, deilen masarnen, masarnen
🍂	cwympo, deilen, deilen yn cwympo, planhigyn
🍃	chwythu, crynu, deilen, deilen yn crynu yn y gwynt, planhigyn
🍇	ffrwyth, grawnwin, planhigyn
🍈	ffrwyth, melon, planhigyn
🍉	ffrwyth, melon dŵr, planhigyn
🍊	ffrwyth, oren, planhigyn, tanjerin
🍋	ffrwyth, lemwn, planhigyn, sitrws
🍌	banana, ffrwyth, planhigyn
🍍	ffrwyth, pinafal, planhigyn
🥭	ffrwyth, mango, trofannol
🍎	afal, afal coch, coch, ffrwyth, planhigyn
🍏	afal, afal gwyrdd, ffrwyth, gwyrdd, planhigyn
🍐	ffrwyth, peren, planhigyn
🍑	eirinen wlanog, ffrwyth, planhigyn
🍒	ceirios, ffrwyth, planhigyn
🍓	aeronen, ffrwyth, mefus, planhigyn
🥝	bwyd, ciwi, ffrwyth, ffrwyth ciwi
🍅	llysieuyn, planhigyn, tomato
🥥	cneuen goco, palmwydden, piña colada
🥑	afocado, bwyd, ffrwyth
🍆	llysieuyn, planhigyn, ŵylyst
🥔	bwyd, llysieuyn, taten
🥕	bwyd, llysieuyn, moron
🌽	corn, planhigyn, tywysen, tywysen o gorn
🌶️	planhigyn, pupur, pupur twym, twym
🥒	bwyd, ciwcymber, llysieuyn, piclen
🥬	bok choy, cêl, gwyrdd deiliog, kale, letys
🥦	bresych gwyllt, brocoli
🧄	cyflas, garlleg
🧅	cyflas, winwns
🍄	madarch, planhigyn
🥜	bwyd, cnai ddaear, cneuen, cneuen ddaear, llysieuyn
🌰	castan, planhigyn
🍞	bara, torth
🥐	bara, bwyd, croissant, ffrengig, rhôl cilgant
🥖	bara, bwyd, ffon fara, ffrengig
🥨	pretsel, troellog
🥯	bagel, becws, pâst
🥞	bwyd, cacennau poeth, crempog, crempogau, crêpe
🧇	siarad gwag, woffl
🧀	caws, darn o gaws
🍖	asgwrn, cig, cig ar yr asgwrn
🍗	asgwrn, coes, coes o ffowls, cyw iâr, ffowls
🥩	golwyth, golwyth cig oen, golwyth porc, stecen, toriad o gig
🥓	bacwn, bwyd, cig
🍔	byrgyr, hambyrgyr
🍟	sglodion
🍕	caws, darn, pitsa
🌭	frankfurter, selsigen mewn bynen
🥪	bara, brechdan
🌮	mecsicanaidd, taco
🌯	burrito, mecsicanaidd
🥙	bara gwastad, bara gwastad wedi’i stwffio, bwyd, cebab, falaffel, gyro, wedi stwffio
🧆	ffalaffel, gwygbysen, peli cig
🥚	bwyd, wy
🍳	coginio, ffrio, padell, wy
🥘	bas, bwyd, casserol, padell, padell fas o fwyd, paella
🍲	llestr, llestr o fwyd, stiw
🥣	bowlen â llwy, brecwast, congee, grawnfwyd
🥗	bwyd, gwyrdd, salad, salad gwyrdd
🍿	pop gorn
🧈	cynnyrch llaeth, menyn
🧂	condiment, halen, siglwr
🥫	bwyd tun, tun
🍱	bento, bocs, bocs bento
🍘	cracer, cracer reis, reis
🍙	Japaneaidd, pêl, pêl reis, reis
🍚	reis, reis wedi’i goginio
🍛	cyrri, reis, reis cyrri
🍜	bowl, bowlen yn stemio, nwdl, ramen, stêm
🍝	pasta, sbageti
🍠	melys, rostio, taten felys wedi’i rostio, tato
🍢	bwyd môr, cebab, oden, sgiwer
🍣	swshi
🍤	berdysyn, berdysyn wedi’i ffrio, corgimwch
🍥	cacen, cacen bysgod gyda chwyrlïad, pysgodyn, toes
🥮	cacen lleuad, gŵyl, hydref, yuèbǐng
🍡	Japaneaidd, dango, pwdin, sgiwer
🥟	empanada, gyōza, jiaozi, pierogi, potsticker, twmplen
🥠	bisgeden lwcus, proffwydoliaeth
🥡	bocs prydau parod, bwced wystrys
🦀	cranc
🦞	bisg, bwyd môr, cimwch, crafangau
🦐	bach, berdysyn, bwyd, pysgodyn cragen
🦑	bwyd, molwsg, ystifflog
🦪	cragen, perl, wystrys
🍦	hufen, hufen iâ meddal, iâ, meddal, pwdin
🍧	hufen, iâ, iâ wedi’i siafio, melys, pwdin
🍨	hufen, hufen iâ, iâ, melys, pwdin
🍩	melys, pwdin, toesen
🍪	bisgeden, melys, pwdin
🎂	cacen, cacen pen-blwydd, dathliad, parti, pen-blwydd
🍰	cacen, cacen fer, melys, pwdin
🧁	becws, cacen cwpan, melus
🥧	llenwad, pei, toes
🍫	bar, bar o siocled, melys, siocled
🍬	losin, melys, pwdin
🍭	lolipop, losin, melys, pwdin
🍮	cwstard, melys, pwdin
🍯	melys, mêl, pot mêl
🍼	babi, botel, botel babi, diod, llaeth
🥛	diod, gwydraid, gwydraid o laeth, llaeth
☕️	coffi, diod, diod boeth, te, twym
🍵	cwpan, cwpan te heb ddolen, diod, te
🍶	bar, botel, cwpan, diod, sake
🍾	bar, botel, corcyn, diod, potel gyda chorcyn yn popian
🍷	bar, diod, gwin, gwydr, gwydr gwin
🍸️	bar, coctel, diod, gwydr, gwydr coctel
🍹	bar, diod, diod drofannol, trofannol
🍺	bar, cwrw, diod, mwg, mwg cwrw
🍻	bar, cwrw, diod, mygiau cwrw yn clincian
🥂	clinc, dathlu, diod, gwydr, gwydrau yn tincian
🥃	gwirod, gwydraid, shot, tymbler, whisgi
🥤	cwpan â gwellt yfed, soda, sudd
🧃	blwch diodydd, blwch sudd ffrwythau
🧉	diod, maté
🧊	ciwb iâ, oer
🥢	gweill bwyta
🍽️	coginio, cyllell, fforc, fforc a chyllell gyda phlât, plât
🍴	coginio, cyllell, fforc, fforc a chyllell
🥄	llestri bwrdd, llwy
🔪	cegin, coginio, cyllell, cyllell cegin
🏺	coginio, diod, jwg, llestri
🌍	Affrica, Ewrop, byd, glôb yn dangos Ewrop-Affrica, y ddaear
🌎️	americas, byd, glôb yn dangos yr Americas, y ddaear
🌏	Asia, Awstralia, byd, glôb yn dangos Asia-Awstralia, y ddaear
🌐	byd, glôb gyda meridianau, y ddaear
🗺️	byd, map, map o’r byd
🗾	Japan, map, map o Japan
🧭	cwmpawd, cyfeiriadu, llywio, magnetig
🏔️	eira, mynydd, mynydd wedi’i orchuddio mewn eira, oer
⛰️	mynydd
🌋	echdoriad, llosgfynydd, mynydd, tywydd
🗻	fuji, mynydd, mynydd Fuji
🏕️	gwersylla, gwersyllu
🏖️	traeth, traeth ag ymbarél, ymbarel
🏜️	anialwch
🏝️	anghyfannedd, ynys, ynys anghyfannedd
🏞️	parc, parc cenedlaethol
🏟️	stadiwm
🏛️	adeilad, adeilad clasurol, clasurol
🏗️	adeilad, adeiladwaith, adeiladwaith adeilad
🧱	briciau, bricsen, clai, morter, wal
🏘️	adeiladu, tai, tŷ
🏚️	adeilad, gwag, tŷ, tŷ gwag
🏠️	adeilad, cartref, tŷ
🏡	adeilad, cartref, gardd, tŷ gyda gardd
🏢	adeilad, adeilad o swyddfa
🏣	Japaneaidd, adeilad, post, swyddfa bost Japaneaidd
🏤	Ewropeaidd, adeilad, post, swyddfa bost
🏥	adeilad, meddyg, ysbyty
🏦	adeilad, banc
🏨	adeilad, gwesty
🏩	adeilad, cariad, gwesty, gwesty cariad
🏪	adeilad, cyfleus, siop, siop gyfleus
🏫	adeilad, ysgol
🏬	adeilad, adran, siop, siop adrannol
🏭️	adeilad, ffatri
🏯	Japaneaidd, adeilad, castell, castell Japaneaidd
🏰	Ewropeaidd, adeilad, castell
💒	capel, priodas, rhamant
🗼	tokyo, tŵr, tŵr tokyo
🗽	Cerflun Rhyddid, cerflun, rhyddid
⛪️	adeilad, crefydd, cristnogol, croes, eglwys
🕌	crefydd, islam, mosg, mwslim
🛕	hindw, teml, teml hindwaidd
🕍	crefydd, iddew, iddewig, synagog, teml
⛩️	crefydd, cysegrfa, cysegrfa shinto, shinto
🕋	crefydd, islam, kaaba, mwslim
⛲️	ffynnon
⛺️	gwersylla, pabell
🌁	niwl, niwlog, tywydd
🌃	nos, noson â sêr, seren, tywydd
🏙️	adeiladu, dinas, dinaslun
🌄	bore, codiad, codiad haul dros fynyddoedd, haul, mynydd
🌅	codiad haul, haul, tywydd
🌆	bore, dinaslun cyfnos, haul, tywydd
🌇	adeilad, cyfnos, dinas, machlud haul
🌉	nos, pont, pont gyda’r nos, tywydd
♨️	poeth, stêm, tarddelli, tarddelli poeth
🎠	carwsél, ceffyl, ceffyl carwsél
🎡	olwyn, olwyn fawr, parc diddanu
🎢	cert, cert sglefrio, parc diddanu, sglefrio
💈	barbwr, polyn, polyn barbwr, toriad gwallt
🎪	syrcas, tent, tent syrcas
🚂	locomotif, peiriant, rheilffordd, stêm, trên
🚃	car, car rheilffordd, rheilffordd, trydan, trên
🚄	cyflymder, rheilffordd, shinkansen, trên, trên tra chyflym
🚅	bwled, cyflymder, rheilffordd, trên, trên tra chyflym gyda thrwyn fel bwled
🚆	cerbyd, rheilffordd, trên
🚇️	cerbyd, metro, tanlwybr
🚈	cerbyd, rheilffordd, rheilffordd ysgafn
🚉	cerbyd, gorsaf, rheilffordd, trên
🚊	bysys trydan, cerbyd, tram
🚝	cerbyd, trên un gledren
🚞	car, mynydd, rheilffordd, rheilffordd fynydd
🚋	car, car tram, cerbyd, tram
🚌	bws, cerbyd
🚍️	bws, bws yn dod i’ch cwrdd, cerbyd
🚎	bws, bws trydan, cerbyd, tram, troli
🚐	bws, bws mini, cerbyd
🚑️	ambiwlans, cerbyd
🚒	cerbyd, peiriant, peiriant tân, tân
🚓	car, car yr heddlu, cerbyd, heddlu, patrôl
🚔️	car, car heddlu sy’n dod i’ch cwrdd, dod i’ch cwrdd, heddlu
🚕	cerbyd, tacsi
🚖	cerbyd, tacsi, tacsi sy’n dod i’ch cwrdd
🚗	car, cerbyd, modur
🚘️	car, dod i’ch cwrdd, modur, modur sy’n dod i’ch cwrdd
🚙	cerbyd, cerbyd hamdden, hamdden
🚚	cerbyd, dosbarthu, lori, lori dosbarthu
🚛	cerbyd, lori, lori gymalog, rhannol
🚜	cerbyd, tractor
🏎️	car, car rasio, rasio
🏍️	beic modur, rasio
🛵	modur, sgwter, sgwter modur
🦽	cadair olwyn heb beiriant, hygyrchedd
🦼	cadair olwyn â pheiriant, hygyrchedd
🛺	ricshio â pheiriant, twc twc
🚲️	beic, cerbyd
🛴	cicio, sgwter, sgwter cicio
🛹	bwrdd, sgrialfwrdd
🚏	arhosfan, arhosfan bws, bws, stop
🛣️	heol, traffordd
🛤️	rheilffordd, trac rheilffordd, trên
🛢️	drwm, drwm olew, olew
⛽️	gorsaf, pwmp, pwmp tanwydd, tanwydd
🚨	car, golau, golau car yr heddlu, heddlu
🚥	arwydd, golau, golau traffig llorweddol, traffig
🚦	arwydd, golau, golau traffig fertigol, traffig
🛑	arwydd, arwydd stop, stop, wythonglog
🚧	adeiladwaith, rhwystr
⚓️	angor, llong, offer
⛵️	cwch, cwch hwylio, cyrchfan, môr
🛶	canŵ, cwch
🚤	cerbyd, cwch, cwch gwib
🛳️	cerbyd, llong, llong deithwyr, teithwyr
⛴️	cwch, fferi
🛥️	cerbyd, cwch, cwch modur
🚢	cerbyd, llong
✈️	awyren, cerbyd
🛩️	awyren, awyren fach, cerbyd
🛫	awyren, cofrestru, ymadawiad, ymadawiad awyren
🛬	awyren, dyfodiad awyren, dyfodiadau, glanio
🪂	barcuta, neidio o awyren, parasiwt
💺	cadair, sedd
🚁	cerbyd, hofrennydd
🚟	cerbyd, crogiant, rheilffordd, rheilffordd grog
🚠	cebl, gondola, mynydd, rhaffbont fynydd
🚡	awyrol, car, cebl, gondola, tramffordd awyrol
🛰️	cerbyd, gofod, lloeren
🚀	cerbyd, gofod, roced
🛸	peth hedegog anhysbys, soser hedegog
🛎️	cloch, gwesty, porthor
🧳	bagiau, pacio, teithio
⌛️	amserydd, awrwydr, tywod
⏳️	amserydd, awrwydr, awrwydr gyda thywod yn llifo, tywod
⌚️	cloc, oriawr
⏰	cloc, cloc larwm, larwm
⏱️	cloc, stop wats
⏲️	amserydd, cloc, cloc ag amserydd
🕰️	cloc, cloc silff ben tân
🕛️	00, 12, 12:00, cloc, deuddeg o’r gloch
🕧	12, 12:30, 30, cloc, hanner awr wedi deuddeg
🕐️	00, 1, 1:00, cloc, un o’r gloch
🕜	1, 1:30, 30, cloc, hanner awr wedi un
🕑️	00, 2, 2:00, cloc, dau o’r gloch
🕝	2, 2:30, 30, cloc, hanner awr wedi dau
🕒️	00, 3, 3:00, cloc, tri o’r gloch
🕞	3, 30, 3:30, cloc, hanner awr wedi tri
🕓️	00, 4, 4:00, cloc, pedwar o’r gloch
🕟	30, 4, 4:30, cloc, hanner awr wedi pedwar
🕔️	00, 5, 5:00, cloc, pump o’r gloch
🕠	30, 5, 5:30, cloc, hanner awr wedi pump
🕕️	00, 6, 6:00, chwech o’r gloch, cloc
🕡	30, 6, 6:30, cloc, hanner awr wedi chwech
🕖️	00, 7, 7:00, cloc, saith o’r gloch
🕢	30, 7, 7:30, cloc, hanner awr wedi saith
🕗️	00, 8, 8:00, cloc, wyth o’r gloch
🕣	30, 8, 8:30, cloc, hanner awr wedi wyth
🕘️	00, 9, 9:00, cloc, naw o’r gloch
🕤	30, 9, 9:30, cloc, hanner awr wedi naw
🕙️	00, 10, 10:00, cloc, deg o’r gloch
🕥	10, 10:30, 30, cloc, hanner awr wedi deg
🕚️	00, 11, 11:00, cloc, un ar ddeg o’r gloch
🕦	11, 11:30, 30, cloc, hanner awr wedi un ar ddeg
🌑	gofod, lleuad, lleuad newydd, tywydd, tywyllwch
🌒	crescent, lleuad gilgant ar ei chynnydd, moon, space, waxing, weather
🌓	cilgant, gofod, lleuad, lleuad chwarter cyntaf
🌔	chwarter, gofod, lleuad, lleuad amgrwm ar ei chynnydd
🌕️	amgrwm, gofod, lleuad, lleuad lawn
🌖	gofod, llawn, lleuad, lleuad amgrwm ar ei chil
🌗	amgrwm, gofod, lleuad, lleuad chwarter olaf
🌘	chwarter, gofod, lleuad, lleuad cilgant ar ei chil
🌙	cilgant, gofod, lleuad, lleuad gilgant
🌚	cilgant, gofod, lleuad, wyneb lleuad newydd
🌛	chwarter, gofod, lleuad, lleuad chwarter cyntaf gydag wyneb, wyneb
🌜️	chwarter, gofod, lleuad, lleuad chwarter olaf gydag wyneb, wyneb
🌡️	thermomedr, tywydd
☀️	golau, haul, heulog, pelydrau, tywydd
🌝	llachar, llawn, lleuad, lleuad lawn gydag wyneb, wyneb
🌞	haul, llachar, lleuad ag wyneb, tywydd, wyneb
🪐	planed, planed cylchog, sadwrn
⭐️	seren, seren ganolig wen
🌟	disgleirio, pelydru, seren yn tywynnu, tywynnu
🌠	gofod, gwibio, seren wib, syrthio
🌌	gofod, tywydd, y llwybr llaethog
☁️	cwmwl, tywydd
⛅️	cwmwl, haul, haul tu ôl i gwmwl, tywydd
⛈️	cwmwl, cwmwl â mellt a glaw, glau, storm, tywydd
🌤️	cwmwl, haul, haul tu ôl i gwmwl bach, tywydd
🌥️	cwmwl, haul, haul tu ôl i gwmwl mawr, tywydd
🌦️	cwmwl, glaw, haul, haul tu ôl i gwmwl gyda glaw, tywydd
🌧️	cwmwl, cwmwl gyda glaw, glaw, tywydd
🌨️	cwmwl, cwmwl gydag eira, eira, oer, tywydd
🌩️	cwmwl, cwmwl gyda mellt, mellt, tywydd
🌪️	chwyrlwynt, corwynt, cwmwl, tywydd
🌫️	cwmwl, niwl, tywydd
