😀	lol, rindo, risada, rosto, rosto risonho
🙎🏾‍♂	bico, cara feia, homem, homem fazendo bico, homem fazendo bico: pele morena escura, pele morena escura
🙎🏿‍♂	bico, cara feia, homem, homem fazendo bico, homem fazendo bico: pele escura, pele escura
🙎‍♀	bico, cara feia, mulher, mulher fazendo bico
🙎🏻‍♀	bico, cara feia, mulher, mulher fazendo bico, mulher fazendo bico: pele clara, pele clara
🙎🏼‍♀	bico, cara feia, mulher, mulher fazendo bico, mulher fazendo bico: pele morena clara, pele morena clara
🙎🏽‍♀	bico, cara feia, mulher, mulher fazendo bico, mulher fazendo bico: pele morena, pele morena
🙎🏾‍♀	bico, cara feia, mulher, mulher fazendo bico, mulher fazendo bico: pele morena escura, pele morena escura
🙎🏿‍♀	bico, cara feia, mulher, mulher fazendo bico, mulher fazendo bico: pele escura, pele escura
🙅	gesto, mão, pessoa fazendo gesto de “não”, proibido
🙅🏻	gesto, mão, pele clara, pessoa fazendo gesto de “não”, pessoa fazendo gesto de “não”: pele clara, proibido
🙅🏼	gesto, mão, pele morena clara, pessoa fazendo gesto de “não”, pessoa fazendo gesto de “não”: pele morena clara, proibido
🙅🏽	gesto, mão, pele morena, pessoa fazendo gesto de “não”, pessoa fazendo gesto de “não”: pele morena, proibido
🙅🏾	gesto, mão, pele morena escura, pessoa fazendo gesto de “não”, pessoa fazendo gesto de “não”: pele morena escura, proibido
🙅🏿	gesto, mão, pele escura, pessoa fazendo gesto de “não”, pessoa fazendo gesto de “não”: pele escura, proibido
🙅‍♂	gesto, homem, homem fazendo gesto de “não”, mão, proibido
🙅🏻‍♂	gesto, homem, homem fazendo gesto de “não”, homem fazendo gesto de “não”: pele clara, mão, pele clara, proibido
🙅🏼‍♂	gesto, homem, homem fazendo gesto de “não”, homem fazendo gesto de “não”: pele morena clara, mão, pele morena clara, proibido
🙅🏽‍♂	gesto, homem, homem fazendo gesto de “não”, homem fazendo gesto de “não”: pele morena, mão, pele morena, proibido
🙅🏾‍♂	gesto, homem, homem fazendo gesto de “não”, homem fazendo gesto de “não”: pele morena escura, mão, pele morena escura, proibido
🙅🏿‍♂	gesto, homem, homem fazendo gesto de “não”, homem fazendo gesto de “não”: pele escura, mão, pele escura, proibido
🙅‍♀	gesto, mulher, mulher fazendo gesto de “não”, mão, proibido
🙅🏻‍♀	gesto, mulher, mulher fazendo gesto de “não”, mulher fazendo gesto de “não”: pele clara, mão, pele clara, proibido
🙅🏼‍♀	gesto, mulher, mulher fazendo gesto de “não”, mulher fazendo gesto de “não”: pele morena clara, mão, pele morena clara, proibido
🙅🏽‍♀	gesto, mulher, mulher fazendo gesto de “não”, mulher fazendo gesto de “não”: pele morena, mão, pele morena, proibido
🙅🏾‍♀	gesto, mulher, mulher fazendo gesto de “não”, mulher fazendo gesto de “não”: pele morena escura, mão, pele morena escura, proibido
🙅🏿‍♀	gesto, mulher, mulher fazendo gesto de “não”, mulher fazendo gesto de “não”: pele escura, mão, pele escura, proibido
🙆	OK, gesto, mão, pessoa fazendo gesto de “OK”
🙆🏻	OK, gesto, mão, pele clara, pessoa fazendo gesto de “OK”, pessoa fazendo gesto de “OK”: pele clara
🙆🏼	OK, gesto, mão, pele morena clara, pessoa fazendo gesto de “OK”, pessoa fazendo gesto de “OK”: pele morena clara
🙆🏽	OK, gesto, mão, pele morena, pessoa fazendo gesto de “OK”, pessoa fazendo gesto de “OK”: pele morena
🙆🏾	OK, gesto, mão, pele morena escura, pessoa fazendo gesto de “OK”, pessoa fazendo gesto de “OK”: pele morena escura
🙆🏿	OK, gesto, mão, pele escura, pessoa fazendo gesto de “OK”, pessoa fazendo gesto de “OK”: pele escura
🙆‍♂	OK, gesto, homem, homem fazendo gesto de “OK”, mão
🙆🏻‍♂	OK, gesto, homem, homem fazendo gesto de “OK”, homem fazendo gesto de “OK”: pele clara, mão, pele clara
🙆🏼‍♂	OK, gesto, homem, homem fazendo gesto de “OK”, homem fazendo gesto de “OK”: pele morena clara, mão, pele morena clara
🙆🏽‍♂	OK, gesto, homem, homem fazendo gesto de “OK”, homem fazendo gesto de “OK”: pele morena, mão, pele morena
🙆🏾‍♂	OK, gesto, homem, homem fazendo gesto de “OK”, homem fazendo gesto de “OK”: pele morena escura, mão, pele morena escura
🙆🏿‍♂	OK, gesto, homem, homem fazendo gesto de “OK”, homem fazendo gesto de “OK”: pele escura, mão, pele escura
🙆‍♀	OK, gesto, mulher, mulher fazendo gesto de “OK”, mão
🙆🏻‍♀	OK, gesto, mulher, mulher fazendo gesto de “OK”, mulher fazendo gesto de “OK”: pele clara, mão, pele clara
🙆🏼‍♀	OK, gesto, mulher, mulher fazendo gesto de “OK”, mulher fazendo gesto de “OK”: pele morena clara, mão, pele morena clara
🙆🏽‍♀	OK, gesto, mulher, mulher fazendo gesto de “OK”, mulher fazendo gesto de “OK”: pele morena, mão, pele morena
🙆🏾‍♀	OK, gesto, mulher, mulher fazendo gesto de “OK”, mulher fazendo gesto de “OK”: pele morena escura, mão, pele morena escura
🙆🏿‍♀	OK, gesto, mulher, mulher fazendo gesto de “OK”, mulher fazendo gesto de “OK”: pele escura, mão, pele escura
💁	ajuda, informações, mão, pessoa com a palma virada para cima
💁🏻	ajuda, informações, mão, pele clara, pessoa com a palma virada para cima, pessoa com a palma virada para cima: pele clara
💁🏼	ajuda, informações, mão, pele morena clara, pessoa com a palma virada para cima, pessoa com a palma virada para cima: pele morena clara
💁🏽	ajuda, informações, mão, pele morena, pessoa com a palma virada para cima, pessoa com a palma virada para cima: pele morena
💁🏾	ajuda, informações, mão, pele morena escura, pessoa com a palma virada para cima, pessoa com a palma virada para cima: pele morena escura
💁🏿	ajuda, informações, mão, pele escura, pessoa com a palma virada para cima, pessoa com a palma virada para cima: pele escura
💁‍♂	homem, homem com a palma virada para cima
💁🏻‍♂	homem, homem com a palma virada para cima, homem com a palma virada para cima: pele clara, pele clara
💁🏼‍♂	homem, homem com a palma virada para cima, homem com a palma virada para cima: pele morena clara, pele morena clara
💁🏽‍♂	homem, homem com a palma virada para cima, homem com a palma virada para cima: pele morena, pele morena
💁🏾‍♂	homem, homem com a palma virada para cima, homem com a palma virada para cima: pele morena escura, pele morena escura
💁🏿‍♂	homem, homem com a palma virada para cima, homem com a palma virada para cima: pele escura, pele escura
💁‍♀	mulher, mulher com a palma virada para cima
💁🏻‍♀	mulher, mulher com a palma virada para cima, mulher com a palma virada para cima: pele clara, pele clara
💁🏼‍♀	mulher, mulher com a palma virada para cima, mulher com a palma virada para cima: pele morena clara, pele morena clara
💁🏽‍♀	mulher, mulher com a palma virada para cima, mulher com a palma virada para cima: pele morena, pele morena
💁🏾‍♀	mulher, mulher com a palma virada para cima, mulher com a palma virada para cima: pele morena escura, pele morena escura
💁🏿‍♀	mulher, mulher com a palma virada para cima, mulher com a palma virada para cima: pele escura, pele escura
🙋	feliz, gesto, levantando a mão, pessoa, pessoa levantando a mão
🙋🏻	feliz, gesto, levantando a mão, pele clara, pessoa, pessoa levantando a mão, pessoa levantando a mão: pele clara
🙋🏼	feliz, gesto, levantando a mão, pele morena clara, pessoa, pessoa levantando a mão, pessoa levantando a mão: pele morena clara
🙋🏽	feliz, gesto, levantando a mão, pele morena, pessoa, pessoa levantando a mão, pessoa levantando a mão: pele morena
🙋🏾	feliz, gesto, levantando a mão, pele morena escura, pessoa, pessoa levantando a mão, pessoa levantando a mão: pele morena escura
🙋🏿	feliz, gesto, levantando a mão, pele escura, pessoa, pessoa levantando a mão, pessoa levantando a mão: pele escura
🙋‍♂	gesto, homem, homem levantando a mão, mão, pedir a palavra
🙋🏻‍♂	gesto, homem, homem levantando a mão, homem levantando a mão: pele clara, mão, pedir a palavra, pele clara
🙋🏼‍♂	gesto, homem, homem levantando a mão, homem levantando a mão: pele morena clara, mão, pedir a palavra, pele morena clara
🙋🏽‍♂	gesto, homem, homem levantando a mão, homem levantando a mão: pele morena, mão, pedir a palavra, pele morena
🙋🏾‍♂	gesto, homem, homem levantando a mão, homem levantando a mão: pele morena escura, mão, pedir a palavra, pele morena escura
🙋🏿‍♂	gesto, homem, homem levantando a mão, homem levantando a mão: pele escura, mão, pedir a palavra, pele escura
🙋‍♀	gesto, mulher, mulher levantando a mão, mão, pedir a palavra
🙋🏻‍♀	gesto, mulher, mulher levantando a mão, mulher levantando a mão: pele clara, mão, pedir a palavra, pele clara
🙋🏼‍♀	gesto, mulher, mulher levantando a mão, mulher levantando a mão: pele morena clara, mão, pedir a palavra, pele morena clara
🙋🏽‍♀	gesto, mulher, mulher levantando a mão, mulher levantando a mão: pele morena, mão, pedir a palavra, pele morena
🙋🏾‍♀	gesto, mulher, mulher levantando a mão, mulher levantando a mão: pele morena escura, mão, pedir a palavra, pele morena escura
🙋🏿‍♀	gesto, mulher, mulher levantando a mão, mulher levantando a mão: pele escura, mão, pedir a palavra, pele escura
🧏	pessoa surda
🧏🏻	pele clara, pessoa surda, pessoa surda: pele clara
🧏🏼	pele morena clara, pessoa surda, pessoa surda: pele morena clara
🧏🏽	pele morena, pessoa surda, pessoa surda: pele morena
🧏🏾	pele morena escura, pessoa surda, pessoa surda: pele morena escura
🧏🏿	pele escura, pessoa surda, pessoa surda: pele escura
🧏‍♂	homem surdo
🧏🏻‍♂	homem surdo, homem surdo: pele clara, pele clara
🧏🏼‍♂	homem surdo, homem surdo: pele morena clara, pele morena clara
🧏🏽‍♂	homem surdo, homem surdo: pele morena, pele morena
🧏🏾‍♂	homem surdo, homem surdo: pele morena escura, pele morena escura
🧏🏿‍♂	homem surdo, homem surdo: pele escura, pele escura
🧏‍♀	mulher surda
🧏🏻‍♀	mulher surda, mulher surda: pele clara, pele clara
🧏🏼‍♀	mulher surda, mulher surda: pele morena clara, pele morena clara
🧏🏽‍♀	mulher surda, mulher surda: pele morena, pele morena
🧏🏾‍♀	mulher surda, mulher surda: pele morena escura, pele morena escura
🧏🏿‍♀	mulher surda, mulher surda: pele escura, pele escura
🙇	desculpa, gesto, perdão, pessoa, pessoa fazendo reverência, reverência, reverência respeitosa
🙇🏻	desculpa, gesto, pele clara, perdão, pessoa, pessoa fazendo reverência, pessoa fazendo reverência: pele clara, reverência, reverência respeitosa
🙇🏼	desculpa, gesto, pele morena clara, perdão, pessoa, pessoa fazendo reverência, pessoa fazendo reverência: pele morena clara, reverência, reverência respeitosa
🙇🏽	desculpa, gesto, pele morena, perdão, pessoa, pessoa fazendo reverência, pessoa fazendo reverência: pele morena, reverência, reverência respeitosa
🙇🏾	desculpa, gesto, pele morena escura, perdão, pessoa, pessoa fazendo reverência, pessoa fazendo reverência: pele morena escura, reverência, reverência respeitosa
🙇🏿	desculpa, gesto, pele escura, perdão, pessoa, pessoa fazendo reverência, pessoa fazendo reverência: pele escura, reverência, reverência respeitosa
🙇‍♂	desculpas, gesto, homem, homem fazendo reverência, homem pedindo desculpas, respeito, reverência
🙇🏻‍♂	desculpas, gesto, homem, homem fazendo reverência, homem fazendo reverência: pele clara, homem pedindo desculpas, pele clara, respeito, reverência
🙇🏼‍♂	desculpas, gesto, homem, homem fazendo reverência, homem fazendo reverência: pele morena clara, homem pedindo desculpas, pele morena clara, respeito, reverência
🙇🏽‍♂	desculpas, gesto, homem, homem fazendo reverência, homem fazendo reverência: pele morena, homem pedindo desculpas, pele morena, respeito, reverência
🙇🏾‍♂	desculpas, gesto, homem, homem fazendo reverência, homem fazendo reverência: pele morena escura, homem pedindo desculpas, pele morena escura, respeito, reverência
🙇🏿‍♂	desculpas, gesto, homem, homem fazendo reverência, homem fazendo reverência: pele escura, homem pedindo desculpas, pele escura, respeito, reverência
🙇‍♀	desculpas, gesto, mulher, mulher fazendo reverência, mulher pedindo desculpas, respeito, reverência
🙇🏻‍♀	desculpas, gesto, mulher, mulher fazendo reverência, mulher fazendo reverência: pele clara, mulher pedindo desculpas, pele clara, respeito, reverência
🙇🏼‍♀	desculpas, gesto, mulher, mulher fazendo reverência, mulher fazendo reverência: pele morena clara, mulher pedindo desculpas, pele morena clara, respeito, reverência
🙇🏽‍♀	desculpas, gesto, mulher, mulher fazendo reverência, mulher fazendo reverência: pele morena, mulher pedindo desculpas, pele morena, respeito, reverência
🙇🏾‍♀	desculpas, gesto, mulher, mulher fazendo reverência, mulher fazendo reverência: pele morena escura, mulher pedindo desculpas, pele morena escura, respeito, reverência
🙇🏿‍♀	desculpas, gesto, mulher, mulher fazendo reverência, mulher fazendo reverência: pele escura, mulher pedindo desculpas, pele escura, respeito, reverência
🤦	decepção, desapontamento, pessoa dececionada, pessoa decepcionada
🤦🏻	decepção, desapontamento, pele clara, pessoa dececionada, pessoa decepcionada, pessoa decepcionada: pele clara
🤦🏼	decepção, desapontamento, pele morena clara, pessoa dececionada, pessoa decepcionada, pessoa decepcionada: pele morena clara
🤦🏽	decepção, desapontamento, pele morena, pessoa dececionada, pessoa decepcionada, pessoa decepcionada: pele morena
🤦🏾	decepção, desapontamento, pele morena escura, pessoa dececionada, pessoa decepcionada, pessoa decepcionada: pele morena escura
🤦🏿	decepção, desapontamento, pele escura, pessoa dececionada, pessoa decepcionada, pessoa decepcionada: pele escura
🤦‍♂	decepção, desapontamento, homem, homem decepcionado
🤦🏻‍♂	decepção, desapontamento, homem, homem decepcionado, homem decepcionado: pele clara, pele clara
🤦🏼‍♂	decepção, desapontamento, homem, homem decepcionado, homem decepcionado: pele morena clara, pele morena clara
🤦🏽‍♂	decepção, desapontamento, homem, homem decepcionado, homem decepcionado: pele morena, pele morena
🤦🏾‍♂	decepção, desapontamento, homem, homem decepcionado, homem decepcionado: pele morena escura, pele morena escura
🤦🏿‍♂	decepção, desapontamento, homem, homem decepcionado, homem decepcionado: pele escura, pele escura
🤦‍♀	decepção, desapontamento, mulher, mulher decepcionada
🤦🏻‍♀	decepção, desapontamento, mulher, mulher decepcionada, mulher decepcionada: pele clara, pele clara
🤦🏼‍♀	decepção, desapontamento, mulher, mulher decepcionada, mulher decepcionada: pele morena clara, pele morena clara
🤦🏽‍♀	decepção, desapontamento, mulher, mulher decepcionada, mulher decepcionada: pele morena, pele morena
🤦🏾‍♀	decepção, desapontamento, mulher, mulher decepcionada, mulher decepcionada: pele morena escura, pele morena escura
🤦🏿‍♀	decepção, desapontamento, mulher, mulher decepcionada, mulher decepcionada: pele escura, pele escura
🤷	dar de ombros, ignorância, indiferença, ombros, pessoa dando de ombros
🤷🏻	dar de ombros, ignorância, indiferença, ombros, pele clara, pessoa dando de ombros, pessoa dando de ombros: pele clara
🤷🏼	dar de ombros, ignorância, indiferença, ombros, pele morena clara, pessoa dando de ombros, pessoa dando de ombros: pele morena clara
🤷🏽	dar de ombros, ignorância, indiferença, ombros, pele morena, pessoa dando de ombros, pessoa dando de ombros: pele morena
🤷🏾	dar de ombros, ignorância, indiferença, ombros, pele morena escura, pessoa dando de ombros, pessoa dando de ombros: pele morena escura
🤷🏿	dar de ombros, ignorância, indiferença, ombros, pele escura, pessoa dando de ombros, pessoa dando de ombros: pele escura
🤷‍♂	dar de ombros, homem, homem dando de ombros, indiferença
🤷🏻‍♂	dar de ombros, homem, homem dando de ombros, homem dando de ombros: pele clara, indiferença, pele clara
🤷🏼‍♂	dar de ombros, homem, homem dando de ombros, homem dando de ombros: pele morena clara, indiferença, pele morena clara
🤷🏽‍♂	dar de ombros, homem, homem dando de ombros, homem dando de ombros: pele morena, indiferença, pele morena
🤷🏾‍♂	dar de ombros, homem, homem dando de ombros, homem dando de ombros: pele morena escura, indiferença, pele morena escura
🤷🏿‍♂	dar de ombros, homem, homem dando de ombros, homem dando de ombros: pele escura, indiferença, pele escura
🤷‍♀	dar de ombros, indiferença, mulher, mulher dando de ombros
🤷🏻‍♀	dar de ombros, indiferença, mulher, mulher dando de ombros, mulher dando de ombros: pele clara, pele clara
🤷🏼‍♀	dar de ombros, indiferença, mulher, mulher dando de ombros, mulher dando de ombros: pele morena clara, pele morena clara
🤷🏽‍♀	dar de ombros, indiferença, mulher, mulher dando de ombros, mulher dando de ombros: pele morena, pele morena
🤷🏾‍♀	dar de ombros, indiferença, mulher, mulher dando de ombros, mulher dando de ombros: pele morena escura, pele morena escura
🤷🏿‍♀	dar de ombros, indiferença, mulher, mulher dando de ombros, mulher dando de ombros: pele escura, pele escura
👨‍⚕	doutor, enfermeiro, homem, homem profissional da saúde, médico, saúde, terapeuta
👨🏻‍⚕	doutor, enfermeiro, homem, homem profissional da saúde, homem profissional da saúde: pele clara, médico, pele clara, saúde, terapeuta
👨🏼‍⚕	doutor, enfermeiro, homem, homem profissional da saúde, homem profissional da saúde: pele morena clara, médico, pele morena clara, saúde, terapeuta
👨🏽‍⚕	doutor, enfermeiro, homem, homem profissional da saúde, homem profissional da saúde: pele morena, médico, pele morena, saúde, terapeuta
👨🏾‍⚕	doutor, enfermeiro, homem, homem profissional da saúde, homem profissional da saúde: pele morena escura, médico, pele morena escura, saúde, terapeuta
👨🏿‍⚕	doutor, enfermeiro, homem, homem profissional da saúde, homem profissional da saúde: pele escura, médico, pele escura, saúde, terapeuta
👩‍⚕	doutora, enfermeira, mulher, mulher profissional da saúde, médica, saúde, terapeuta
👩🏻‍⚕	doutora, enfermeira, mulher, mulher profissional da saúde, mulher profissional da saúde: pele clara, médica, pele clara, saúde, terapeuta
👩🏼‍⚕	doutora, enfermeira, mulher, mulher profissional da saúde, mulher profissional da saúde: pele morena clara, médica, pele morena clara, saúde, terapeuta
👩🏽‍⚕	doutora, enfermeira, mulher, mulher profissional da saúde, mulher profissional da saúde: pele morena, médica, pele morena, saúde, terapeuta
👩🏾‍⚕	doutora, enfermeira, mulher, mulher profissional da saúde, mulher profissional da saúde: pele morena escura, médica, pele morena escura, saúde, terapeuta
👩🏿‍⚕	doutora, enfermeira, mulher, mulher profissional da saúde, mulher profissional da saúde: pele escura, médica, pele escura, saúde, terapeuta
👨‍🎓	aluno, estudante, formando, homem
👨🏻‍🎓	aluno, estudante, estudante: pele clara, formando, homem, pele clara
👨🏼‍🎓	aluno, estudante, estudante: pele morena clara, formando, homem, pele morena clara
👨🏽‍🎓	aluno, estudante, estudante: pele morena, formando, homem, pele morena
👨🏾‍🎓	aluno, estudante, estudante: pele morena escura, formando, homem, pele morena escura
👨🏿‍🎓	aluno, estudante, estudante: pele escura, formando, homem, pele escura
👩‍🎓	aluna, estudante, formanda, mulher
👩🏻‍🎓	aluna, aluna: pele clara, estudante, formanda, mulher, pele clara
👩🏼‍🎓	aluna, aluna: pele morena clara, estudante, formanda, mulher, pele morena clara
👩🏽‍🎓	aluna, aluna: pele morena, estudante, formanda, mulher, pele morena
👩🏾‍🎓	aluna, aluna: pele morena escura, estudante, formanda, mulher, pele morena escura
👩🏿‍🎓	aluna, aluna: pele escura, estudante, formanda, mulher, pele escura
👨‍🏫	homem, instrutor, mestre, professor
👨🏻‍🏫	homem, instrutor, mestre, pele clara, professor, professor: pele clara
👨🏼‍🏫	homem, instrutor, mestre, pele morena clara, professor, professor: pele morena clara
👨🏽‍🏫	homem, instrutor, mestre, pele morena, professor, professor: pele morena
👨🏾‍🏫	homem, instrutor, mestre, pele morena escura, professor, professor: pele morena escura
👨🏿‍🏫	homem, instrutor, mestre, pele escura, professor, professor: pele escura
👩‍🏫	instrutora, mestra, mulher, professora
👩🏻‍🏫	instrutora, mestra, mulher, pele clara, professora, professora: pele clara
👩🏼‍🏫	instrutora, mestra, mulher, pele morena clara, professora, professora: pele morena clara
👩🏽‍🏫	instrutora, mestra, mulher, pele morena, professora, professora: pele morena
👩🏾‍🏫	instrutora, mestra, mulher, pele morena escura, professora, professora: pele morena escura
👩🏿‍🏫	instrutora, mestra, mulher, pele escura, professora, professora: pele escura
👨‍⚖	balança, homem, juiz, justiça
👨🏻‍⚖	balança, homem, juiz, juiz: pele clara, justiça, pele clara
👨🏼‍⚖	balança, homem, juiz, juiz: pele morena clara, justiça, pele morena clara
👨🏽‍⚖	balança, homem, juiz, juiz: pele morena, justiça, pele morena
👨🏾‍⚖	balança, homem, juiz, juiz: pele morena escura, justiça, pele morena escura
👨🏿‍⚖	balança, homem, juiz, juiz: pele escura, justiça, pele escura
👩‍⚖	balança, justiça, juíza, mulher
👩🏻‍⚖	balança, justiça, juíza, juíza: pele clara, mulher, pele clara
👩🏼‍⚖	balança, justiça, juíza, juíza: pele morena clara, mulher, pele morena clara
👩🏽‍⚖	balança, justiça, juíza, juíza: pele morena, mulher, pele morena
👩🏾‍⚖	balança, justiça, juíza, juíza: pele morena escura, mulher, pele morena escura
👩🏿‍⚖	balança, justiça, juíza, juíza: pele escura, mulher, pele escura
👨‍🌾	agricultor, fazendeiro, homem, jardineiro
👨🏻‍🌾	agricultor, fazendeiro, fazendeiro: pele clara, homem, jardineiro, pele clara
👨🏼‍🌾	agricultor, fazendeiro, fazendeiro: pele morena clara, homem, jardineiro, pele morena clara
👨🏽‍🌾	agricultor, fazendeiro, fazendeiro: pele morena, homem, jardineiro, pele morena
👨🏾‍🌾	agricultor, fazendeiro, fazendeiro: pele morena escura, homem, jardineiro, pele morena escura
👨🏿‍🌾	agricultor, fazendeiro, fazendeiro: pele escura, homem, jardineiro, pele escura
👩‍🌾	agricultora, fazendeira, jardineira, mulher
👩🏻‍🌾	agricultora, fazendeira, fazendeira: pele clara, jardineira, mulher, pele clara
👩🏼‍🌾	agricultora, fazendeira, fazendeira: pele morena clara, jardineira, mulher, pele morena clara
👩🏽‍🌾	agricultora, fazendeira, fazendeira: pele morena, jardineira, mulher, pele morena
👩🏾‍🌾	agricultora, fazendeira, fazendeira: pele morena escura, jardineira, mulher, pele morena escura
👩🏿‍🌾	agricultora, fazendeira, fazendeira: pele escura, jardineira, mulher, pele escura
👨‍🍳	chef, cozinheiro, homem
👨🏻‍🍳	chef, cozinheiro, cozinheiro: pele clara, homem, pele clara
👨🏼‍🍳	chef, cozinheiro, cozinheiro: pele morena clara, homem, pele morena clara
👨🏽‍🍳	chef, cozinheiro, cozinheiro: pele morena, homem, pele morena
👨🏾‍🍳	chef, cozinheiro, cozinheiro: pele morena escura, homem, pele morena escura
👨🏿‍🍳	chef, cozinheiro, cozinheiro: pele escura, homem, pele escura
👩‍🍳	chef, cozinheira, mulher
👩🏻‍🍳	chef, cozinheira, cozinheira: pele clara, mulher, pele clara
👩🏼‍🍳	chef, cozinheira, cozinheira: pele morena clara, mulher, pele morena clara
👩🏽‍🍳	chef, cozinheira, cozinheira: pele morena, mulher, pele morena
👩🏾‍🍳	chef, cozinheira, cozinheira: pele morena escura, mulher, pele morena escura
👩🏿‍🍳	chef, cozinheira, cozinheira: pele escura, mulher, pele escura
👨‍🔧	eletricista, encanador, homem, mecânico, prestador de serviços
👨🏻‍🔧	eletricista, encanador, homem, mecânico, mecânico: pele clara, pele clara, prestador de serviços
👨🏼‍🔧	eletricista, encanador, homem, mecânico, mecânico: pele morena clara, pele morena clara, prestador de serviços
👨🏽‍🔧	eletricista, encanador, homem, mecânico, mecânico: pele morena, pele morena, prestador de serviços
👨🏾‍🔧	eletricista, encanador, homem, mecânico, mecânico: pele morena escura, pele morena escura, prestador de serviços
👨🏿‍🔧	eletricista, encanador, homem, mecânico, mecânico: pele escura, pele escura, prestador de serviços
👩‍🔧	eletricista, encanadora, mecânica, mulher, prestadora de serviços
👩🏻‍🔧	eletricista, encanadora, mecânica, mecânica: pele clara, mulher, pele clara, prestadora de serviços
👩🏼‍🔧	eletricista, encanadora, mecânica, mecânica: pele morena clara, mulher, pele morena clara, prestadora de serviços
👩🏽‍🔧	eletricista, encanadora, mecânica, mecânica: pele morena, mulher, pele morena, prestadora de serviços
👩🏾‍🔧	eletricista, encanadora, mecânica, mecânica: pele morena escura, mulher, pele morena escura, prestadora de serviços
👩🏿‍🔧	eletricista, encanadora, mecânica, mecânica: pele escura, mulher, pele escura, prestadora de serviços
👨‍🏭	fábrica, homem, indústria, operário, trabalhador
👨🏻‍🏭	fábrica, homem, indústria, operário, operário: pele clara, pele clara, trabalhador
👨🏼‍🏭	fábrica, homem, indústria, operário, operário: pele morena clara, pele morena clara, trabalhador
👨🏽‍🏭	fábrica, homem, indústria, operário, operário: pele morena, pele morena, trabalhador
👨🏾‍🏭	fábrica, homem, indústria, operário, operário: pele morena escura, pele morena escura, trabalhador
👨🏿‍🏭	fábrica, homem, indústria, operário, operário: pele escura, pele escura, trabalhador
👩‍🏭	fábrica, indústria, mulher, operária, trabalhadora
👩🏻‍🏭	fábrica, indústria, mulher, operária, operária: pele clara, pele clara, trabalhadora
👩🏼‍🏭	fábrica, indústria, mulher, operária, operária: pele morena clara, pele morena clara, trabalhadora
👩🏽‍🏭	fábrica, indústria, mulher, operária, operária: pele morena, pele morena, trabalhadora
👩🏾‍🏭	fábrica, indústria, mulher, operária, operária: pele morena escura, pele morena escura, trabalhadora
👩🏿‍🏭	fábrica, indústria, mulher, operária, operária: pele escura, pele escura, trabalhadora
👨‍💼	arquiteto, colarinho branco, empresário, funcionário de escritório, gerente, homem
👨🏻‍💼	arquiteto, colarinho branco, empresário, funcionário de escritório, funcionário de escritório: pele clara, gerente, homem, pele clara
👨🏼‍💼	arquiteto, colarinho branco, empresário, funcionário de escritório, funcionário de escritório: pele morena clara, gerente, homem, pele morena clara
👨🏽‍💼	arquiteto, colarinho branco, empresário, funcionário de escritório, funcionário de escritório: pele morena, gerente, homem, pele morena
👨🏾‍💼	arquiteto, colarinho branco, empresário, funcionário de escritório, funcionário de escritório: pele morena escura, gerente, homem, pele morena escura
👨🏿‍💼	arquiteto, colarinho branco, empresário, funcionário de escritório, funcionário de escritório: pele escura, gerente, homem, pele escura
👩‍💼	arquiteta, colarinho branco, empresária, funcionára de escritório, funcionária de escritório, gerente, mulher
👩🏻‍💼	arquiteta, colarinho branco, empresária, funcionára de escritório, funcionária de escritório, funcionária de escritório: pele clara, gerente, mulher, pele clara
👩🏼‍💼	arquiteta, colarinho branco, empresária, funcionára de escritório, funcionária de escritório, funcionária de escritório: pele morena clara, gerente, mulher, pele morena clara
👩🏽‍💼	arquiteta, colarinho branco, empresária, funcionára de escritório, funcionária de escritório, funcionária de escritório: pele morena, gerente, mulher, pele morena
👩🏾‍💼	arquiteta, colarinho branco, empresária, funcionára de escritório, funcionária de escritório, funcionária de escritório: pele morena escura, gerente, mulher, pele morena escura
👩🏿‍💼	arquiteta, colarinho branco, empresária, funcionára de escritório, funcionária de escritório, funcionária de escritório: pele escura, gerente, mulher, pele escura
👨‍🔬	biólogo, cientista homem, físico, homem, professor, químico
👨🏻‍🔬	biólogo, cientista homem, cientista homem: pele clara, físico, homem, pele clara, professor, químico
👨🏼‍🔬	biólogo, cientista homem, cientista homem: pele morena clara, físico, homem, pele morena clara, professor, químico
👨🏽‍🔬	biólogo, cientista homem, cientista homem: pele morena, físico, homem, pele morena, professor, químico
👨🏾‍🔬	biólogo, cientista homem, cientista homem: pele morena escura, físico, homem, pele morena escura, professor, químico
👨🏿‍🔬	biólogo, cientista homem, cientista homem: pele escura, físico, homem, pele escura, professor, químico
👩‍🔬	bióloga, cientista mulher, física, mulher, professora, química
👩🏻‍🔬	bióloga, cientista mulher, cientista mulher: pele clara, física, mulher, pele clara, professora, química
👩🏼‍🔬	bióloga, cientista mulher, cientista mulher: pele morena clara, física, mulher, pele morena clara, professora, química
👩🏽‍🔬	bióloga, cientista mulher, cientista mulher: pele morena, física, mulher, pele morena, professora, química
👩🏾‍🔬	bióloga, cientista mulher, cientista mulher: pele morena escura, física, mulher, pele morena escura, professora, química
👩🏿‍🔬	bióloga, cientista mulher, cientista mulher: pele escura, física, mulher, pele escura, professora, química
👨‍💻	desenvolvedor, homem, inventor, programador, software, tecnólogo
👨🏻‍💻	desenvolvedor, homem, inventor, pele clara, programador, software, tecnólogo, tecnólogo: pele clara
